scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,weight_id,phase,soc,next_task_energy,idle,deadline
stress_non_binding,C4,5031,1815,1811,75.45833333333333,99.77961432506886,0.17132791673944262,2.5060172440593305,0.0008189872390575588,1.8181818181818188,0.0,98.18181818181819,0.3694300148996769,6.833052642226297e-15,0,25760.0,26.931999999999473,4.1390277777778,45.50519463611631,36.403806486379814,9.101388149736541,79.99923256560922,52.64747283909151,36.403806486379814,0.0,31.60082960841406,1.5,3,3.4165263211131486e-14,281,2.491103202846975,507,2576,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5032,1793,1792,74.66666666666667,99.94422755158952,0.17782538877102846,3.2127410031025496,0.0010476494696533304,2.3121387283236983,0.0,97.6878612716763,0.3746954511482274,8.526512829121203e-16,0,25180.0,26.551999999999488,4.0851388888889115,45.80963758663811,36.626994194109784,9.182643392528401,79.95477834732587,61.06949036090062,36.626994194109784,0.0,31.812248324054217,1.5,3,4.263256414560601e-15,310,6.774193548387098,474,2518,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5033,1780,1779,74.125,99.9438202247191,0.16121584464148,2.2464665615567356,0.00199432196266811,2.1739130434782594,0.0,97.82608695652173,0.3754053838130519,0.0,0,26000.0,26.55999999999948,4.069444444444467,46.85406182730132,37.46973883955734,9.38432298774407,79.9711644588392,53.03968993633259,37.46973883955734,0.0,32.53754293562588,1.5,3,0.0,288,3.8194444444444446,482,2600,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5034,1752,1746,72.75,99.65753424657534,0.16068386219783054,2.882082900959843,0.0017974215422890411,1.9943019943019946,0.0,98.00569800569801,0.3882031067241264,9.473903143468003e-17,0,25170.0,26.057999999999517,3.999583333333354,45.04688157931449,36.04739788051945,8.999483698795103,80.02196071452902,54.862918879615364,36.04739788051945,0.0,31.282556652301704,1.5,3,4.736951571734001e-16,273,5.86080586080586,468,2517,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5035,1872,1868,77.83333333333333,99.78632478632478,0.2538159557301549,3.2173014923996863,0.006475438240661112,5.384615384615388,0.0,94.61538461538461,0.3427166043626967,0.0,0,26190.0,27.701999999999444,4.263750000000022,49.422022429429205,39.54707804908359,9.874944380345676,80.01914147797923,50.60215199608893,39.54707804908359,0.0,34.320848909325804,1.5,3,0.0,385,6.753246753246753,534,2619,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5036,1872,1871,77.95833333333333,99.94658119658119,0.23512156791418873,3.252276302470515,0.0042209445316912465,3.93258426966292,0.0,96.06741573033707,0.35001570549470756,1.8947806286936006e-16,0,25520.0,27.567999999999447,4.254444444444468,46.7943460219053,37.421873208863325,9.372472813042009,79.97092894800892,54.413573764057666,37.421873208863325,0.0,32.496073626323074,1.5,3,9.473903143468002e-16,311,7.07395498392283,502,2552,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5037,1785,1784,74.33333333333333,99.94397759103641,0.19766003702044513,3.3319811365511365,0.002581502243836042,3.2258064516129004,0.0,96.7741935483871,0.37729737759429877,2.842170943040401e-16,0,25220.0,26.463999999999494,4.0690277777778,45.6729440660524,36.51148047956284,9.161463586489624,79.94115821997326,50.648799999581314,36.51148047956284,0.0,31.717322268091912,1.5,3,1.4210854715202005e-15,254,6.299212598425196,486,2522,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5038,1797,1796,74.83333333333333,99.94435169727323,0.19919225282964428,3.00357422670117,0.001936572796410392,2.4844720496894457,0.0,97.51552795031056,0.375132652321518,0.0,0,24550.0,26.473999999999503,4.0847222222222435,45.2522451642535,36.18517257568272,9.067072588570857,79.96326468297929,51.57311252589941,36.18517257568272,0.0,31.42517025295379,1.5,3,0.0,263,6.4638783269961975,431,2455,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5039,1760,1755,73.125,99.7159090909091,0.22487627652072703,4.030037692356806,0.007321209354438511,4.62046204620462,0.0,95.37953795379538,0.3811116193780649,0.0,0,25080.0,26.13599999999952,4.015000000000019,46.79981702389664,37.419886660825824,9.379930363070857,79.95733539239845,50.703539992587075,37.419886660825824,0.0,32.49987293326151,1.5,3,0.0,304,4.605263157894736,485,2508,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5040,1858,1854,77.25,99.78471474703983,0.26390767599911163,2.74738725269652,0.003227387954847134,3.4482758620689613,0.0,96.55172413793103,0.3527738967956894,0.0,0,24670.0,27.22999999999947,4.213472222222244,47.20139715355182,37.74214200602522,9.459255147526639,79.95979840013104,52.73775410302367,37.74214200602522,0.0,32.778748023299826,1.5,3,0.0,345,7.246376811594203,473,2467,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5041,1829,1824,76.0,99.72662657189721,0.20282458406219628,2.875333856903141,0.0020150270691131904,2.857142857142858,0.0,97.14285714285714,0.36076610314434915,0.0,0,25470.0,27.041999999999472,4.164166666666688,47.22420286803429,37.75074618937512,9.47345667865924,79.93940373089562,51.82900224256956,37.75074618937512,0.0,32.79458532502378,1.5,3,0.0,299,5.016722408026756,460,2547,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5042,1795,1793,74.70833333333333,99.88857938718662,0.16361583359597004,2.8003615616863198,0.001537153837832308,1.6901408450704203,0.0,98.30985915492958,0.37435616042404896,0.0,0,25810.0,26.70199999999948,4.098055555555578,45.73178224734234,36.57994591583165,9.151836331510793,79.9880173442343,57.20489743308019,36.57994591583165,0.0,31.758182116209923,1.5,3,0.0,247,3.643724696356275,509,2581,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5043,1768,1766,73.58333333333333,99.8868778280543,0.22340581795714592,3.9251239840081933,0.0063607493015313855,4.255319148936165,0.0,95.74468085106383,0.3912821773900338,0.0,0,23540.0,25.92399999999953,4.010277777777798,42.33841613958782,33.84201633155677,8.496399808031065,79.93217370243892,64.97405421882408,33.84201633155677,0.0,29.401677874713712,1.5,3,0.0,262,6.106870229007633,472,2354,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5044,1779,1774,73.91666666666667,99.71894322653176,0.18533836358534994,4.054528390115593,0.0038348042183643603,2.8818443804034533,0.0,97.11815561959655,0.38200614688615764,0.0,0,25240.0,26.3959999999995,4.056805555555576,44.57778712098326,35.6536843707473,8.924102750235987,79.98083052885484,58.66499989258461,35.6536843707473,0.0,30.956796611793877,1.5,3,0.0,230,5.6521739130434785,500,2524,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5045,1743,1742,72.58333333333333,99.94262765347102,0.24534292746237538,4.231213438611061,0.009360619865141221,5.0704225352112715,0.0,94.92957746478872,0.39112123057320286,0.0,0,24770.0,25.86999999999953,3.9752777777777997,44.89635699364695,35.9382081129867,8.958148880660323,80.04704728731583,54.90343195646508,35.9382081129867,0.0,31.178025690032594,1.5,3,0.0,294,3.061224489795918,479,2477,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5046,1844,1842,76.75,99.89154013015184,0.2812180796970797,3.47377357270143,0.005398635630261437,4.558404558404561,0.0,95.44159544159544,0.352559470142427,9.473903143468003e-17,0,25370.0,27.201999999999476,4.194027777777798,48.67859074872628,38.92410271793382,9.754488030792519,79.96144119877239,54.911497864059974,38.92410271793382,0.0,33.80457690883763,1.5,3,4.736951571734001e-16,357,5.322128851540616,450,2537,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5047,1838,1832,76.33333333333333,99.67355821545158,0.2356666323435083,3.0258706354142,0.004495487934208928,3.1088082901554404,0.0,96.89119170984456,0.3545999587054841,7.579122514774402e-16,0,25030.0,27.061999999999472,4.176805555555577,48.54401486602569,38.85635868292319,9.687656183102593,80.04356209547355,50.155092848431146,38.85635868292319,0.0,33.71112143474005,1.5,3,3.789561257387201e-15,382,5.2356020942408374,462,2503,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5048,1740,1739,72.45833333333333,99.94252873563218,0.18265299005457522,2.9482221746526194,0.001188847187537289,2.409638554216864,0.0,97.59036144578313,0.3914864202964082,4.7369515717340015e-17,0,24530.0,25.785999999999525,3.9656944444444675,45.06488869329305,36.04627321489815,9.018615478394926,79.98748972892254,52.62996477381008,36.04627321489815,0.0,31.295061592564558,1.5,3,2.3684757858670006e-16,283,4.240282685512367,423,2453,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5049,1778,1774,73.91666666666667,99.77502812148481,0.18007984015623518,3.39622441375177,0.004717750819368081,3.9772727272727293,0.0,96.02272727272727,0.37901216638399254,2.3684757858670008e-17,0,25400.0,26.4159999999995,4.056944444444466,45.75562010176267,36.62011466699382,9.135505434768897,80.0341347916364,52.92512619177872,36.62011466699382,0.0,31.77473618177959,1.5,3,1.1842378929335003e-16,278,5.0359712230215825,498,2540,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5050,1813,1810,75.41666666666667,99.83452840595697,0.195907466006413,3.2015134022447453,0.0023207971476795577,3.8567493112947604,0.0,96.14325068870524,0.36750480793014306,4.7369515717340015e-17,0,25010.0,26.75799999999949,4.124444444444465,46.3982691451485,37.113571607094016,9.284697538054534,79.98912953194655,54.26139148178717,37.113571607094016,0.0,32.221020239686425,1.5,3,2.3684757858670006e-16,308,8.116883116883116,480,2501,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5051,1825,1821,75.875,99.78082191780821,0.208403868019779,3.526396378740962,0.0023649565367341815,2.168021680216803,0.0,97.8319783197832,0.35740433136087246,4.7369515717340015e-17,0,25260.0,26.951999999999483,4.152916666666688,48.8344407100859,39.0502185989332,9.784222111152756,79.96450462238643,50.2994837656569,39.0502185989332,0.0,33.91280604867073,1.5,3,2.3684757858670006e-16,334,4.191616766467066,470,2526,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5052,1728,1725,71.875,99.82638888888889,0.1669618085983848,3.1995789529350684,0.0033535271072997583,2.0588235294117685,0.0,97.94117647058823,0.40059534038187544,0.0,0,24390.0,25.613999999999532,3.9387500000000206,42.98567746252485,34.3709964638099,8.614680998715,79.95918290173448,66.03915958905138,34.3709964638099,0.0,29.8511649045311,1.5,3,0.0,225,3.111111111111111,489,2439,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
stress_non_binding,C4,5053,1732,1726,71.91666666666667,99.65357967667437,0.23300721056082976,3.1211137518454053,0.003450318464855549,4.885057471264364,0.0,95.11494252873564,0.4014020105818896,0.0,0,23520.0,25.487999999999552,3.935000000000019,42.295276190519715,33.849708811423405,8.44556737909637,80.0318897527631,64.13873361631656,33.849708811423405,0.0,29.371719576749772,1.5,3,0.0,228,3.9473684210526314,415,2352,nan,nan,0.0,0,soc0.70_next_task_energy0.00_idle0.00_deadline0.30,local,0.7,0.0,0.0,0.3
