scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,weight_id,phase
stress_near_transition,C2,5038,1698,1651,68.79166666666667,97.23203769140166,4.1605937831607696,279.51503011301924,3.3687164660589244,45.370370370370374,17.321688500727806,54.629629629629626,0.5340477535273582,115.50702901314033,0,12410.0,46.54999999999975,5.355138888888893,65.0399322222114,52.168267845527595,12.871664376683828,80.20959749357168,19.24817499033324,24.014025350999727,28.154242494527868,90.33323919751585,3.0,6,808.5492030919823,927,25.88996763754045,214,1241,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5039,1667,1662,69.25,99.7000599880024,0.6766434049271774,120.53244823402456,0.3879261340086912,36.39575971731449,1.5895953757225412,63.60424028268551,0.5547725585669873,4.700484569125192,0,13030.0,45.89199999999974,5.270694444444448,57.69463048223839,46.21997283572359,11.474657646514826,80.11139416163287,19.29366365066133,25.068084058344596,21.15188877737899,80.13143122533113,3.0,6,32.90339198387634,984,22.76422764227642,242,1303,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5040,1735,1731,72.125,99.76945244956772,1.2271329705783638,197.1677419157587,0.7725100614779876,42.13333333333333,1.3970588235294068,57.86666666666667,0.532976916489637,28.059926184588775,0,5980.0,46.61399999999986,5.405833333333328,61.879634089222975,49.58172725016396,12.297906839059012,80.12608345206613,19.447921655954445,10.894210440171255,38.6875168099927,85.94393623503191,3.0,6,196.41948329212144,406,19.704433497536947,109,598,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5041,1721,1717,71.54166666666667,99.76757699012202,5.272556587589752,298.2973800216759,4.187416633526167,57.83475783475783,22.189781021897815,42.16524216524217,0.531916441138397,129.91566024663427,0,6560.0,45.67799999999985,5.323333333333325,63.8141136662479,50.541007299717315,13.273106366530595,79.20035928736733,19.33611111111109,11.838935568496249,38.70207173122106,88.63071342534431,3.0,6,909.4096217264398,456,21.929824561403507,127,656,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5042,1661,1655,68.95833333333333,99.6387718242023,4.2167768749558565,331.7167836660286,3.4426367012832397,43.975903614457835,16.3280662151994,56.024096385542165,0.5477333027837636,130.54064515312132,0,11120.0,44.86199999999978,5.191666666666667,61.84241539698312,49.46274181215198,12.379673584831144,79.98190480536266,19.370191388573065,21.29821492943549,28.164526882716498,85.89224360692104,3.0,6,913.7845160718492,813,37.63837638376384,209,1112,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5043,1644,1638,68.25,99.63503649635037,1.0576060779336494,192.64508328217963,0.6435529949570263,41.40845070422535,2.948021722265326,58.59154929577465,0.5635237786203317,41.71113698361684,0,11520.0,45.05999999999977,5.184166666666672,55.58401557535285,44.438371913653555,11.14564366169931,79.9481135964536,19.300207001201564,23.292671725576568,21.145700188076976,77.20002163243454,3.0,6,291.9779588853179,877,24.173318129988598,192,1152,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5044,1631,1629,67.875,99.87737584304108,0.7444899673960556,151.81686456365108,0.5046863639925229,31.055900621118017,1.7570664629488197,68.94409937888199,0.5619111473050158,17.782211014830466,0,11110.0,44.87199999999978,5.154861111111113,57.696781758272046,46.30256417202652,11.394217586245542,80.25155435188216,19.237350800180515,21.673894175643024,24.62866999638348,80.13441910871119,3.0,6,124.47547710381326,822,19.22141119221411,190,1111,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5045,1643,1638,68.25,99.6956786366403,0.6076227258382912,137.78477284593222,0.40274211554240064,31.595092024539873,0.6074411541381886,68.40490797546013,0.5638481318002796,11.220360732551022,0,12190.0,44.879999999999754,5.1704166666666715,55.52054157265901,44.399573904211934,11.120967668447111,79.96963402474522,19.27836039673084,23.262726598536965,21.136847305674944,77.11186329535974,3.0,6,78.54252512785715,908,18.502202643171806,217,1219,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5046,1702,1696,70.66666666666667,99.64747356051704,10.543119091764964,345.4154738084131,9.100087446767407,61.16207951070336,32.8,38.837920489296636,0.5315423763720653,161.75462646764086,0,7420.0,45.52799999999984,5.28916666666666,65.90264230847907,52.58319419475421,13.319448113724876,79.78920473115663,19.21075606906583,13.858233080877836,38.724961113876375,91.53144765066543,3.0,6,1132.2823852734862,542,34.686346863468636,137,742,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5047,1713,1710,71.25,99.82486865148861,1.323023670717255,211.55686104577617,0.8017487651672939,40.1685393258427,3.6109064112011757,59.8314606741573,0.5397236918468287,46.69513038946109,0,7410.0,45.87999999999983,5.327361111111109,60.679259309198336,48.58835675582751,12.09090255337082,80.07407689049037,19.317535325453537,13.489475747489754,35.098881008337756,84.27674904055323,3.0,6,326.8659127262277,497,23.138832997987926,133,741,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5048,1633,1627,67.79166666666667,99.63257807715861,1.5031994268325968,266.14659397187063,1.0021972937253045,43.710691823899374,5.24714828897338,56.289308176100626,0.5627648009093799,97.73859175898052,0,9010.0,44.2959999999998,5.117361111111111,57.06654034167255,45.324404335178436,11.742136006494125,79.42378154310596,19.23621452380883,17.146943201044202,28.177461134134223,79.25908380787855,3.0,6,684.1701423128636,636,17.92452830188679,156,901,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5049,1673,1667,69.45833333333333,99.64136282127915,1.8121069484508248,283.51268467412154,1.1549266304549881,52.56797583081572,7.973174366616986,47.43202416918429,0.5442138848283128,93.08054823075447,0,9740.0,45.82599999999978,5.273611111111113,62.41620204653034,50.12865841653614,12.287543629994218,80.31353522466166,19.300727925918892,18.52319808110897,31.605460335427168,86.68916950906996,3.0,6,651.5638376152814,696,26.00574712643678,181,974,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5050,1711,1708,71.16666666666667,99.82466393921683,3.1122619627112105,257.1441324910896,2.2154855974972723,54.67836257309941,15.48575602629657,45.32163742690059,0.5395487314765771,80.34262180865325,0,7380.0,45.85799999999984,5.323333333333327,60.96743933580511,48.908482648035715,12.058956687769399,80.22066070160932,19.30091712716685,13.711096305160503,35.19738634287521,84.6769990775071,3.0,6,562.3983526605728,514,19.844357976653697,129,738,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5051,1686,1681,70.04166666666667,99.70344009489916,2.5421395668130193,247.53596203017273,1.5806726824768809,49.70760233918129,11.681547619047617,50.29239766081871,0.5319836614264098,107.83913762619447,0,5850.0,45.07399999999985,5.237638888888885,67.28023464108941,53.60252103980203,13.677713601287376,79.67053225326578,19.306621979689307,11.412880631991422,42.1896404078106,93.44477033484638,3.0,6,754.8739633833612,426,25.586854460093893,99,585,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5052,1601,1598,66.58333333333333,99.81261711430356,0.4875313029294389,107.10270023293972,0.35692112403048004,28.295819935691313,0.46511627906976605,71.70418006430869,0.570233701567808,2.7709185610657316,0,12510.0,44.09199999999974,5.063194444444452,56.5022144098248,45.19050989964378,11.311704510181045,79.98006869583132,19.49723440928054,24.103841832208317,21.086668067435443,78.47529779142334,3.0,6,19.396429927460122,927,14.778856526429344,231,1251,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5053,1615,1612,67.16666666666667,99.81424148606811,1.0862276630734982,218.5731811816183,0.6647603357194838,40.80996884735203,4.0185471406491535,59.19003115264797,0.568115913284373,35.55057850124781,0,11650.0,44.391999999999776,5.101527777777781,56.1695797046759,44.93528223539104,11.234297469284877,79.99932075626758,19.317111986747676,23.82546759861643,21.109814636774605,78.01330514538323,3.0,6,248.85404950873465,910,24.065934065934066,192,1165,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5054,1702,1694,70.58333333333333,99.52996474735605,8.993590722165708,343.2064827904699,7.545667144548176,60.88328075709779,32.70758122743682,39.11671924290221,0.5336822685325263,141.8359595863192,0,8780.0,45.74399999999982,5.3041666666666645,64.82413665960672,52.02106073702059,12.803075922586155,80.24952343011458,19.38478343655009,16.870117289371976,35.150943447648615,90.0335231383427,3.0,6,992.8517171042344,629,30.206677265500797,166,878,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5055,1720,1713,71.375,99.59302325581395,1.7911053502493277,210.29059544836855,1.1243010536252904,50.303030303030305,7.7697841726618755,49.696969696969695,0.531641907508352,68.83237224455625,0,6640.0,46.39999999999985,5.372222222222218,64.05247861579059,51.324406062648045,12.728072553142525,80.12868068776851,19.284353875802047,12.63329371164686,38.69111235100118,88.96177585526466,3.0,6,481.8266057118938,471,21.019108280254777,134,664,nan,nan,0.0,0,reference,reference
stress_near_transition,C2,5056,1735,1728,72.0,99.59654178674351,3.1847910133771724,270.92201378530393,2.0383547331324174,57.391304347826086,21.65467625899281,42.608695652173914,0.5280004275400739,103.01128165380129,0,6710.0,46.52799999999984,5.399861111111106,64.38778451980274,51.50436025597803,12.883424263824713,79.99088746427925,19.307211079416827,12.808371397577304,38.695988858400725,89.42747849972602,3.0,6,721.0789715766091,490,23.6734693877551,106,671,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5007,1686,1449,60.375,85.94306049822063,39.23933681060685,615.2490799804725,38.5463307953665,45.747800586510266,17.397769516728623,54.252199413489734,0.53097577275267,262.0934900984989,0,15410.0,47.32599999999969,5.39402777777779,67.78821053265423,54.06878216506213,13.719428367592133,79.7613356957058,19.208148845764153,29.43469494332627,24.634087221735868,94.15029240646426,3.0,6,1834.6544306894923,1134,75.39682539682539,281,1541,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5008,1677,1567,65.29166666666667,93.44066785927251,12.48828077922215,606.1322691245732,12.15080971180007,36.768802228412255,6.449165402124435,63.231197771587745,0.523527337377446,256.7038683731261,0,16940.0,47.029999999999625,5.362222222222239,72.44222196176717,57.951428171248665,14.490793790518554,79.99675686622876,19.315465356192277,33.32261328466292,24.62881488658574,100.61419716912117,3.0,6,1796.927078611883,1277,72.5137039937353,300,1694,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5009,1655,1453,60.541666666666664,87.79456193353474,33.56923104931394,597.3550423001817,32.82974679424654,42.85714285714286,17.53048780487805,57.14285714285714,0.5395250602497151,252.54625424288815,0,14700.0,46.05399999999969,5.266944444444455,66.57936963414357,53.21455702240807,13.364812611735523,79.92649572205968,19.407703990526866,28.599347656358894,24.615209366049175,92.47134671408834,3.0,6,1767.823779700217,1061,72.38454288407164,244,1470,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5010,1714,1499,62.458333333333336,87.45624270711785,33.78649795372817,618.4247714580478,33.17342682282858,41.05571847507331,15.222141296431168,58.94428152492669,0.5246088310055793,262.4736387647598,0,15720.0,47.715999999999674,5.456111111111123,68.197149173188,54.266291143427985,13.93085802976006,79.57266806801216,19.582012641630165,29.655515358730707,24.610775784697278,94.71826274053898,3.0,6,1837.3154713533188,1147,68.87532693984308,288,1572,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5011,1606,1598,66.58333333333333,99.50186799501867,0.10891531187843022,2.445259294848044,0.024857704272998087,27.575757575757574,0.0,72.42424242424242,0.5880491564958529,0.0,0,18470.0,44.97399999999962,5.1306944444444635,47.023225126090054,37.606280695879704,9.416944430210405,79.97384397824828,26.383185407738765,37.606280695879704,0.0,65.31003489734738,3.0,6,0.0,1437,76.33959638135003,305,1847,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5012,1709,1557,64.875,91.10590988882387,18.742609887706738,600.6572951195395,18.284399806104958,36.15819209039548,10.036900369003687,63.84180790960452,0.5212016795899286,252.79624211318125,0,16640.0,47.86599999999966,5.460277777777791,70.41435348667599,56.43458925528097,13.979764231395052,80.14642819373424,19.458220025993526,31.8275923784305,24.60699687685047,97.79771317593894,3.0,6,1769.573694792269,1233,72.99270072992701,276,1664,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5013,1595,1589,66.20833333333333,99.62382445141066,0.11870839597252912,2.7809009619615,0.03232906872990239,27.95031055900621,0.0,72.04968944099379,0.5907695963353026,0.0,0,18740.0,45.449999999999605,5.150000000000018,46.75212344700742,37.411034499188766,9.341088947818726,80.01996859371192,24.004541042637754,37.411034499188766,0.0,64.9335047875104,3.0,6,0.0,1431,75.19217330538085,346,1874,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5014,1657,1653,68.875,99.75859987929994,0.0790663629767446,2.485249838305996,0.02482038996599334,31.32530120481928,0.0,68.67469879518072,0.5786947913812555,3.383536836952858e-17,0,19320.0,47.417999999999594,5.364166666666687,46.63782514384718,37.315669521362366,9.322155622484877,80.01159875330364,25.49696241045088,37.315669521362366,0.0,64.77475714423228,3.0,6,2.3684757858670006e-16,1417,72.9710656316161,338,1932,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5015,1687,1473,61.375,87.31475992886782,34.09576557222933,612.1951436554525,33.378682791441626,41.42011834319527,17.19792438843588,58.57988165680473,0.5342075709838218,261.4394972582484,0,14860.0,46.58599999999969,5.3438888888889,66.05938422415382,52.70525617763728,13.354128046516553,79.78466162929541,19.452265940508802,28.09478545261799,24.610470725019297,91.74914475576924,3.0,6,1830.076480807739,1086,69.9815837937385,277,1486,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5016,1696,1693,70.54166666666667,99.82311320754717,0.1510622246839439,3.112207507290744,0.036191709743488745,29.32960893854749,0.0,70.6703910614525,0.5740798196790309,8.458842092382144e-18,0,18730.0,47.7659999999996,5.4370833333333515,45.063770881768384,36.02533496728555,9.03843591448288,79.94301023277316,21.149864057785788,36.02533496728555,0.0,62.58857066912283,3.0,6,5.921189464667501e-17,1367,72.93343087051939,335,1873,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5017,1724,1536,64.0,89.0951276102088,24.501830954858793,600.3365269160927,23.92158241329485,38.97849462365591,13.683431952662717,61.02150537634409,0.5205471745366252,253.0814859805017,0,16290.0,47.84999999999967,5.477916666666679,69.24422403354086,55.52383894084034,13.72038509270053,80.18551686555897,19.34196022354648,30.908244371736288,24.615594569104058,96.17253337991791,3.0,6,1771.5704018635117,1188,71.46464646464646,294,1629,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5018,1716,1475,61.458333333333336,85.95571095571096,36.881249294414324,609.4967523786984,36.19107165654949,41.44144144144144,17.353579175704994,58.55855855855856,0.5235020731639256,259.6557935307691,0,15750.0,47.72599999999968,5.459305555555567,68.55495512538144,54.794870253457404,13.760084871924054,79.92838760267882,19.515440091799054,30.205060692612534,24.589809560844873,95.2152154519187,3.0,6,1817.5905547153839,1147,73.40889276373147,248,1575,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5019,1734,1480,61.666666666666664,85.35178777393311,50.736120729017415,605.6147445848801,49.77255694519754,50.985915492957744,23.930384336475708,49.014084507042256,0.5228156366043104,270.0655823549603,0,13590.0,47.56199999999972,5.470416666666675,67.10091915142749,53.773336995044794,13.327582156382702,80.13800358485973,19.334894643681995,25.646603130905756,28.126733864139048,93.19572104364934,3.0,6,1890.459076484723,975,69.64102564102565,245,1359,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5020,1609,1600,66.66666666666667,99.44064636420137,0.09767854899698239,2.2893754321315405,0.02444940075660585,25.290697674418606,0.0,74.70930232558139,0.5879672137935146,0.0,0,18550.0,45.831999999999624,5.194027777777797,46.76452424806858,37.385314153599595,9.379210094469023,79.94374957239866,26.880083975833813,37.385314153599595,0.0,64.95072812231754,3.0,6,0.0,1431,72.74633123689728,286,1855,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5021,1640,1637,68.20833333333333,99.8170731707317,0.08217209276350483,2.7711914629255867,0.024338688223746352,24.011299435028242,0.0,75.98870056497175,0.5825244006541518,0.0,0,19370.0,46.76599999999959,5.297638888888908,46.40770207030746,37.100257132361556,9.307444937945967,79.94418055036388,20.15830435637287,37.100257132361556,0.0,64.45514176431601,3.0,6,0.0,1419,71.10641296687808,356,1937,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5022,1605,1603,66.79166666666667,99.8753894080997,0.11400231119793706,2.9721052409846984,0.02690000361331624,29.283489096573213,0.0,70.7165109034268,0.5885984867362615,0.0,0,18850.0,45.33199999999961,5.154305555555576,46.84636268492414,37.470802824621614,9.37555986030259,79.98657884421043,25.45695627198432,37.470802824621614,0.0,65.06439261795029,3.0,6,0.0,1442,73.23162274618585,325,1885,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5023,1625,1620,67.5,99.6923076923077,0.11989547082508568,4.097580181321731,0.033113134387379985,33.23262839879154,0.0,66.76737160120845,0.5858587699358566,3.383536836952858e-17,0,18490.0,46.50799999999962,5.260972222222241,46.22717995232823,36.97699598040528,9.250183971923,79.98972902638188,20.157992453159153,36.97699598040528,0.0,64.20441660045596,3.0,6,2.3684757858670006e-16,1408,72.51420454545455,301,1849,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5024,1682,1482,61.75,88.10939357907253,30.095247611810898,603.7077204625369,29.442020836145534,39.42028985507247,15.557217651458489,60.57971014492753,0.5323923479640155,256.40923697737315,0,15510.0,46.84999999999969,5.355972222222234,67.47425662613618,54.04584176951264,13.428414856623577,80.09846194967632,19.398582616759118,29.415285770677535,24.630555998835106,93.7142453140781,3.0,6,1794.864658841612,1142,73.20490367775831,258,1551,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5025,1680,1645,68.54166666666667,97.91666666666666,3.624170402671315,615.5760141165321,3.4213676878358306,29.19254658385093,2.135493372606778,70.80745341614907,0.518014417877621,259.50313974339264,0,17660.0,46.98399999999963,5.3627777777777945,74.92073338967896,59.349826458848355,15.570906930830642,79.21682526805638,19.390316666996917,34.73987812577738,24.609948333070975,104.05657415233196,3.0,6,1816.5219782037486,1310,73.81679389312977,291,1766,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5026,1672,1484,61.833333333333336,88.75598086124403,31.640777774436316,603.2232140788226,30.859314328086487,48.23529411764705,17.71771771771772,51.76470588235295,0.542181173743762,253.61298790332648,0,13590.0,46.1299999999997,5.293472222222233,63.54068843314397,50.69405291196046,12.846635521183524,79.78203283916189,19.42925711118356,26.122583970427236,24.571468941533226,88.25095615714443,3.0,6,1775.2909153232854,974,70.73921971252567,248,1359,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5027,1698,1468,61.166666666666664,86.45465253239105,45.834605748529185,587.1945747803632,44.780171528944436,51.373626373626365,26.236881559220393,48.62637362637363,0.5324308860079714,257.01333119798676,0,12610.0,46.42199999999974,5.346250000000006,65.85483345198236,52.75914988481301,13.09568356716936,80.11431677719149,19.620097735210106,24.648056984787182,28.111092900025827,91.46504646108663,3.0,6,1799.0933183859074,939,72.63045793397231,206,1261,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5028,1707,1563,65.125,91.56414762741653,16.950043682176297,608.0030745072085,16.44988249269715,38.48580441640379,9.49640287769784,61.51419558359621,0.5243569823712032,256.7800050073224,0,16020.0,47.47799999999965,5.430833333333347,69.02408088491357,55.0501219104396,13.973958974474003,79.75495103256314,19.20742430096805,30.40076473389537,24.64935717654423,95.86677900682446,3.0,6,1797.460035051257,1169,73.73823781009409,307,1602,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5029,1744,1483,61.791666666666664,85.03440366972477,71.68691537876445,610.7904703461438,70.32843252202434,59.47712418300654,33.866481223922115,40.52287581699346,0.5241423656625481,287.87283917643396,0,11180.0,48.103999999999765,5.520555555555559,65.4322477060757,52.39224187615933,13.0400058299164,80.07097985003877,19.225187155543452,20.720810389870113,31.67143148628921,90.87812181399406,3.0,6,2015.1098742350375,780,71.41025641025641,212,1118,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5030,1689,1498,62.416666666666664,88.6915334517466,27.28692662822514,592.8029584466415,26.679686280254206,41.42857142857142,14.339058999253174,58.57142857142858,0.5295029030814574,252.74243234821725,0,15800.0,47.19799999999967,5.388888888888903,68.23053684694543,54.71976841674187,13.510768430203573,80.19835537787006,19.292387869586044,30.121333327361853,24.598435089380025,94.76463450964646,3.0,6,1769.1970264375207,1174,68.39863713798978,275,1580,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5031,1702,1671,69.625,98.17861339600469,3.0990436964768944,607.9343403387842,2.934805700562584,25.25252525252525,2.135231316725983,74.74747474747475,0.5126235569852032,253.36226335755418,0,18480.0,47.64799999999963,5.436388888888904,75.43772727945748,60.23422755250757,15.203499726949955,79.84629140452645,19.237758180673058,35.59273003296425,24.641497519543325,104.77462122146876,3.0,6,1773.5358435028793,1334,68.96551724137932,320,1848,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5032,1689,1500,62.5,88.80994671403198,26.695408591295983,605.0381414670725,26.114727097281794,40.123456790123456,13.55311355311355,59.876543209876544,0.5295590157350238,258.53434632212213,0,15610.0,47.13599999999966,5.384583333333346,68.2022560695479,54.72607986117825,13.476176208369687,80.240864474296,19.409597158924864,30.068383428980095,24.657696432198165,94.72535565214994,3.0,6,1809.740424254855,1149,74.93472584856397,268,1561,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5033,1688,1566,65.25,92.77251184834124,13.77582042396145,604.8673638328349,13.440986295216707,36.206896551724135,7.2388059701492535,63.793103448275865,0.5216489605199947,256.5564540137312,0,17480.0,47.35599999999964,5.3986111111111255,72.28892389792267,57.88678306704105,14.402140830881658,80.07697437685127,19.303588715398252,33.26882305001693,24.617960017024124,100.40128319155934,3.0,6,1795.8951780961181,1276,70.21943573667711,321,1748,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5034,1638,1618,67.41666666666667,98.77899877899878,2.421333071119114,612.744272696051,2.3026112437005115,30.246913580246915,1.21765601217656,69.75308641975309,0.523374946612693,261.51822533588853,0,18930.0,46.64599999999961,5.286805555555574,76.41902690720269,61.03611040162197,15.38291650558078,79.87030569721787,19.368932036783292,36.43187976497321,24.604230636648754,106.13753737111492,3.0,6,1830.6275773512198,1388,71.25360230547551,320,1893,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5035,1755,1480,61.666666666666664,84.33048433048434,68.81106403791229,608.0634389413569,67.50160517615888,53.06122448979591,34.77622890682318,46.93877551020408,0.5183500769692851,281.44471223866077,0,11920.0,47.78999999999976,5.512500000000003,67.25156120748025,53.89537732873912,13.356183878741144,80.13996457638288,19.319541348099854,22.22334969676359,31.672027631975535,93.4049461215004,3.0,6,1970.1129856706252,843,71.53024911032028,233,1192,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5036,1720,1593,66.375,92.61627906976744,13.87899308433671,602.8965809996005,13.497182393194679,33.231707317073166,7.902298850574708,66.76829268292683,0.516787612141723,256.07722987215925,0,17200.0,47.887999999999636,5.47555555555557,71.53904348057156,57.31932816609556,14.219715314476037,80.12314028445492,19.378819393039088,32.712680212811705,24.606647953283854,99.35978261190502,3.0,6,1792.540609105115,1225,72.81632653061224,287,1720,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5037,1663,1660,69.16666666666667,99.81960312687913,0.14140786790765886,3.3194626479477543,0.02855269124444692,28.735632183908045,0.0,71.26436781609196,0.5790154014961074,0.0,0,18620.0,47.15799999999962,5.353611111111128,45.87623764596187,36.69279044113637,9.183447204825551,79.98212652986845,20.517525170118503,36.69279044113637,0.0,63.716996730502686,3.0,6,0.0,1384,70.52023121387283,332,1862,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5038,1698,1688,70.33333333333333,99.41107184923439,1.6821775664284009,610.7604754059552,1.5634549789228769,32.098765432098766,0.363901018922852,67.90123456790124,0.5128257187469657,260.9682215740492,0,18660.0,47.799999999999606,5.441944444444462,75.7358377515292,60.579295623305434,15.15654212822383,79.98762200538577,19.465255036952538,35.9582227701053,24.621072853200126,105.18866354379067,3.0,6,1826.7775510183446,1389,71.49028077753779,332,1866,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5039,1667,1589,66.20833333333333,95.32093581283743,8.56558823536668,614.9727295012186,8.289887650691245,31.448763250883395,4.768786127167635,68.55123674911661,0.5208694532294812,264.47768341977314,0,18030.0,46.891999999999626,5.340138888888903,74.78179557234141,59.78315734594741,14.99863822639404,79.94346336350694,19.407242398693718,35.17372955197444,24.609427793972976,103.86360496158538,3.0,6,1851.3437839384121,1353,75.31411677753141,319,1803,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5040,1735,1466,61.083333333333336,84.49567723342939,48.49958354125328,606.7529513011609,47.58103901144052,45.333333333333336,22.941176470588232,54.666666666666664,0.520582111930304,269.67785719539046,0,13880.0,48.1939999999997,5.515555555555565,68.12661558712676,54.662245692388694,13.464369894738095,80.2362560084633,19.339612148174687,26.55476664969762,28.107479042691075,94.620299426565,3.0,6,1887.7450003677334,984,71.13821138211382,263,1388,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5041,1721,1481,61.708333333333336,86.05461940732133,52.61953992272439,604.1322015649861,51.57601271717737,47.57834757834758,26.78832116788321,52.42165242165242,0.5294903037532309,268.4310628712052,0,13080.0,46.981999999999715,5.413888888888894,65.03688690837156,52.04589618860624,12.99099071976533,80.02519595061813,19.33784369648527,23.900963342352497,28.14493284625374,90.32900959496052,3.0,6,1879.0174400984363,931,70.89151450053706,244,1308,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5042,1661,1657,69.04166666666667,99.75918121613486,0.07826181985607993,2.1216098108587174,0.023712252625871167,25.30120481927711,0.0,74.69879518072288,0.5780442120389405,0.0,0,19140.0,46.4659999999996,5.303055555555572,46.56571713237393,37.2607042873023,9.30501284507168,80.01746044494503,23.671256515330924,37.2607042873023,0.0,64.67460712829723,3.0,6,0.0,1425,72.14035087719299,352,1914,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5043,1644,1638,68.25,99.63503649635037,0.1614387630212573,2.821254968891147,0.03355915091876631,30.14084507042254,0.0,69.85915492957746,0.5842988726438464,0.0,0,18010.0,46.35799999999963,5.274305555555575,45.1133681875014,36.082261510212994,9.03110667728846,79.98130700471515,22.843002116831258,36.082261510212994,0.0,62.65745581597425,3.0,6,0.0,1345,73.38289962825279,297,1801,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5044,1631,1629,67.875,99.87737584304108,0.08817365692669434,2.668933870885273,0.023293640001386933,25.15527950310559,0.0,74.84472049689441,0.5841220957009876,1.691768418476429e-17,0,18980.0,46.44599999999961,5.264166666666686,46.50246376670218,37.19218338793784,9.310280378764396,79.9789524583622,23.04561682451189,37.19218338793784,0.0,64.58675523153089,3.0,6,1.1842378929335003e-16,1403,74.26942266571632,342,1898,nan,nan,0.0,0,reference,reference
stress_near_transition,C3,5045,1643,1638,68.25,99.6956786366403,0.13268051370954792,3.5238331491267068,0.028950549785505972,28.834355828220858,0.0,71.16564417177914,0.5823187998376124,0.0,0,18880.0,46.21799999999962,5.2633333333333505,46.2113248818433,36.9669129722871,9.244411909556257,79.99535409730618,25.58659549740406,36.9669129722871,0.0,64.18239566922689,3.0,6,0.0,1417,72.19477769936485,345,1888,nan,nan,0.0,0,reference,reference
