phase,weight_id,scenario,metric,mean_difference,median_difference,ci95_low,ci95_high,paired_replications,direction,C4_low_soc_stops_total,C4_failure_count_total,soc,next_task_energy,idle,deadline
coarse,soc0.00_next_task_energy0.75_idle0.00_deadline0.25,stress_near_transition,urgent_on_time,-14.52083967460399,-14.101077050538532,-16.03533183027672,-13.006347518931259,50,positive_better,0.0,0,0.0,0.75,0.0,0.25
coarse,soc0.00_next_task_energy0.75_idle0.00_deadline0.25,stress_non_binding,delay,1.6808714451165552e-05,3.787331719017073e-05,-5.042195462719069e-05,8.40393835295218e-05,50,negative_better,0.0,0,0.0,0.75,0.0,0.25
coarse,soc0.00_next_task_energy0.75_idle0.00_deadline0.25,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.0,0.75,0.0,0.25
coarse,soc0.00_next_task_energy0.75_idle0.00_deadline0.25,stress_strongly_constrained,delay,-37.29735806114772,-37.97528528532689,-41.836181308905125,-32.75853481339031,50,negative_better,0.0,0,0.0,0.75,0.0,0.25
coarse,soc0.00_next_task_energy0.75_idle0.00_deadline0.25,stress_strongly_constrained,urgent_on_time,-1.1250835210638022,-1.0752737901435552,-1.3812590759761005,-0.8689079661515038,50,positive_better,0.0,0,0.0,0.75,0.0,0.25
coarse,soc0.00_next_task_energy0.75_idle0.00_deadline0.25,stress_transition,delay,-49.4006979067056,-49.05439493379299,-54.31762301819362,-44.48377279521758,50,negative_better,0.0,0,0.0,0.75,0.0,0.25
coarse,soc0.00_next_task_energy0.75_idle0.00_deadline0.25,stress_transition,urgent_on_time,-8.505444902537658,-8.016293082004367,-9.424147347610802,-7.5867424574645135,50,positive_better,0.0,0,0.0,0.75,0.0,0.25
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,primary,delay,-37.60055671900762,-39.38831904242179,-42.94014931261896,-32.26096412539628,50,negative_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,primary,urgent_on_time,-1.832355046916281,-1.6074516999915622,-2.2433510856458403,-1.421359008186722,50,positive_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,stress_near_transition,delay,-9.191090021681495,-1.1116740703598949,-13.831452628068073,-4.550727415294917,50,negative_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,stress_near_transition,urgent_on_time,-13.163088592600694,-12.855684833639511,-14.415528376912604,-11.910648808288784,50,positive_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,stress_non_binding,delay,1.638542611380911e-05,-5.444623677454408e-05,-5.51042205390637e-05,8.787507276668193e-05,50,negative_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,stress_strongly_constrained,delay,-39.83839603950993,-42.1144509365738,-44.98011297606379,-34.69667910295607,50,negative_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,stress_strongly_constrained,urgent_on_time,-1.1817118034900296,-1.1206132855279405,-1.4453953269726612,-0.918028280007398,50,positive_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,stress_transition,delay,-44.82497104238787,-43.502609285432726,-49.226891102844235,-40.42305098193151,50,negative_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy0.75_idle0.25_deadline0.00,stress_transition,urgent_on_time,-7.987246489636264,-7.790906578220007,-8.791156904947353,-7.183336074325173,50,positive_better,0.0,0,0.0,0.75,0.25,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,primary,delay,-40.52104694183699,-41.33864063964245,-46.072721261641405,-34.96937262203258,50,negative_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,primary,urgent_on_time,-1.9853284683759815,-1.913945836497089,-2.4078989010237035,-1.5627580357282596,50,positive_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,stress_near_transition,delay,-15.85851526469891,-7.634377240021998,-21.04403450478701,-10.67299602461081,50,negative_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,stress_near_transition,urgent_on_time,-11.506710680180458,-11.310094872614854,-12.944263506485642,-10.069157853875273,50,positive_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,stress_non_binding,delay,-2.1077618387709273e-05,-1.1108609038745776e-05,-9.288207715814994e-05,5.0726840382731396e-05,50,negative_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,stress_strongly_constrained,delay,-40.2232636457569,-40.164759751895616,-44.94379872885233,-35.502728562661474,50,negative_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,stress_strongly_constrained,urgent_on_time,-1.1586281791078346,-1.0922986385036264,-1.3971086326955247,-0.9201477255201446,50,positive_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,stress_transition,delay,-56.83600597815987,-57.31383456081642,-61.337723483127185,-52.33428847319255,50,negative_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.00_next_task_energy1.00_idle0.00_deadline0.00,stress_transition,urgent_on_time,-9.84279772898173,-9.884438388564671,-10.769628152191421,-8.915967305772037,50,positive_better,0.0,0,0.0,1.0,0.0,0.0
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,primary,delay,-2.7260471581414705,-2.4254403049460507,-4.693325897203765,-0.7587684190791757,50,negative_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,primary,urgent_on_time,-0.1698319988694211,0.0,-0.316642279764185,-0.023021717974657185,50,positive_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,stress_near_transition,delay,-0.090015400217445,0.0,-0.38516819799209834,0.20513739755720836,50,negative_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,stress_near_transition,urgent_on_time,-0.1535687988046682,0.0,-0.3979401256970341,0.09080252808769765,50,positive_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,stress_non_binding,delay,-1.5360746827240978e-05,-3.875700076136357e-06,-5.078536677912874e-05,2.0063873124646786e-05,50,negative_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,stress_strongly_constrained,delay,-5.228375731567395,-4.376705044701907,-7.253320998958722,-3.2034304641760674,50,negative_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,stress_strongly_constrained,urgent_on_time,-0.12283908259958629,0.0,-0.19843625367554502,-0.04724191152362757,50,positive_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,stress_transition,delay,-1.1912227749102164,-1.1218063999348118,-1.8622973507152885,-0.5201481991051444,50,negative_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.00_deadline0.75,stress_transition,urgent_on_time,-0.17958346109446865,0.0,-0.31005459872453844,-0.049112323464398894,50,positive_better,0.0,0,0.25,0.0,0.0,0.75
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,primary,delay,-13.60751910521868,-11.300070791644359,-16.997970338129633,-10.217067872307727,50,negative_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,primary,urgent_on_time,-0.6772619470277729,-0.45968397386504023,-0.8877633483670219,-0.4667605456885239,50,positive_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,stress_near_transition,delay,2.7431004528847027,1.9162543019940097,1.3056510466376774,4.1805498591317285,50,negative_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,stress_near_transition,urgent_on_time,-5.795936335277761,-5.294300840859545,-6.895520842589924,-4.696351827965598,50,positive_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,stress_non_binding,delay,-8.917468195892842e-06,-5.222650171679555e-06,-6.075562339630068e-05,4.292068700451499e-05,50,negative_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,stress_non_binding,urgent_on_time,-0.005249343832020941,0.0,-0.015798295208027335,0.005299607543985453,50,positive_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,stress_strongly_constrained,delay,-14.668514502937747,-14.114880441737512,-17.82292222087179,-11.514106785003705,50,negative_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,stress_strongly_constrained,urgent_on_time,-0.3314516089976044,-0.20286062281914585,-0.44360261628646547,-0.2193006017087433,50,positive_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,stress_transition,delay,-14.487976574219642,-12.669266607989222,-16.447501129350098,-12.528452019089187,50,negative_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.25_deadline0.50,stress_transition,urgent_on_time,-2.927653686369305,-2.572797343071489,-3.511029860362408,-2.3442775123762014,50,positive_better,0.0,0,0.25,0.0,0.25,0.5
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,primary,delay,-16.62600922909751,-15.164822988512,-19.685491999655923,-13.566526458539094,50,negative_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,primary,urgent_on_time,-0.7884345499523174,-0.6944444444444438,-1.009808109500294,-0.5670609904043409,50,positive_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,stress_near_transition,delay,2.0462831288477754,2.525100312989826,0.13210748645070902,3.960458771244842,50,negative_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,stress_near_transition,urgent_on_time,-8.371444543825477,-8.454959363431339,-9.493591251508139,-7.249297836142816,50,positive_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,stress_non_binding,delay,1.554212321057291e-05,-4.2611477818477184e-07,-5.2278048160676e-05,8.336229458182182e-05,50,negative_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,stress_strongly_constrained,delay,-19.763504681736894,-20.1006191774336,-22.936399684369277,-16.59060967910451,50,negative_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,stress_strongly_constrained,urgent_on_time,-0.5449777131637826,-0.3894931658550642,-0.703857342210042,-0.3860980841175232,50,positive_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,stress_transition,delay,-18.404839310984855,-15.948975391170919,-20.46408821985775,-16.34559040211196,50,negative_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.50_deadline0.25,stress_transition,urgent_on_time,-3.7763625311308373,-3.7131995692937974,-4.348000574652497,-3.2047244876091776,50,positive_better,0.0,0,0.25,0.0,0.5,0.25
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,primary,delay,-19.234194885533086,-16.744301910846374,-23.558959774742544,-14.909429996323627,50,negative_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,primary,urgent_on_time,-1.0041631716481694,-0.47061168445763446,-1.3400764402643515,-0.6682499030319874,50,positive_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,stress_near_transition,delay,0.711948379081174,2.129422387783011,-1.7068770694982054,3.1307738276605535,50,negative_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,stress_near_transition,urgent_on_time,-9.504584117506381,-9.7760210803689,-10.528523375239827,-8.480644859772935,50,positive_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,stress_non_binding,delay,1.8916637299341565e-05,6.667757086520343e-06,-5.210273356854888e-05,8.9936008167232e-05,50,negative_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,stress_non_binding,urgent_on_time,0.005167958656330711,0.0,-0.005217443085939184,0.015553360398600606,50,positive_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,stress_strongly_constrained,delay,-22.33536380613566,-22.473635135151852,-25.850100333460194,-18.820627278811127,50,negative_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,stress_strongly_constrained,urgent_on_time,-0.5380279039357148,-0.3894931658550642,-0.6885443934756799,-0.3875114143957496,50,positive_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,stress_transition,delay,-22.331251341954676,-21.075243425305707,-24.86444740143596,-19.798055282473392,50,negative_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.00_idle0.75_deadline0.00,stress_transition,urgent_on_time,-4.60034547620852,-4.545454545454547,-5.290925079949207,-3.9097658724678324,50,positive_better,0.0,0,0.25,0.0,0.75,0.0
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,primary,delay,-25.99727632366195,-25.955894076020456,-31.253478223009118,-20.74107442431478,50,negative_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,primary,urgent_on_time,-1.2650615283486866,-1.1696690452217307,-1.6256317520887629,-0.9044913046086103,50,positive_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,stress_near_transition,delay,0.8171967659718942,0.0,-0.48897253597533674,2.1233660679191253,50,negative_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,stress_near_transition,urgent_on_time,-2.9978873918254676,-1.6692462467110332,-3.976028251814831,-2.019746531836104,50,positive_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,stress_non_binding,delay,-1.801464185966495e-06,-2.0996362836575577e-05,-5.149335651203954e-05,4.789042814010654e-05,50,negative_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,stress_strongly_constrained,delay,-29.088790328995618,-29.644536804504924,-33.336772030911945,-24.840808627079294,50,negative_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,stress_strongly_constrained,urgent_on_time,-0.7681459649003014,-0.5888176649151733,-0.9833829654236249,-0.5529089643769779,50,positive_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,stress_transition,delay,-12.419129269012753,-8.981480488082681,-15.296267213204901,-9.541991324820605,50,negative_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.00_deadline0.50,stress_transition,urgent_on_time,-2.199679485904747,-1.8887275136319595,-2.6856012750519285,-1.713757696757565,50,positive_better,0.0,0,0.25,0.25,0.0,0.5
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,primary,delay,-29.17977522991223,-26.580621698860284,-34.51384181491765,-23.845708644906814,50,negative_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,primary,urgent_on_time,-1.353954584554174,-1.0138043411424702,-1.749280052822133,-0.958629116286215,50,positive_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,stress_near_transition,delay,2.0092346961323426,1.87836275809653,0.3602039740624259,3.6582654182022596,50,negative_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,stress_near_transition,urgent_on_time,-5.855340395161035,-6.125291342163607,-6.8575986409418555,-4.853082149380215,50,positive_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,stress_non_binding,delay,-2.0748084052199523e-06,-4.472759984663899e-06,-6.841656301516025e-05,6.426694620472034e-05,50,negative_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,stress_non_binding,urgent_on_time,-0.005249343832020941,0.0,-0.015798295208027335,0.005299607543985453,50,positive_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,stress_strongly_constrained,delay,-29.41846710302645,-28.648664562498,-33.09735619605727,-25.739578009995636,50,negative_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,stress_strongly_constrained,urgent_on_time,-0.7400057287550266,-0.600290540621661,-0.93154701023519,-0.5484644472748631,50,positive_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,stress_transition,delay,-17.299595594192514,-15.660574497574217,-20.24497445305258,-14.354216735332447,50,negative_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.25_deadline0.25,stress_transition,urgent_on_time,-3.5049680541140433,-3.4792614467768104,-4.046580442207707,-2.9633556660203793,50,positive_better,0.0,0,0.25,0.25,0.25,0.25
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,primary,delay,-30.283658176693656,-30.237974140160773,-35.559574088315586,-25.007742265071727,50,negative_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,primary,urgent_on_time,-1.4863656123193614,-1.1493797835840587,-1.9012079501360517,-1.071523274502671,50,positive_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,stress_near_transition,delay,1.2081688014884089,1.9690708040652734,-1.330827215106017,3.747164818082835,50,negative_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,stress_near_transition,urgent_on_time,-8.93427161935294,-9.414659414659411,-10.015743636595213,-7.852799602110666,50,positive_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,stress_non_binding,delay,-1.5684535365173558e-06,-7.021074563573482e-06,-6.293153345197137e-05,5.979462637893666e-05,50,negative_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,stress_strongly_constrained,delay,-28.57930509453183,-26.552650187303016,-32.731597148864765,-24.427013040198894,50,negative_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,stress_strongly_constrained,urgent_on_time,-0.7721377605475246,-0.6869980968295968,-0.969003633585704,-0.5752718875093452,50,positive_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,stress_transition,delay,-24.221052731422816,-25.532582069863338,-27.78139513045128,-20.660710332394352,50,negative_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.25_idle0.50_deadline0.00,stress_transition,urgent_on_time,-4.456281121170973,-3.984239414163362,-5.105087496536365,-3.8074747458055818,50,positive_better,0.0,0,0.25,0.25,0.5,0.0
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,primary,delay,-31.79863580930653,-29.87138167815054,-37.479192501872205,-26.118079116740848,50,negative_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,primary,urgent_on_time,-1.5582915882291701,-1.2983091787439602,-1.9491406455695746,-1.1674425308887657,50,positive_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,stress_near_transition,delay,1.1531137663595628,0.3447265788512279,-0.06363555354347228,2.3698630862625976,50,negative_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,stress_near_transition,urgent_on_time,-3.0452356387395794,-1.8722981656735591,-4.039002315801305,-2.0514689616778536,50,positive_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,stress_non_binding,delay,1.6968198453876094e-06,0.0,-4.5647147128443494e-05,4.904078681921871e-05,50,negative_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,stress_strongly_constrained,delay,-32.16141302564147,-29.87743279737674,-36.33423241743914,-27.988593633843806,50,negative_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,stress_strongly_constrained,urgent_on_time,-0.8952204557888328,-0.8152849354566096,-1.121085715878361,-0.6693551956993048,50,positive_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,stress_transition,delay,-14.048772937246142,-10.926380844524111,-17.12523556523651,-10.972310309255773,50,negative_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.00_deadline0.25,stress_transition,urgent_on_time,-2.702502238324281,-2.2736552005716,-3.2780500356908955,-2.126954440957667,50,positive_better,0.0,0,0.25,0.5,0.0,0.25
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,primary,delay,-30.044030123342917,-31.20123364316332,-35.336002613190516,-24.75205763349532,50,negative_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,primary,urgent_on_time,-1.5254110854794458,-1.4721126324746656,-1.9121521972685378,-1.1386699736903538,50,positive_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,stress_near_transition,delay,1.691807611095997,0.661337974869029,0.062245457650902614,3.3213697645410916,50,negative_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,stress_near_transition,urgent_on_time,-5.1437850380956345,-4.866970297678531,-6.177393753182114,-4.110176323009155,50,positive_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,stress_non_binding,delay,-4.384444358745021e-05,-8.152045507554828e-05,-9.616571972887484e-05,8.476832553974429e-06,50,negative_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,stress_strongly_constrained,delay,-30.213172179301356,-29.091167981994715,-34.417298039546985,-26.009046319055727,50,negative_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,stress_strongly_constrained,urgent_on_time,-0.8271857874464669,-0.6014439475936229,-1.051759249015782,-0.6026123258771516,50,positive_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,stress_transition,delay,-19.69643234423384,-16.93798217540322,-23.29879477472604,-16.09406991374164,50,negative_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.50_idle0.25_deadline0.00,stress_transition,urgent_on_time,-3.531208778479909,-3.258227227900024,-4.129918299419666,-2.932499257540152,50,positive_better,0.0,0,0.25,0.5,0.25,0.0
coarse,soc0.25_next_task_energy0.75_idle0.00_deadline0.00,primary,delay,-27.608337098733344,-29.579407340130018,-32.58512418144224,-22.63155001602445,50,negative_better,0.0,0,0.25,0.75,0.0,0.0
coarse,soc0.25_next_task_energy0.75_idle0.00_deadline0.00,primary,urgent_on_time,-1.414227838705516,-0.9960817986222139,-1.7941822661532851,-1.034273411257747,50,positive_better,0.0,0,0.25,0.75,0.0,0.0
coarse,soc0.25_next_task_energy0.75_idle0.00_deadline0.00,stress_near_transition,delay,1.0264620350685723,0.055672247796126784,-0.4656352525587699,2.518559322695914,50,negative_better,0.0,0,0.25,0.75,0.0,0.0
coarse,soc0.25_next_task_energy0.75_idle0.00_deadline0.00,stress_near_transition,urgent_on_time,-2.224729808354051,-1.1080459770114928,-3.0007940951402405,-1.4486655215678619,50,positive_better,0.0,0,0.25,0.75,0.0,0.0
coarse,soc0.25_next_task_energy0.75_idle0.00_deadline0.00,stress_non_binding,delay,0.0,0.0,0.0,0.0,50,negative_better,0.0,0,0.25,0.75,0.0,0.0
coarse,soc0.25_next_task_energy0.75_idle0.00_deadline0.00,stress_non_binding,urgent_on_time,0.0,0.0,0.0,0.0,50,positive_better,0.0,0,0.25,0.75,0.0,0.0
coarse,soc0.25_next_task_energy0.75_idle0.00_deadline0.00,stress_strongly_constrained,delay,-28.861664728175953,-27.700735121020813,-33.08530852443078,-24.638020931921123,50,negative_better,0.0,0,0.25,0.75,0.0,0.0
coarse,soc0.25_next_task_energy0.75_idle0.00_deadline0.00,stress_strongly_constrained,urgent_on_time,-0.8174003662609439,-0.606748466257669,-1.0366133247409923,-0.5981874077808955,50,positive_better,0.0,0,0.25,0.75,0.0,0.0
