scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,weight_id,phase,soc,next_task_energy,idle,deadline
primary,C4,5037,2184,1793,74.70833333333333,82.09706959706959,130.72563424794905,470.5646679172574,128.07120420577272,91.18942731277532,77.22543352601157,8.81057268722467,0.3977823172741827,284.3048028617824,0,3380.0,62.12399999999974,7.044166666666668,85.11771209381192,68.32599648670539,16.791715607106543,80.27236024788866,19.236666666666675,4.955459673309418,63.370536813395965,118.21904457473875,3.0,6,1990.1336200324763,172,68.6046511627907,72,338,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5038,2136,1819,75.79166666666667,85.15917602996255,120.99878265180001,423.2472849152553,118.16232731707365,93.08641975308643,79.54939341421144,6.91358024691358,0.4115623015331675,273.83514692342965,0,2200.0,60.36799999999973,6.862222222222225,82.97260002728359,66.47699006774971,16.495609959533887,80.11920808301815,19.38277777777774,3.1699193376671,63.307070730082614,115.2397222601161,3.0,6,1916.8460284640075,109,73.39449541284404,37,220,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5039,2104,1753,73.04166666666667,83.31749049429658,138.04893908253797,450.4096622282222,135.22952110481575,90.69148936170212,79.22453703703704,9.308510638297872,0.4134517317883319,311.15859659724975,0,3310.0,59.53399999999975,6.764305555555556,85.22032717868073,68.23274067928062,16.98758649940011,80.06627401959818,19.201111111111093,4.913904454270985,63.31883622500965,118.36156552594545,3.0,6,2178.110176180748,148,75.67567567567568,84,331,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5040,2199,1697,70.70833333333333,77.17144156434743,216.45429328353018,578.1123328473633,213.70152668394644,93.56223175965665,77.03404500865551,6.437768240343347,0.38967914488170063,368.34571261455375,0,2310.0,62.23399999999971,7.070555555555558,87.70171097962285,70.15444013683306,17.54727084278978,79.99209975861609,19.19055555555556,3.2681663813637987,66.88627375546926,121.8079319161428,3.0,6,2578.4199883018755,108,57.407407407407405,53,231,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5041,2244,1744,72.66666666666667,77.71836007130125,204.22077583976636,569.5971638467546,201.41143131477136,94.91150442477876,76.953125,5.0884955752212395,0.3835043211249575,350.4578922262908,0,1750.0,62.9259999999997,7.174861111111115,86.31382215302142,69.14289618860617,17.170925964415247,80.10640064812125,19.32222222222221,2.3229868569159913,66.81990933169017,119.88030854586312,3.0,6,2453.2052455840353,67,41.7910447761194,32,175,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5042,2108,1768,73.66666666666667,83.87096774193549,143.3987305493584,444.8316371547467,140.7566022819546,89.20863309352518,74.8669426374926,10.79136690647482,0.41893764833460423,295.17151741719044,0,3640.0,59.071999999999754,6.737222222222224,82.05542523935945,65.54865847881858,16.506766760540884,79.88339380072692,19.26916838569571,5.751844972714593,59.79681350610399,113.96586838799925,3.0,6,2066.200621920333,209,80.38277511961722,67,364,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5043,2104,1819,75.79166666666667,86.45437262357414,96.35272628721074,386.95615070753263,93.47627744873353,93.72197309417041,81.24246079613992,6.278026905829597,0.42505518476238635,247.5617362348513,0,2180.0,59.48399999999976,6.760833333333336,79.3721868797573,63.50588972568819,15.866297154069102,80.01025576112032,19.198870097434963,3.704682696873951,59.80120702881425,110.23914844410734,3.0,6,1732.9321536439593,142,81.69014084507043,36,218,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5044,2161,1718,71.58333333333333,79.50023137436372,156.15250998478376,515.7905361063529,153.51159651911132,86.1244019138756,74.41193344807803,13.875598086124402,0.39979247074244906,332.9716456409568,0,3780.0,61.43599999999974,6.967638888888889,86.40459474580571,69.18490431558413,17.21969043022158,80.07086257289869,19.286666666666672,5.789714327719492,63.39518998786464,120.00638159139683,3.0,6,2330.801519486697,214,79.90654205607477,75,378,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5045,2100,1720,71.66666666666667,81.9047619047619,147.24463041111312,473.39783440504493,144.78497017140094,87.44075829383885,68.95113230035757,12.559241706161137,0.4180366664110552,312.42603757934864,0,4400.0,59.45999999999973,6.75416666666667,83.30952012882817,66.64618344749772,16.663336681330474,79.99828032190966,19.266370642680723,6.838202670858238,59.80798077663947,115.7076668455947,3.0,6,2186.982263055441,262,70.61068702290076,96,440,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5046,2203,1721,71.70833333333333,78.12074443940081,205.209525269894,555.9990950939471,202.34183038630607,91.82692307692307,79.91046446558478,8.173076923076923,0.3865027675513519,350.65284096277526,0,2860.0,62.21199999999971,7.074027777777783,88.90260515411865,70.87813863919864,18.02446651492001,79.72560367193584,19.211666666666623,4.035045642763865,66.84309299643478,123.47584049183145,3.0,6,2454.5698867394267,149,76.51006711409396,65,286,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5047,2188,1744,72.66666666666667,79.70749542961609,184.02972452077347,518.1130922300316,181.2232312387364,90.27149321266968,80.4696449026346,9.728506787330318,0.3917756152376903,330.9616803455223,0,2630.0,61.757999999999726,7.023750000000004,87.74508992020412,70.54684247592533,17.198247444278774,80.39976087560116,19.190555555555513,3.6333515999698704,66.91349087595546,121.86818044472794,3.0,6,2316.731762418657,118,76.27118644067797,62,263,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5048,2121,1738,72.41666666666667,81.94247996228195,156.29369661327885,512.411810491468,153.38683079574392,95.18072289156626,79.95310668229777,4.819277108433735,0.41601564081444564,329.2626288641808,0,1860.0,59.891999999999754,6.810416666666672,82.22811702951938,65.83326720640186,16.394849823117532,80.06174722785896,19.226111111111084,2.4237236412363083,63.40954356516554,114.20571809655469,3.0,6,2304.838402049266,80,62.5,34,186,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5049,2164,1724,71.83333333333333,79.66728280961183,170.97300692508645,513.7670983533595,168.30861225502204,90.93137254901961,73.63325740318906,9.068627450980392,0.40228090123672444,325.75780184821895,0,3120.0,61.55999999999975,6.980000000000002,84.85042577669086,68.04949174986942,16.800934026821448,80.19935212695563,19.407777777777724,4.730886691547925,63.31860505832149,117.8478135787373,3.0,6,2280.304612937533,158,50.63291139240506,61,312,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5050,2189,1778,74.08333333333333,81.2243033348561,168.42295395960213,499.2195637922118,165.7054891562862,93.48314606741573,76.14678899082568,6.51685393258427,0.3924688182895601,319.30292737934906,0,2350.0,61.773999999999745,7.0261111111111125,87.29571558206169,70.00382197319448,17.29189360886724,80.19158959455221,19.4077777777778,3.2531041505367493,66.75071782265772,121.24404941953013,3.0,6,2235.1204916554434,98,73.46938775510205,50,235,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
primary,C4,5051,2185,1677,69.875,76.75057208237986,217.54960722190233,568.1679800988001,214.71456065028556,93.0957683741648,82.25806451612902,6.904231625835189,0.3903553437148753,370.4285670503284,0,2560.0,61.935999999999716,7.032361111111115,88.76090676770282,70.52720400293276,18.23370276477005,79.45750733204012,19.211666666666602,3.6557453361201877,66.87145866681259,123.27903717736505,3.0,6,2592.9999693522986,122,87.70491803278688,59,256,nan,nan,0.0,0,soc0.00_next_task_energy0.00_idle0.00_deadline1.00,coarse,0.0,0.0,0.0,1.0
