agv_id,strategy,scenario,scenario_value,completed_tasks,min_soc,idle_ratio,charge_h,stops,traction_energy,aux_energy,delivered_kwh,detour_m,replication
4,C4,base,base,372,79.40119768888631,0.35281265229317993,2.4537260731492947,0,4.993999999999936,0.811805555555557,6.319523448889095,2650.0,1010
5,C4,base,base,372,75.42180839659306,0.3536441243254333,2.512823123906504,0,4.983999999999938,0.8111111111111124,6.507798469059319,2600.0,1010
1,C1,base,base,344,19.892634099401725,0.3126943567879656,1.2982845537147825,0,4.129999999999999,0.7168055555555537,3.5053682950299128,10.0,1011
2,C1,base,base,354,19.818594954170432,0.31187521337059415,1.2996556489968436,0,4.249999999999994,0.737638888888887,3.509070252291478,10.0,1011
3,C1,base,base,348,19.718559595175,0.3126680514485318,1.285749840936086,0,4.177999999999997,0.725138888888887,3.51407202024125,10.0,1011
4,C1,base,base,365,19.7450583135387,0.3129004189798295,1.301017438638172,0,4.38199999999999,0.7605555555555535,3.512747084323065,10.0,1011
5,C1,base,base,357,19.804805463721575,0.3142355143080644,1.6368643205368396,0,4.285999999999993,0.7438888888888869,3.5097597268139213,10.0,1011
1,C2,base,base,354,57.92621869210275,0.38556085682590957,2.8301591148944514,0,4.8139999999999405,0.7768055555555573,7.150534961696666,2830.0,1011
2,C2,base,base,354,66.85692828750409,0.38555655358515817,2.6790350454785896,0,4.805999999999941,0.7762500000000017,6.709139108010513,2790.0,1011
3,C2,base,base,354,56.33522626184191,0.38734666961563663,2.812097799304608,0,4.797999999999943,0.775694444444446,7.226627575796896,2750.0,1011
4,C2,base,base,353,52.18200136182135,0.3874528049193564,2.8925831792998187,0,4.797999999999942,0.7744444444444462,7.435302639878711,2810.0,1011
5,C2,base,base,353,53.041472130388456,0.38706352838838426,2.884523620240164,0,4.787999999999943,0.7737500000000016,7.393454171258452,2760.0,1011
1,C3,base,base,354,57.92621869210275,0.3860664285820028,2.659780517691983,0,4.471999999999977,0.7530555555555546,6.749806580031276,1120.0,1011
2,C3,base,base,354,66.85692828750409,0.38630520652150835,2.5126161239032463,0,4.463999999999977,0.7524999999999991,6.258405609469465,1080.0,1011
3,C3,base,base,354,56.33522626184191,0.3876446224406238,2.64080235106754,0,4.467999999999978,0.7527777777777767,6.873710909130183,1100.0,1011
4,C3,base,base,353,52.18200136182135,0.3875397582960464,2.753022380622991,0,4.489999999999976,0.7530555555555546,7.0547192098192255,1270.0,1011
5,C3,base,base,353,53.041472130388456,0.3878069222827517,2.6439294013055283,0,4.451999999999979,0.7504166666666656,6.9548100244143525,1080.0,1011
1,C4,base,base,354,57.92621869210275,0.3856146144681702,2.7487985410201183,0,4.789999999999943,0.7751388888888904,7.110784961696657,2710.0,1011
2,C4,base,base,354,66.85692828750409,0.38555655358515817,2.6211038948813776,0,4.789999999999943,0.7751388888888904,6.692027996899399,2710.0,1011
3,C4,base,base,354,56.33522626184191,0.3873494230321593,2.7656761210193435,0,4.785999999999944,0.7748611111111127,7.21379424246356,2690.0,1011
4,C4,base,base,353,52.18200136182135,0.38722009907148447,2.839518604087035,0,4.763999999999946,0.7720833333333347,7.384858195434256,2640.0,1011
5,C4,base,base,353,53.041472130388456,0.38742559775650637,2.8133115904590253,0,4.781999999999943,0.773333333333335,7.38703750459178,2730.0,1011
1,C1,base,base,369,19.71350338700779,0.3054273439470025,1.233096431806881,0,4.429999999999988,0.7688888888888868,3.5143248306496107,10.0,1012
2,C1,base,base,336,19.859956086894947,0.3006661823013127,2.7556174205221344,0,4.034000000000002,0.7001388888888871,3.507002195655253,10.0,1012
3,C1,base,base,369,19.930314808832247,0.30648542499128284,1.2975867627994024,0,4.429999999999988,0.7688888888888868,3.503484259558387,10.0,1012
4,C1,base,base,333,19.71757590956632,0.3075327814290396,2.761211162343424,0,3.998000000000003,0.6938888888888871,3.5141212045216843,10.0,1012
5,C1,base,base,368,19.702347959081823,0.30411810772311737,1.2332921410687403,0,4.417999999999989,0.7668055555555535,3.514882602045909,10.0,1012
1,C2,base,base,355,59.14683672034139,0.38043298661811725,2.7484394829195944,0,4.759999999999948,0.7743055555555568,7.060741497316344,2500.0,1012
2,C2,base,base,355,73.37662275356199,0.3820303295742301,2.52194472931791,0,4.769999999999946,0.7750000000000015,6.359946640099767,2550.0,1012
