pad_id,location,strategy,scenario,scenario_value,utilization,sessions,wait_min,input_kwh,delivered_kwh,replication
1,staging,C4,base,base,28.656047283400326,614,82.90379145879476,20.63235404404818,17.872087472029328,1009
2,picking,C4,base,base,28.87530794896196,614,75.79983339878876,20.790221723252543,17.904669490582645,1009
1,staging,C1,base,base,15.894006367769919,3,29.766660519949436,11.443684584794344,10.526333493505946,1010
2,picking,C1,base,base,19.058301107035312,3,0.0,13.721976797065427,10.529692970141273,1010
1,staging,C2,base,base,27.564673214499848,653,44.330113973393004,19.84656471443987,16.824252273428982,1010
2,picking,C2,base,base,28.382651475026506,653,68.05609405464557,20.435509062019065,17.21630196799613,1010
1,staging,C3,base,base,25.66392822168449,264,47.83388786552253,18.47802831961283,15.95820825074521,1010
2,picking,C3,base,base,26.095349806829425,263,68.22647670844233,18.788651860917174,15.95137612266091,1010
1,staging,C4,base,base,26.842459267334135,633,46.163124091915535,19.32657067248057,16.74446573767397,1010
2,picking,C4,base,base,27.425723317379262,630,58.19104981349915,19.746520788513042,17.191282948195585,1010
1,staging,C1,base,base,16.193428869046258,3,72.72612863385675,11.659268785713305,10.535889356855794,1011
2,picking,C1,base,base,12.229786976048423,2,52.57697084300004,8.805446622754866,7.015128021843834,1011
1,staging,C2,base,base,28.92236942067459,665,73.02784628970834,20.824105982885712,17.57036223153405,1011
2,picking,C2,base,base,29.82095874273244,668,82.91185052160708,21.471090294767322,18.34469622510684,1011
1,staging,C3,base,base,26.754706862699866,274,68.36045596144783,19.2633889411439,16.367670139975658,1011
2,picking,C3,base,base,28.287588031430506,274,80.76463319301435,20.367063382629958,17.52378219288881,1011
1,staging,C4,base,base,28.447988437493045,647,72.56270916187337,20.482551674994966,17.640047791411867,1011
2,picking,C4,base,base,29.00371469361926,645,79.79484086075142,20.88267457940586,18.148455109673478,1011
1,staging,C1,base,base,22.050375275881525,3,4.866010110542508,15.876270198634701,10.53248806612598,1012
2,picking,C1,base,base,16.6196410513709,2,0.0,11.966141556987047,7.0213270263048635,1012
1,staging,C2,base,base,28.04333176721499,615,77.5569034846458,20.191198872394764,16.999100923003542,1012
2,picking,C2,base,base,27.133334880665593,611,68.43837764629377,19.536001114079202,16.670408613871874,1012
1,staging,C3,base,base,24.881683853186722,229,66.97035193632846,17.914812374294428,15.513725057707687,1012
2,picking,C3,base,base,26.265867485509276,230,71.10219047392992,18.911424589566675,16.077595276613444,1012
1,staging,C4,base,base,26.601000961131554,588,75.01865661775494,19.152720692014707,16.595819705632476,1012
2,picking,C4,base,base,27.08220590270834,588,67.51140728850606,19.499188249949974,16.946245386798495,1012
1,staging,C1,base,base,15.682667540434256,3,43.95153943112236,11.291520629112663,10.531718699400894,1013
2,picking,C1,base,base,15.839322546364956,3,0.0,11.404312233382768,10.533810331652045,1013
1,staging,C2,base,base,28.066878153354796,645,70.4304506823245,20.20815227041542,17.02601080187169,1013
2,picking,C2,base,base,29.832526198973042,634,83.49912110343627,21.479418863260545,18.054081130626727,1013
1,staging,C3,base,base,27.028353261750983,283,75.00039781185323,19.460414348460695,16.43941553813534,1013
2,picking,C3,base,base,27.780530872955318,285,77.15356450574852,20.00198222852784,16.877925933934215,1013
1,staging,C4,base,base,27.79548078173249,622,69.95388804189831,20.012746162847368,17.384269675600958,1013
2,picking,C4,base,base,28.55665303777915,614,77.01257441683671,20.560790187200954,17.597433368008584,1013
1,staging,C1,base,base,16.23501478239112,3,30.835408151091663,11.689210643321605,10.520289578989445,1014
2,picking,C1,base,base,10.7623849151755,2,0.0,7.74891713892636,7.0165733145590075,1014
1,staging,C2,base,base,27.386326155135027,615,67.74981749341504,19.718154831697216,16.603881195305863,1014
2,picking,C2,base,base,27.417240307515545,608,69.04453351085377,19.740413021411154,16.32650947602044,1014
1,staging,C3,base,base,25.31502374988954,245,73.15305906330877,18.226817099920464,15.555816440574429,1014
2,picking,C3,base,base,26.058268411584645,246,64.2456216332687,18.761953256340952,15.393433686991573,1014
1,staging,C4,base,base,26.537922281169262,588,63.08046310481748,19.107304042441864,16.66421159384145,1014
