strategy,n,mean_delay_mean,mean_delay_ci95,mean_delay_std,completion_rate_mean,completion_rate_ci95,completion_rate_std
C1,50,3.4269761945868287,0.7329369097733034,2.644207444299059,99.74621325107402,0.035319627122885354,0.12742218289577828
C2,50,0.20494542546424174,0.010297263209622516,0.037149309404014466,99.7748633543792,0.03135674879388151,0.11312535565365671
C3,50,0.20497328251566024,0.010302585229186348,0.037168509588316474,99.7748633543792,0.03135674879388151,0.11312535565365671
C4,50,0.20491250278603126,0.01028589265703354,0.0371082880017619,99.7748633543792,0.03135674879388151,0.11312535565365671
