strategy,mean,std,count,ci95
C1,52.6159401993106,9.939058281313649,50,2.7549663996554754
C2,72.59115278342908,12.162063095268271,50,3.3711518968500753
C3,85.2878906613483,7.840588108378079,50,2.1733001438105
C4,81.92428804853742,11.252351449049288,50,3.1189926934554735
C5,74.3422467938177,12.798146328244211,50,3.547465173685125
