strategy,n,mean_delay_mean,mean_delay_ci95,mean_delay_std,urgent_on_time_rate_mean,urgent_on_time_rate_ci95,urgent_on_time_rate_std,completion_rate_mean,completion_rate_ci95,completion_rate_std,wpt_loss_mean,wpt_loss_ci95,wpt_loss_std
C1,50,38.954008456114344,7.690759939814312,27.745859724084408,37.85862376846589,2.7040622193816124,9.755411898342265,97.70986945029675,0.751055975910878,2.7095753755982765,9.697481527911625,1.0008713249555867,3.6108311274043876
C2,50,4.012084485594416,1.302757201474978,4.699941078584522,72.59115278342908,3.3711518968500744,12.162063095268268,99.03658041787322,0.32168856908734633,1.1605518807747948,8.656089475035888,0.8702692305089973,3.1396595630148503
C3,50,6.073480796758627,3.0173502065446853,10.885657103379474,85.28789066134831,2.1733001438104997,7.8405881083780775,97.41822728622851,1.1471022123104448,4.138386495095951,6.998926564967206,0.5803784887926138,2.0938243116329485
C4,50,5.168601722597304,2.754578800761449,9.937659945566981,84.96965066547682,2.2356801627154774,8.06563573275693,97.73662208548741,1.063672875056018,3.837399504675009,6.23531827848911,0.6319144072373181,2.2797498086070673
