strategy,mean,std,count,ci95
C1,1.306287764212301,0.7127820048629498,50,0.19757309174536314
C2,0.20494542546424174,0.03714930940401446,50,0.010297263209622515
C3,0.20497328251566027,0.03716850958831648,50,0.01030258522918635
C4,0.20491990258597045,0.03717958063896437,50,0.010305653967861641
C5,0.20498748374572642,0.037148215407216675,50,0.010296959969181224
