strategy,mean,std,count,ci95
C1,99.74621325107404,0.12742218289577892,50,0.03531962712288553
C2,99.77486335437919,0.11312535565365658,50,0.03135674879388148
C3,99.77486335437919,0.11312535565365658,50,0.03135674879388148
C4,99.77486335437919,0.11312535565365658,50,0.03135674879388148
C5,99.77486335437919,0.11312535565365658,50,0.03135674879388148
