strategy,mean_delay,urgent_on_time_rate,completion_rate,wpt_loss
C1,38.95400845611434,37.85862376846589,97.70986945029675,9.697481527911625
C2,4.012084485594416,72.59115278342908,99.03658041787325,8.65608947503589
C3,6.073480796758627,85.2878906613483,97.41822728622851,6.998926564967207
C4,6.488236701790839,81.92428804853742,97.35156825342612,7.394720275769419
C5,0.496761951924975,88.23819227960688,99.78380838512321,5.629354520862019
