scenario,strategy,reps,mean_delay_mean,mean_delay_std,completion_rate_mean,completion_rate_std,urgent_on_time_rate_mean,urgent_on_time_rate_std,battery_delivered_energy_mean,battery_delivered_energy_std,wpt_loss_mean,wpt_loss_std,fleet_min_soc_mean,fleet_min_soc_std,critical_soc_event_count_mean,critical_soc_event_count_std,low_soc_stops_mean,low_soc_stops_std,charging_wait_mean,charging_wait_std,solver_mean_time_s_mean,solver_mean_time_s_std,solver_max_time_s_mean,solver_max_time_s_std,solver_calls_mean,solver_calls_std,infeasible_count_mean,infeasible_count_std,simulation_failure_count_mean,simulation_failure_count_std
stress_w90_p1_kw3,C3,50,7.350139897982031,12.88633559399129,97.00048332030474,4.707417842602069,84.9037054741638,8.009185499241424,28.440659948212232,6.478263905886053,7.109698754669086,1.6338081184816629,24.403372729502145,5.5405425191737105,1.92,2.6251530567623234,0.0,0.0,58.71062124107882,79.5953062566435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p1_kw3,C4,50,7.530566597455914,11.574679413541348,96.79067581370761,4.184616284927523,83.33134757374641,9.285093601662291,29.998873534542405,6.183941581446902,7.496636448921558,1.5609056215270247,22.942750809040753,4.823114506358237,2.54,2.6046269661226082,0.0,0.0,62.0668603009916,69.87682402422342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p1_kw5,C1,50,1.850304524103675,0.8960716076239379,99.64841302413792,0.19319073875263454,71.98028576975645,5.954681976582663,27.76482540321326,1.9800625145576674,6.94605522556107,0.5196594010229636,29.67326461035571,0.04773583333792325,0.0,0.0,0.0,0.0,10.943333547003519,8.383237383016734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p1_kw5,C2,50,0.49496658846268565,0.10132264031736175,99.7673733409189,0.10163772676229736,88.32608633509193,3.5535020010483374,37.58825206693841,1.322624829456664,9.392908468234403,0.3305838341514562,43.34057956562651,10.177798537583469,0.04,0.19794866372215741,0.0,0.0,1.8947806286936006e-18,7.70079901763108e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p1_kw5,C3,50,0.4915705313144466,0.09880905772446154,99.7673733409189,0.10163772676229736,88.40276088295526,3.548747479224128,37.7391818360487,1.3820233769414108,9.426498958546654,0.34407711122374945,55.06300979559238,4.685506925125862,0.0,0.0,0.0,0.0,3.079018521627101e-18,1.0376486108581962e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p1_kw5,C4,50,0.49157188721126327,0.09880629575196742,99.7673733409189,0.10163772676229736,88.39739895266035,3.5467762329283103,37.71385286771519,1.361931926886284,9.4201369718013,0.3411722324829687,54.15834950696304,4.532840682453198,0.0,0.0,0.0,0.0,1.8947806286936006e-18,8.06389894985399e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw1,C1,50,100.01397650400821,24.364326497352028,88.98336352625269,2.3785897812274204,21.366110642064537,4.242238162589867,28.77938095876881,1.5472021792836264,7.203810475053063,0.40748567422046383,29.64599107911801,0.04093713539900961,0.0,0.0,0.0,0.0,55.18071216639355,20.53751339181164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw1,C2,50,130.0171224744475,22.703841716885137,83.16670224794899,2.9096197405977975,36.15397219077828,6.943452988985972,32.602696514324464,2.4154512263609034,8.175746500241953,0.6537151530733678,19.679564458363014,0.054613542226764386,8.38,1.3536044096999624,0.0,0.0,121.2622166857975,24.986899905586956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw1,C3,50,168.9350748089468,19.35480723262763,75.43708829157018,2.6513151083310627,44.08574591511439,7.038380007509671,32.874594292102266,2.4620616619171782,8.1983415509635,0.6261321527690299,19.689046010841007,0.05225813330963686,8.34,1.6612019253343928,0.0,0.0,192.8632706082013,17.24777927386055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw1,C4,50,155.4247270094908,19.137305538713065,78.22713630032995,2.317581374799296,41.461047196941365,6.605788732688112,32.74551040321338,2.595712210081786,8.190588623209669,0.6720968505661638,19.674132095336535,0.054376862429551046,8.46,1.606237840420901,0.0,0.0,167.08861569323759,14.057201861364172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw3,C1,50,3.806935240061051,1.679096261305328,99.38634179803623,0.4090679624177833,60.5650269230345,7.390150784921364,28.16941873654659,2.1316727192351355,7.052312068337087,0.5545798824852847,29.651354662156162,0.04188184397106185,0.0,0.0,0.0,0.0,3.0656062897837284,4.275127290886616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw3,C2,50,0.5025331969687885,0.10630772894186784,99.7673733409189,0.10163772676229736,88.16880899902476,3.6156645117071724,38.162573227277825,1.800614097990725,9.535030512332803,0.44969754976101106,41.39404372077384,10.76390573131328,0.14,0.6391959234627742,0.0,0.0,7.342274936187702e-18,1.8045706022098366e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw3,C3,50,0.49747436159453473,0.09897281234894403,99.7673733409189,0.10163772676229736,88.28625938971759,3.531450593751039,38.41137149619603,1.9140583228059072,9.595557788061852,0.47338425723041266,54.1118945361757,5.14534741807969,0.0,0.0,0.0,0.0,5.447494307494102e-18,1.378765313445753e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw3,C4,50,0.4974439385149722,0.09899227948203561,99.7673733409189,0.10163772676229736,88.29046107038987,3.5297278784744517,38.3920139891429,1.9064132584475502,9.591618292077282,0.4727785670031403,52.32338978488308,5.306180971868398,0.0,0.0,0.0,0.0,8.526512829121203e-18,2.1670490281445767e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw5,C1,50,1.5388437303013531,0.46124023529637465,99.62237027589337,0.21673964778228777,73.43018111424657,5.104121619270864,27.689466514324366,2.0058716924088205,6.937319121961617,0.5495591981561354,29.64725181541438,0.04156883926877073,0.0,0.0,0.0,0.0,0.799732163959963,1.4366019593792652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw5,C2,50,0.49382355920518106,0.09921714918305484,99.7673733409189,0.10163772676229736,88.34749225389433,3.54382079817688,40.700645283375536,1.047707010620725,10.17197894582439,0.26496168718030194,53.22955639283703,5.135137516026642,0.0,0.0,0.0,0.0,7.60280727263307e-17,4.279210417811969e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw5,C3,50,0.4937166478905652,0.0991470370872222,99.7673733409189,0.10163772676229736,88.35627576914605,3.534195124910474,40.64362316703225,1.0430140197423143,10.16315015681822,0.26203662707833436,55.12350324083637,4.720324751141793,0.0,0.0,0.0,0.0,1.2079226507921702e-17,2.915442730998799e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w90_p2_kw5,C4,50,0.49373219121109024,0.09914267274038077,99.7673733409189,0.10163772676229736,88.35627576914605,3.534195124910474,40.67481846890762,1.0442968885550838,10.16552524613118,0.2613219994391891,54.7598397873226,4.562795038089736,0.0,0.0,0.0,0.0,5.051958851254312e-16,3.488650955069305e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
