scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,critical_soc_event_count,simulation_failure_count,infeasible_count
stress_w75_p1_kw1,C1,4008,1733,1359,56.625,78.41892671667628,154.58539942659272,764.7436372309423,151.58419581789093,61.98830409356726,61.2508986340762,38.01169590643275,0.288078475003528,510.82308617435666,0,110.0,20.73599999999994,3.6062499999999984,27.663916332909977,22.085678289576236,5.578238043333737,79.83568929212792,29.632777777777708,0.0,22.085678289576236,115.26631805379157,0,0,2554.1154308717832,0,0,0,11,0.3,0.7,0.0,0,0,0,0
stress_w75_p1_kw1,C2,4008,1733,1340,55.833333333333336,77.32256203115983,108.25522435175711,1159.8344376118039,106.39338261555882,33.91812865497076,35.80158159597412,66.08187134502924,0.23711806924276715,497.22193256155236,0,10270.0,22.76799999999986,3.7473611111111165,34.70659442371507,27.762400511798564,6.944193911916502,79.99171619335971,19.705850001860696,6.706705932521123,21.055694579277443,144.61081009881278,2.0,4,2486.1096628077617,665,37.74436090225564,168,1027,nan,nan,0.0,0,9,0,0
stress_w75_p1_kw1,C3,4008,1733,1296,54.0,74.78361223312176,133.6116709662182,1300.155519804354,132.1049082606161,26.608187134502927,29.331416247304098,73.39181286549707,0.24309535047167471,601.6468296309752,0,12660.0,23.245999999999807,3.7805555555555665,36.28519906779488,29.14640051179859,7.138798555996292,80.32586636039053,19.688385058277472,8.088861210076796,21.05753930172179,151.18832944914536,2.0,4,3008.2341481548765,801,59.05118601747815,218,1266,nan,nan,0.0,0,8,0,0
stress_w75_p1_kw1,C4,4008,1733,1295,53.958333333333336,74.72590882862089,133.19707580564497,1294.7333963996869,131.6671193886058,26.900584795321635,29.834651329978435,73.09941520467837,0.24482376495243896,596.6149665756409,0,12390.0,23.19199999999982,3.776805555555565,36.28416673828174,28.955844956243038,7.328321782038704,79.80297622679886,19.643888888888775,7.901450386508786,21.05439456973425,151.18402807617395,2.0,4,2983.074832878205,788,50.888324873096444,216,1239,nan,nan,0.0,0,6,0,0
stress_w75_p1_kw1,C1,4011,1759,1472,61.333333333333336,83.68391131324616,106.00983531123543,701.1535722606296,102.9229325489604,67.70186335403727,60.61238691718859,32.298136645962735,0.25974716973368067,463.991575096833,0,120.0,21.117999999999935,3.6652777777777765,30.19700629862499,24.11916728464899,6.077839013975998,79.87271004989408,29.63906677234994,0.0,24.11916728464899,125.82085957760414,0,0,2319.957875484165,0,0,0,12,0.3,0.7,0.0,0,0,0,0
stress_w75_p1_kw1,C2,4011,1759,1403,58.458333333333336,79.76122797043776,103.30076392940748,1055.9905404208541,100.99960994006004,52.484472049689444,43.145441892832295,47.51552795031056,0.20886787325160974,515.3126136549449,0,7660.0,22.625999999999916,3.769999999999999,36.99532392829349,29.55530617353795,7.440017754755531,79.88930230972915,19.68905831960866,4.977975966947941,24.577330206590013,154.14718303455618,2.0,4,2576.5630682747246,488,28.07377049180328,120,766,nan,nan,0.0,0,8,0,0
stress_w75_p1_kw1,C3,4011,1759,1261,52.541666666666664,71.68845935190448,160.83673336946663,1312.7909365096357,159.1180520081802,40.6832298136646,32.49826026443981,59.3167701863354,0.23637995070546927,611.4171537187661,0,11570.0,23.407999999999824,3.824305555555564,35.43428287279589,28.32866728464911,7.10561558814679,79.94705970583645,19.732401861343867,7.282155785684108,21.046511498964996,147.64284530331625,2.0,4,3057.0857685938304,703,53.058321479374115,178,1157,nan,nan,0.0,0,6,0,0
stress_w75_p1_kw1,C4,4011,1759,1263,52.625,71.80216031836271,157.81663690431353,1303.8023618985223,156.06676349644053,41.61490683229814,32.98538622129436,58.38509316770186,0.23701907589223933,599.2957853567276,0,11470.0,23.38799999999983,3.822916666666674,35.399266826775964,28.267167284649116,7.132099542126848,79.85240887324781,19.839999999999893,7.2368752782591,21.030292006390013,147.49694511156653,2.0,4,2996.478926783638,699,45.779685264663804,176,1147,nan,nan,0.0,0,6,0,0
stress_w75_p1_kw1,C1,4012,1810,1487,61.958333333333336,82.15469613259668,126.55401846206212,723.5684551076308,123.50181942321196,66.57223796033995,60.6726149622512,33.42776203966006,0.2463569075230707,494.79545718086433,0,120.0,21.59399999999993,3.762083333333329,30.103837763898177,24.105735674416973,5.998102089481206,80.07529094288972,29.62325767454755,0.0,24.105735674416973,125.43265734957573,0,0,2473.977285904322,0,0,0,12,0.3,0.7,0.0,0,0,0,0
stress_w75_p1_kw1,C2,4012,1810,1332,55.5,73.59116022099448,156.2755524594844,1224.2201987807655,154.12906772547245,45.04249291784702,42.48455730954015,54.95750708215298,0.22807111818507622,541.2603550162364,0,9710.0,23.51199999999985,3.895277777777778,33.79215772600614,26.97809678552818,6.814060940477953,79.83537779467123,19.728144606421207,5.9290876228643885,21.049009162663793,140.80065719169227,2.0,4,2706.3017750811823,562,23.309608540925268,191,971,nan,nan,0.0,0,8,0,0
stress_w75_p1_kw1,C3,4012,1810,1273,53.041666666666664,70.33149171270719,178.28972168768354,1304.848184726239,176.42100024263002,39.09348441926346,36.71928620452986,60.90651558073654,0.23256599009249687,601.6237000760276,0,10910.0,23.751999999999832,3.9119444444444493,34.4242661348906,27.639791229972644,6.784474904917959,80.29159175584698,19.689999999999884,6.592274336496593,21.04751689347605,143.43444222871088,2.0,4,3008.1185003801374,620,51.61290322580645,210,1091,nan,nan,0.0,0,6,0,0
stress_w75_p1_kw1,C4,4012,1810,1285,53.541666666666664,70.99447513812154,173.27957832049788,1299.7417471452075,171.3832365544063,40.226628895184135,37.06245710363761,59.773371104815865,0.23026213896964082,592.0732121118805,0,10870.0,23.743999999999833,3.911388888888893,34.55248411404812,27.62445789663931,6.928026217408805,79.94926733909688,19.62115080479369,6.572865271466007,21.0515926251733,143.96868380853385,2.0,4,2960.3660605594023,620,43.54838709677419,208,1087,nan,nan,0.0,0,6,0,0
stress_w75_p1_kw1,C1,4013,1786,1365,56.875,76.42777155655095,172.29006031635384,801.2980365151886,169.01552714338592,66.66666666666667,68.29951014695591,33.33333333333333,0.253785412710504,564.9667905749885,0,120.0,21.581999999999933,3.7312499999999984,30.01241714140619,24.13698223758864,5.875434903817551,80.42331986745715,29.611111111110983,0.0,24.13698223758864,125.05173808919245,0,0,2824.8339528749425,0,0,0,12,0.3,0.7,0.0,0,0,0,0
stress_w75_p1_kw1,C2,4013,1786,1299,54.125,72.7323628219485,153.688701907541,1202.9366403543268,151.49591801210167,43.417366946778714,43.596920923722884,56.582633053221286,0.19818213832314518,619.1470150625355,0,9460.0,23.449999999999864,3.860972222222226,38.56295323988294,30.65676001536653,7.906193224516408,79.49795707985459,19.761767674788302,6.107251395263505,24.549508620103023,160.67897183284558,2.0,4,3095.735075312678,600,41.833333333333336,148,946,nan,nan,0.0,0,7,0,0
stress_w75_p1_kw1,C3,4013,1786,1251,52.125,70.0447928331467,175.37254645622448,1320.166327242674,173.6178944371776,31.932773109243694,35.339398180545835,68.0672268907563,0.22778405404512178,616.1763841639993,0,11650.0,23.88799999999982,3.891388888888897,35.80769010285734,28.580204459810975,7.227485643046368,79.81582832546454,19.64123682404516,7.508378848272753,21.07182561153822,149.1987087619056,2.0,4,3080.881920819996,726,57.71349862258953,188,1165,nan,nan,0.0,0,14,0,0
stress_w75_p1_kw1,C4,4013,1786,1248,52.0,69.87681970884658,170.36992256182296,1283.3670289364804,168.55601906006825,32.773109243697476,36.529041287613715,67.22689075630252,0.2304095589898429,592.5530779808009,0,11150.0,23.787999999999833,3.884444444444452,35.09463761807912,28.18356557092209,6.911072047157022,80.30732751149205,19.751769961494684,7.1331123539592305,21.05045321696286,146.22765674199633,2.0,4,2962.765389904004,689,54.28156748911466,181,1115,nan,nan,0.0,0,6,0,0
stress_w75_p1_kw1,C1,4014,1824,1444,60.166666666666664,79.16666666666666,155.72820410279982,785.3503678334666,152.57677842479697,61.24661246612466,65.2233676975945,38.75338753387534,0.24356953148883212,547.8568636316743,0,120.0,22.06999999999993,3.8126388888888876,29.971656221340147,24.112527172915996,5.8591290484241485,80.45110018227025,29.696753430899044,0.0,24.112527172915996,124.88190092225062,0,0,2739.2843181583717,0,0,0,12,0.3,0.7,0.0,0,0,0,0
stress_w75_p1_kw1,C2,4014,1824,1416,59.0,77.63157894736842,125.61220974252726,1115.8012362891438,123.4430330305267,40.65040650406504,43.36769759450172,59.34959349593496,0.19374182328411366,547.9034308689636,0,8040.0,23.653999999999876,3.9226388888888923,37.04207318244762,29.574332728471642,7.467740453975988,79.83984207040936,19.672198770133438,5.007479473256979,24.56685325521466,154.34197159353175,2.0,4,2739.5171543448178,481,36.38253638253639,129,804,nan,nan,0.0,0,7,0,0
stress_w75_p1_kw1,C3,4014,1824,1297,54.041666666666664,71.10745614035088,172.55159091852454,1317.057607805702,170.81176325552272,33.06233062330624,34.707903780068726,66.93766937669376,0.2247489970602194,614.3496521244736,0,11080.0,24.261999999999816,3.9648611111111203,34.71158931562366,27.74874939513833,6.962839920485337,79.94087837012015,19.596704235002147,6.709633204525571,21.03911619061276,144.63162214843194,2.0,4,3071.748260622367,632,55.379746835443036,190,1108,nan,nan,0.0,0,9,0,0
stress_w75_p1_kw1,C4,4014,1824,1302,54.25,71.38157894736842,168.204386255461,1297.3982114123492,166.46731227530543,33.87533875338753,34.50171821305842,66.12466124661248,0.22448309628983426,601.2328822434566,0,10960.0,24.237999999999815,3.9631944444444533,34.53288715704887,27.723971617360544,6.808915539688325,80.28280835968711,19.595458968058566,6.653961350916935,21.070010266443607,143.88702982103698,2.0,4,3006.164411217283,627,49.760765550239235,188,1096,nan,nan,0.0,0,7,0,0
stress_w75_p1_kw1,C1,4015,1786,1387,57.791666666666664,77.6595744680851,175.26548741098514,793.4218502946635,171.85639716438874,74.43820224719101,70.69930069930071,25.56179775280899,0.2539741752856864,548.1820824745975,0,120.0,21.53799999999993,3.7281944444444424,29.9897656323843,24.11494478700098,5.87482084538332,80.41058100487646,29.62888888888881,0.0,24.11494478700098,124.95735680160126,0,0,2740.910412372987,0,0,0,12,0.3,0.7,0.0,0,0,0,0
stress_w75_p1_kw1,C2,4015,1786,1364,56.833333333333336,76.37178051511758,142.0957289294649,1119.509352996621,139.6137444002713,60.1123595505618,44.75524475524476,39.8876404494382,0.19731672322999333,566.48613322362,0,7510.0,23.015999999999913,3.8308333333333318,36.78865987906747,29.42433367588994,7.36432620317752,79.98207538033266,19.70444444444433,4.853298535123818,24.57103514076612,153.28608282944776,2.0,4,2832.4306661180995,450,31.555555555555554,121,751,nan,nan,0.0,0,7,0,0
stress_w75_p1_kw1,C3,4015,1786,1230,51.25,68.86898096304591,194.61441704915228,1310.53479845088,192.70486427778562,45.78651685393258,37.2027972027972,54.21348314606742,0.21231893345641795,694.9202201496522,0,10700.0,23.65399999999984,3.8751388888888925,39.01290178816657,31.302111453667756,7.710790334498813,80.23528119910921,19.638057279062267,6.726883196603082,24.575228257064676,162.55375745069404,2.0,4,3474.601100748261,627,53.588516746411486,187,1070,nan,nan,0.0,0,7,0,0
stress_w75_p1_kw1,C4,4015,1786,1243,51.791666666666664,69.59686450167973,189.0936231226835,1289.9693498247616,187.15768456311608,46.34831460674157,37.69230769230769,53.65168539325843,0.21327785503953578,676.3271709810791,0,10580.0,23.62999999999985,3.873472222222226,38.875332137328286,31.2308058981122,7.644526239216075,80.33579182754873,19.755786465620304,6.688061974610246,24.54274392350196,161.98055057220117,2.0,4,3381.6358549053957,621,47.18196457326892,183,1058,nan,nan,0.0,0,7,0,0
stress_w75_p1_kw1,C1,4016,1809,1300,54.166666666666664,71.8629076838032,247.30192263124417,885.4612469482694,244.06311033986253,68.04123711340206,68.33216045038706,31.958762886597935,0.245566585976066,606.1780652405711,0,120.0,21.777999999999924,3.7736111111111077,30.232009682872082,24.120465638926767,6.111544043945312,79.78452604357359,29.703888888888812,0.0,24.120465638926767,125.96670701196699,0,0,3030.890326202855,0,0,0,12,0.3,0.7,0.0,0,0,0,0
stress_w75_p1_kw1,C2,4016,1809,1253,52.208333333333336,69.26478717523493,201.13104567197462,1253.165440831178,198.87470618604854,45.61855670103093,46.446164672765654,54.38144329896907,0.1977319850561545,657.8697165124763,0,9450.0,23.643999999999867,3.903194444444446,37.79088338571271,30.337187861149097,7.453695524563614,80.27647184510757,19.647338669967297,5.770645757062062,24.566542104087034,157.46201410713633,2.0,4,3289.348582562382,568,45.42253521126761,184,945,nan,nan,0.0,0,8,0,0
stress_w75_p1_kw1,C3,4016,1809,1215,50.625,67.16417910447761,218.46286297723535,1330.02492358168,216.39457497293336,41.49484536082474,42.2237860661506,58.50515463917526,0.20338884329991042,706.8200809874714,0,10160.0,23.785999999999852,3.9130555555555584,38.98559748969984,30.820271194482434,8.1653262952174,79.05553121925418,19.642664603470582,6.244297247991709,24.575973946490723,162.43998954041598,2.0,4,3534.100404937358,611,57.93780687397708,197,1016,nan,nan,0.0,0,7,0,0
stress_w75_p1_kw1,C4,4016,1809,1231,51.291666666666664,68.04864566058596,211.60734213239257,1311.4166653432108,209.51611425454658,42.52577319587629,42.57565095003518,57.47422680412371,0.20400178861061674,690.2775752739273,0,10000.0,23.753999999999856,3.9108333333333363,38.58032809864291,30.725798972260208,7.8545291263826975,79.64110334598479,19.64378861859669,6.15249414570934,24.57330482655087,160.7513670776788,2.0,4,3451.387876369636,599,57.42904841402338,193,1000,nan,nan,0.0,0,7,0,0
