scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,solver_mean_time_s,solver_median_time_s,solver_p95_time_s,solver_max_time_s,solver_mean_binary_variables,solver_mean_constraints,solver_mean_available_agv_slot_pairs,solver_mean_actual_busy_agv_slot_pairs,solver_mean_forecast_busy_agv_slot_pairs,solver_infeasible_calls,solver_time_limit_calls,solver_fallback_calls,solver_safety_slack_total,solver_reserve_slack_total,solver_task_slack_total,variant,lambda_soc,lambda_task,lambda_kpi,infeasible_count,simulation_failure_count
final_c5_objective_ablation,C5,4017,2210,1986,82.75,89.86425339366517,21.80593113154332,407.033685142762,20.665921616320812,21.923937360178968,15.258082813386276,78.07606263982103,0.2606641693652877,145.7687898369017,0,12090.0,29.05999999999972,4.780555555555568,45.16089902849642,36.06587629459505,9.09502273390139,79.8608465961618,19.677240355536803,18.518435884082383,17.547440410512664,62.72347087291171,2.0,4,728.8439491845086,543,35.35911602209944,294,1209,,,5.439582880586386,1204,0.0045179259805534,0.0019624585402198,0.0142342025821562,0.0476796251023188,26.785714285714285,136.24252491694352,26.785714285714285,0.0,22.922757475083056,0,0,0,0.0,143.61592332754898,51.41342717828053,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4018,2182,2156,89.83333333333333,98.80843263061412,1.2240149358472776,338.69211402088087,0.6937733670720794,14.778325123152714,1.4639639639639657,85.22167487684729,0.2679306788041756,97.39401622200104,0,14130.0,29.121999999999687,4.749861111111125,45.34495563049675,36.35339031495252,8.99156531554427,80.17074845366713,19.685583656427283,22.306854252913293,14.046536062039223,62.97910504235663,2.0,4,486.9700811100052,663,24.283559577677224,338,1413,,,6.214521347545087,1409,0.0044105900266466,0.001914459047839,0.0141166583634912,0.0731509579345583,27.125621007806956,137.66855926188785,27.125621007806956,0.0,23.202980837473387,0,0,0,0.0,181.03028685827297,63.93345847228588,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4019,2195,2192,91.33333333333331,99.86332574031891,0.4892266771498108,4.782974555319622,0.0159326654624364,11.208791208791212,0.0,88.79120879120879,0.3117605563461169,0.0,0,14480.0,29.179999999999698,4.770138888888902,28.26619971539791,22.65421734629789,5.611982369100035,80.14596080971256,24.787689483240488,22.65421734629789,0.0,39.25861071583045,2.0,4,0.0,663,35.294117647058826,326,1448,,,6.95019808888901,1448,0.004799860558625,0.0019367079949006,0.016198335395893,0.1261774579761549,26.218922651933703,133.58908839779005,26.218922651933703,0.0,22.790745856353592,0,0,0,0.0,48.75768202645459,17.071871998488795,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4020,2112,2108,87.83333333333333,99.81060606060606,0.4612432355305751,4.171233064577246,0.0192132899734074,14.177215189873415,0.0,85.82278481012658,0.3288240477797814,0.0,0,14560.0,28.141999999999697,4.594305555555572,30.423342799278664,24.335238853871022,6.088103945407681,79.98870806020702,22.48173621475791,24.335238853871022,0.0,42.25464277677596,2.0,4,0.0,719,27.53824756606398,328,1456,,,5.843670635018498,1456,0.0040135100515236,0.0016888540121726,0.0145252497168257,0.0367212499259039,27.94986263736264,141.02678571428572,27.94986263736264,0.0,23.313873626373628,0,0,0,0.0,21.77006391868998,7.805297414434268,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4021,2204,2127,88.625,96.50635208711434,3.338582774388035,311.1669346989986,2.669388675173372,18.83408071748879,4.550625711035272,81.16591928251121,0.2669396223801025,87.88310521519315,0,13490.0,29.011999999999723,4.769722222222236,43.50173594316307,34.86883380776403,8.632902135399053,80.15503991225015,19.77876824898467,20.831158708541956,14.037675099222072,60.41907769883761,2.0,4,439.41552607596583,594,28.619528619528616,301,1349,,,5.800112369237468,1341,0.0043252142947333,0.0019425000064074,0.014536292059347,0.0428372089518234,25.8165548098434,131.9082774049217,25.8165548098434,0.0,22.503355704697988,0,0,0,0.0,178.64496942517425,64.43824802100522,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4022,2100,2094,87.25,99.71428571428572,0.4635351874310756,5.277336732009037,0.0177996816025115,12.941176470588234,0.0,87.05882352941177,0.3301579274818632,0.0,0,15080.0,28.20999999999968,4.584027777777796,31.143146106529223,24.942221674523157,6.200924432006084,80.08895950718983,19.95433647491237,24.942221674523157,0.0,43.25436959240173,2.0,4,0.0,746,27.61394101876676,337,1508,,,7.725915942108259,1507,0.0051266860929716,0.0023435419425368,0.0169244954595342,0.0539206250105053,27.800265428002653,140.37093563370937,27.800265428002653,0.0,23.400796284007964,0,0,0,0.0,34.379146373131206,12.405738233102838,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4023,2118,2111,87.95833333333333,99.66949952785646,0.5185383691174448,5.724671588996534,0.0246822463940402,11.407766990291258,0.1172332942555698,88.59223300970875,0.3289252089336596,0.0,0,14520.0,28.223999999999695,4.607500000000018,29.7869247838825,23.83621560744196,5.950709176440577,80.02241178095557,22.47357840937202,23.83621560744196,0.0,41.370728866503526,2.0,4,0.0,719,34.4923504867872,319,1452,,,7.438510666950606,1452,0.0051229412306822,0.002841978566721,0.0151004852377809,0.0323585420846939,28.171487603305785,142.05785123966942,28.171487603305785,0.0,23.49449035812672,0,0,0,0.0,138.6027898885554,42.92802790311998,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4024,2195,1945,81.04166666666667,88.61047835990888,27.286938127786513,431.9334760881257,26.131269896629583,24.69135802469136,15.027932960893851,75.30864197530865,0.265534300956654,171.49505350233756,0,11520.0,28.817999999999756,4.74500000000001,44.90765165560458,35.72673374046441,9.180917915140183,79.55600532054459,19.74674756581085,18.190249089678417,17.536484650785997,62.37173841056194,2.0,4,857.4752675116877,517,36.94390715667311,249,1152,,,7.458572613191791,1147,0.0065026788257992,0.0049518750747665,0.0181358748814091,0.0357962909620255,26.416739319965128,134.56320836965998,26.416739319965128,0.0,22.986050566695727,0,0,0,0.0,348.6938262071705,113.28256714006147,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4025,2171,2166,90.25,99.76969138645784,0.4208781994056069,4.078906407771623,0.0110201916271531,9.153318077803208,0.0,90.8466819221968,0.3172366340289713,0.0,0,14450.0,28.9859999999997,4.726666666666683,28.694811749570285,22.947039793943585,5.747771955626717,79.969298959723,22.992434263951928,22.947039793943585,0.0,39.85390520773653,2.0,4,0.0,646,28.792569659442723,321,1445,,,7.434224573429674,1445,0.0051447920923388,0.0021034169476479,0.0167539750691503,0.1161594999721273,26.59515570934256,135.27889273356402,26.59515570934256,0.0,23.02629757785467,0,0,0,0.0,83.5300121176304,28.61186524899107,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4026,2177,2005,83.54166666666667,92.0992191088654,15.234244445274374,340.45983816569134,14.101321892864805,26.923076923076927,14.293948126801148,73.07692307692307,0.2705365382553167,122.05378851177171,0,11670.0,28.407999999999753,4.694027777777788,44.90684622808597,36.02113094188686,8.885715286199131,80.21300529307325,19.67302214061951,18.46537187242522,17.55575906946164,62.370619761230536,2.0,4,610.2689425588585,571,39.57968476357268,264,1167,,,3.7233648328110576,1162,0.0032042726616274,0.0015464370371773,0.0101128104201052,0.0683645000681281,27.80550774526678,140.6592082616179,27.80550774526678,0.0,23.74096385542169,0,0,0,0.0,59.30408189771848,21.124445590978834,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4027,2159,2140,89.16666666666667,99.11996294580824,1.023123377218817,331.75321050478135,0.538511445835618,9.36768149882904,1.1547344110854452,90.63231850117096,0.27378821063259,95.83530265059711,0,14130.0,28.68799999999969,4.690972222222238,45.53624417226757,36.34695258411547,9.18929158815214,79.81982977474335,19.898320035268085,22.330608074390323,14.01634450972515,63.244783572593896,2.0,4,479.1765132529855,662,26.888217522658607,340,1413,,,6.873862181440927,1409,0.0048785395184108,0.002052333089523,0.0161142917815595,0.0761343750637024,26.976579134137687,136.99929027679204,26.976579134137687,0.0,23.22427253371185,0,0,0,0.0,190.559555611404,67.2368368815704,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4028,2177,2150,89.58333333333333,98.75976113918236,1.626243215571734,411.81113292650554,1.1303712162311803,13.594470046082952,1.0900745840504822,86.40552995391705,0.2571314560274817,150.7026066390824,0,14300.0,29.0379999999997,4.737777777777794,49.73267583010657,39.88087098743085,9.85180484267574,80.19047903971467,19.732718293274925,22.342560058506983,17.53831092892387,69.07316087514805,2.0,4,753.513033195412,675,27.555555555555557,336,1430,,,7.02585672668647,1425,0.0049304257731133,0.0023893329780548,0.0154259162256494,0.0458383329678326,27.18947368421053,137.9284210526316,27.18947368421053,0.0,23.48280701754386,0,0,0,0.0,143.48541032353967,51.36324532990167,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4029,2123,2118,88.25,99.76448422044275,0.4116580170351325,4.840787895352696,0.0139720757741634,8.060453400503775,0.0,91.93954659949624,0.3260413032694209,0.0,0,14900.0,28.39799999999969,4.625833333333347,30.32513082300843,24.252864352274862,6.072266470733594,79.97612440264764,25.51998571683349,24.252864352274862,0.0,42.11823725417842,2.0,4,0.0,734,33.65122615803814,348,1490,,,4.845402891165577,1490,0.0032519482491044,0.0018191044218838,0.0101427753572352,0.022784375003539,27.523489932885905,139.2214765100671,27.523489932885905,0.0,23.363758389261744,0,0,0,0.0,18.792896375454283,6.246784284101931,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4030,2196,1925,80.20833333333333,87.65938069216757,35.06507046253662,415.547424684424,33.73501516007568,28.21100917431193,20.113636363636367,71.78899082568807,0.2716944112806231,158.35891292039418,0,10850.0,28.607999999999752,4.731666666666675,42.590011938975664,34.15253627134166,8.43747566763402,80.18907419015639,19.63840201922405,16.60126553526665,17.551270736075015,59.15279435968843,2.0,4,791.7945646019708,486,37.242798353909464,251,1085,,,5.469687587581575,1079,0.0050692192655992,0.0031841669697314,0.0134306493913754,0.0265988330356776,26.95551436515292,137.08248378127897,26.95551436515292,0.0,23.468952734012976,0,0,0,0.0,203.30664631386713,68.94690686881461,Full objective,2.0,1.5,1.5,0,0
final_c5_objective_ablation,C5,4031,2168,2150,89.58333333333333,99.16974169741697,0.9510285939159412,320.54227869986306,0.4503854812663592,12.01814058956916,0.8685581933989606,87.98185941043084,0.2738992118885673,89.72100225782759,0,13600.0,28.69799999999972,4.702916666666678,44.59628372011574,35.76508606102202,8.831197659093755,80.19745834761048,19.609990022249473,21.722123630459368,14.042962430562646,61.939282944605225,2.0,4,448.6050112891379,639,24.100156494522693,301,1360,,,6.299460836220533,1356,0.0046456200857083,0.002370479516685,0.0139571464969776,0.037698125001043,27.95353982300885,141.44837758112095,27.95353982300885,0.0,23.83849557522124,0,0,0,0.0,128.30486044415204,45.85020340274777,Full objective,2.0,1.5,1.5,0,0
