strategy,mean,std,count,ci95
C1,61.388426987951505,7.4659064350917665,50,2.069443682639407
C2,82.88167786365824,7.149481417343638,50,1.9817351425309908
C3,88.21954426095887,3.2433788306214315,50,0.8990187447150091
C4,87.78114849556763,4.395507908093232,50,1.2183726318401533
C5,87.5370343869302,4.64098885893721,50,1.2864164798777618
