strategy,mean,std,count,ci95
C1,3.8604448821681996,2.043589598027536,50,0.5664541365892041
C2,0.9568526283320535,0.7655961908063127,50,0.21221243720253558
C3,0.500916050538198,0.10130393041827687,50,0.028080016894568585
C4,0.5965098346785291,0.5601348078836424,50,0.15526144744499384
C5,0.7113688392409407,1.0096885425587458,50,0.2798713852092233
