strategy,mean_delay,urgent_on_time_rate,completion_rate,wpt_loss
C1,3.8604448821681996,61.388426987951505,99.61534427265319,2.5810188069381037
C2,0.9568526283320535,82.88167786365824,99.71453928110255,2.799962151109579
C3,0.500916050538198,88.21954426095887,99.78017367362844,2.457149966665589
C4,0.5965098346785291,87.78114849556763,99.72266781996545,2.497612260175668
C5,0.7113688392409407,87.5370343869302,99.60095996255338,2.5500750135151
