scenario,strategy,replication,time_s,candidate_count,available_pads,c3_agv,c4_agv,c4_preview_task_id,different
v3_primary_challenge,C4,1030,19769.06369248264,2,1,4,5,484,1
v3_primary_challenge,C4,1030,20024.98003898405,3,1,4,2,489,1
v3_primary_challenge,C4,1030,20094.98003898405,4,1,4,3,489,1
v3_primary_challenge,C4,1030,20124.40356411753,4,1,2,2,491,0
v3_primary_challenge,C4,1030,20194.40356411753,4,1,2,5,491,1
v3_primary_challenge,C4,1030,20230.39586316068,3,1,2,3,491,1
v3_primary_challenge,C4,1030,20300.39586316068,4,1,4,3,494,1
v3_primary_challenge,C4,1030,20310.39586316068,3,1,4,3,494,1
v3_primary_challenge,C4,1030,20320.39586316068,2,1,4,3,494,1
v3_primary_challenge,C4,1030,20390.39586316068,3,1,4,1,494,1
v3_primary_challenge,C4,1030,20420.339608682913,2,1,1,3,494,1
v3_primary_challenge,C4,1030,21692.936147635177,3,1,4,4,536,0
v3_primary_challenge,C4,1030,21703.63539160773,3,1,4,4,537,0
v3_primary_challenge,C4,1030,21713.63539160773,2,1,4,4,537,0
v3_primary_challenge,C4,1030,23621.38783482556,2,1,1,3,597,1
v3_primary_challenge,C4,1030,23691.38783482556,3,1,2,3,599,1
v3_primary_challenge,C4,1030,23703.187309744873,2,1,2,3,599,1
v3_primary_challenge,C4,1030,23751.001358957405,2,1,5,5,599,0
v3_primary_challenge,C4,1030,23797.72115849024,2,1,4,4,600,0
v3_primary_challenge,C4,1030,23867.72115849024,3,1,4,4,602,0
v3_primary_challenge,C4,1030,23937.72115849024,4,1,2,2,602,0
v3_primary_challenge,C4,1030,23947.72115849024,2,1,2,4,602,1
v3_primary_challenge,C4,1030,23957.72115849024,2,1,4,4,604,0
v3_primary_challenge,C4,1030,24449.593888419226,2,1,4,5,618,1
v3_primary_challenge,C4,1030,24481.955068770654,2,1,2,2,618,0
v3_primary_challenge,C4,1030,24665.345082676416,3,1,2,2,623,0
v3_primary_challenge,C4,1030,24735.345082676416,3,1,2,3,623,1
v3_primary_challenge,C4,1030,24763.254894733986,2,1,2,2,623,0
v3_primary_challenge,C4,1030,24789.903801188786,2,1,2,2,625,0
v3_primary_challenge,C4,1030,24859.903801188786,3,1,4,2,626,1
v3_primary_challenge,C4,1030,24869.903801188786,2,1,4,2,626,1
v3_primary_challenge,C4,1030,25274.59612529968,2,1,4,4,636,0
v3_primary_challenge,C4,1030,26422.53378424013,4,1,4,2,670,1
v3_primary_challenge,C4,1030,26492.53378424013,4,1,4,3,670,1
v3_primary_challenge,C4,1030,26509.847239336617,4,1,2,1,670,1
v3_primary_challenge,C4,1030,26579.847239336617,4,1,2,2,670,0
v3_primary_challenge,C4,1030,26649.847239336617,5,1,4,1,672,1
v3_primary_challenge,C4,1030,26698.233837573323,4,1,4,4,672,0
v3_primary_challenge,C4,1030,26760.64564656849,3,1,4,2,672,1
v3_primary_challenge,C4,1030,26804.671650351735,2,1,4,2,674,1
v3_primary_challenge,C4,1030,27036.745309903352,2,1,5,3,680,1
v3_primary_challenge,C4,1030,27209.307115591888,3,1,4,4,682,0
v3_primary_challenge,C4,1030,27239.5225862462,2,1,4,3,683,1
v3_primary_challenge,C4,1030,27279.41314688762,3,1,5,5,684,0
v3_primary_challenge,C4,1030,27315.730102672558,2,1,5,5,686,0
v3_primary_challenge,C4,1030,27476.381685659657,5,1,4,3,689,1
v3_primary_challenge,C4,1030,27502.95372479165,4,1,4,5,689,1
v3_primary_challenge,C4,1030,27572.95372479165,4,1,4,3,689,1
v3_primary_challenge,C4,1030,27642.95372479165,5,1,4,5,689,1
v3_primary_challenge,C4,1030,27712.95372479165,5,1,4,2,689,1
v3_primary_challenge,C4,1030,27722.95372479165,3,1,2,3,689,1
v3_primary_challenge,C4,1030,27792.95372479165,3,1,2,5,689,1
v3_primary_challenge,C4,1030,27811.2769965062,2,1,5,5,691,0
v3_primary_challenge,C4,1030,27933.295369275205,2,1,4,4,693,0
v3_primary_challenge,C4,1030,27965.477409783838,3,1,4,5,694,1
v3_primary_challenge,C4,1030,27998.82171490725,3,1,4,4,694,0
v3_primary_challenge,C4,1030,28068.82171490725,3,1,2,2,694,0
v3_primary_challenge,C4,1030,28080.864172357116,2,1,2,4,695,1
v3_primary_challenge,C4,1030,28161.142697378466,3,1,4,4,698,0
v3_primary_challenge,C4,1030,28172.6121873555,2,1,4,4,698,0
v3_primary_challenge,C4,1030,28234.53471726978,3,1,2,2,699,0
v3_primary_challenge,C4,1030,28296.560974673106,2,1,2,4,699,1
v3_primary_challenge,C4,1030,28355.33027115369,2,1,4,4,701,0
v3_primary_challenge,C4,1030,28391.797259189545,2,1,4,3,701,1
v3_primary_challenge,C4,1030,28725.33027115369,2,1,2,1,709,1
v3_primary_challenge,C4,1030,28746.401676765883,3,1,4,1,712,1
v3_primary_challenge,C4,1030,28756.955097607675,2,1,4,1,712,1
v3_primary_challenge,C4,1030,28778.717793241816,2,1,1,5,712,1
v3_primary_challenge,C4,1030,29996.955097607675,3,1,4,5,751,1
v3_primary_challenge,C4,1030,30047.569876808942,3,1,1,1,752,0
v3_primary_challenge,C4,1030,30076.418332650348,2,1,1,5,752,1
v3_primary_challenge,C4,1030,30126.616614340543,2,1,2,5,754,1
v3_primary_challenge,C4,1030,30502.277288577898,3,1,2,2,762,0
v3_primary_challenge,C4,1030,30568.968270329915,3,1,2,3,763,1
v3_primary_challenge,C4,1030,30638.968270329915,4,1,2,4,763,1
v3_primary_challenge,C4,1030,30708.968270329915,4,1,2,2,763,0
v3_primary_challenge,C4,1030,30745.52315811382,4,1,2,2,767,0
v3_primary_challenge,C4,1030,30789.346277179015,3,1,2,2,767,0
v3_primary_challenge,C4,1030,30859.346277179015,3,1,4,2,767,1
v3_primary_challenge,C4,1030,30900.88679030488,2,1,2,2,767,0
v3_primary_challenge,C4,1030,30916.870242491157,2,1,1,1,767,0
v3_primary_challenge,C4,1030,30996.870242491157,2,1,1,3,768,1
v3_primary_challenge,C4,1030,31066.870242491157,3,1,4,1,768,1
v3_primary_challenge,C4,1030,31085.223539113667,3,1,1,1,771,0
v3_primary_challenge,C4,1030,31131.777524507004,3,1,2,1,772,1
v3_primary_challenge,C4,1030,31158.977015887594,2,1,2,1,772,1
v3_primary_challenge,C4,1030,31246.59467318403,2,1,4,1,773,1
v3_primary_challenge,C4,1030,31262.45768941371,2,1,1,1,774,0
v3_primary_challenge,C4,1030,31461.868432707986,3,1,4,4,780,0
v3_primary_challenge,C4,1030,31471.868432707986,2,1,4,4,780,0
v3_primary_challenge,C4,1030,31493.901485260038,2,1,4,4,781,0
v3_primary_challenge,C4,1030,31563.901485260038,2,1,2,4,781,1
v3_primary_challenge,C4,1030,31630.885723440693,2,1,4,4,783,0
v3_primary_challenge,C4,1030,31911.861586489395,2,1,2,1,790,1
v3_primary_challenge,C4,1030,31981.861586489395,4,1,2,3,791,1
v3_primary_challenge,C4,1030,32025.64385220889,3,1,5,1,791,1
v3_primary_challenge,C4,1030,32035.64385220889,2,1,1,3,791,1
v3_primary_challenge,C4,1030,32215.907299410897,2,1,2,1,795,1
v3_primary_challenge,C4,1030,32324.454671397525,2,1,1,1,798,0
v3_primary_challenge,C4,1030,32360.805620635103,2,1,2,2,798,0
v3_primary_challenge,C4,1030,32385.775279987258,2,1,2,2,801,0
v3_primary_challenge,C4,1030,32604.548933424558,3,1,4,3,805,1
v3_primary_challenge,C4,1030,32614.548933424558,2,1,4,3,805,1
v3_primary_challenge,C4,1030,32989.95077096381,2,1,2,3,817,1
v3_primary_challenge,C4,1030,33070.42477234425,3,1,4,3,819,1
v3_primary_challenge,C4,1030,33080.42477234425,2,1,1,3,819,1
v3_primary_challenge,C4,1030,33160.42477234425,3,1,2,2,820,0
v3_primary_challenge,C4,1030,33170.42477234425,2,1,2,3,820,1
v3_primary_challenge,C4,1030,33240.42477234425,4,1,2,2,820,0
v3_primary_challenge,C4,1030,33310.42477234425,4,1,4,1,820,1
v3_primary_challenge,C4,1030,33337.62828063447,4,1,2,3,821,1
v3_primary_challenge,C4,1030,33358.549178476576,3,1,5,5,822,0
v3_primary_challenge,C4,1030,33428.549178476576,3,1,5,5,824,0
v3_primary_challenge,C4,1030,33438.549178476576,2,1,5,5,824,0
v3_primary_challenge,C4,1030,33881.48515369346,3,1,4,4,835,0
v3_primary_challenge,C4,1030,33891.48515369346,2,1,4,4,837,0
v3_primary_challenge,C4,1030,33952.18952932291,2,1,4,4,838,0
v3_primary_challenge,C4,1030,34022.18952932291,3,1,2,2,838,0
v3_primary_challenge,C4,1030,34052.49125810959,3,1,2,2,840,0
v3_primary_challenge,C4,1030,34062.49125810959,2,1,2,2,840,0
v3_primary_challenge,C4,1030,34132.49125810959,3,1,2,5,840,1
v3_primary_challenge,C4,1030,34169.15751985431,2,1,2,2,840,0
v3_primary_challenge,C4,1030,34392.49125810959,3,1,4,3,847,1
v3_primary_challenge,C4,1030,34402.49125810959,2,1,4,3,847,1
v3_primary_challenge,C4,1030,34787.73531372308,3,1,4,4,858,0
v3_primary_challenge,C4,1030,34857.73531372308,4,1,2,2,858,0
v3_primary_challenge,C4,1030,34927.73531372308,5,1,4,4,858,0
v3_primary_challenge,C4,1030,34982.11950849827,4,1,2,4,860,1
v3_primary_challenge,C4,1030,35004.358210885424,3,1,2,4,860,1
v3_primary_challenge,C4,1030,35074.358210885424,3,1,2,4,860,1
v3_primary_challenge,C4,1030,35144.358210885424,5,1,2,5,858,1
v3_primary_challenge,C4,1030,35165.45237906853,4,1,5,4,861,1
v3_primary_challenge,C4,1030,35175.45237906853,3,1,5,5,861,0
v3_primary_challenge,C4,1030,35203.3826489084,2,1,5,4,861,1
v3_primary_challenge,C4,1030,35645.36610509847,2,1,1,1,872,0
v3_primary_challenge,C4,1030,35664.115491967335,2,1,2,1,874,1
v3_primary_challenge,C4,1030,35734.115491967335,3,1,2,4,874,1
v3_primary_challenge,C4,1030,35804.115491967335,5,1,2,1,874,1
v3_primary_challenge,C4,1030,35819.785704135706,4,1,5,5,874,0
v3_primary_challenge,C4,1030,35829.785704135706,3,1,5,5,877,0
v3_primary_challenge,C4,1030,35840.55582475067,2,1,5,5,877,0
v3_primary_challenge,C4,1030,36050.55582475067,4,1,5,5,881,0
v3_primary_challenge,C4,1030,36082.57200057079,3,1,5,5,882,0
v3_primary_challenge,C4,1030,36092.57200057079,2,1,5,5,882,0
v3_primary_challenge,C4,1030,36112.53887733427,2,1,2,2,882,0
v3_primary_challenge,C4,1030,36256.89638092476,2,1,2,2,885,0
v3_primary_challenge,C4,1030,36627.22719238839,3,1,5,5,896,0
v3_primary_challenge,C4,1030,36697.22719238839,4,1,1,3,896,1
v3_primary_challenge,C4,1030,36725.8991178409,4,1,2,1,896,1
v3_primary_challenge,C4,1030,36779.72788413501,3,1,2,1,899,1
v3_primary_challenge,C4,1030,36848.133974219636,2,1,1,1,899,0
v3_primary_challenge,C4,1030,36862.58383646674,2,1,1,1,900,0
v3_primary_challenge,C4,1030,36951.59308949508,2,1,5,5,900,0
v3_primary_challenge,C4,1030,37003.03856351976,2,1,5,5,903,0
v3_primary_challenge,C4,1030,37089.48076666756,2,1,5,4,903,1
v3_primary_challenge,C4,1030,37128.07192807593,2,1,1,4,905,1
v3_primary_challenge,C4,1030,37138.07192807593,2,1,2,2,905,0
v3_primary_challenge,C4,1030,37195.788546233794,2,1,2,2,907,0
v3_primary_challenge,C4,1030,37600.5017711538,2,1,5,1,919,1
v3_primary_challenge,C4,1030,37610.5017711538,2,1,1,3,919,1
v3_primary_challenge,C4,1030,37809.50114446142,2,1,5,3,923,1
v3_primary_challenge,C4,1030,37845.70608006328,3,1,4,1,924,1
v3_primary_challenge,C4,1030,37855.92149855028,2,1,1,3,924,1
v3_primary_challenge,C4,1030,38100.67855329832,2,1,1,1,930,0
v3_primary_challenge,C4,1030,38447.67251032227,2,1,1,3,938,1
v3_primary_challenge,C4,1030,38517.67251032227,4,1,5,1,938,1
v3_primary_challenge,C4,1030,38556.91415403977,4,1,2,1,942,1
v3_primary_challenge,C4,1030,38583.218351127885,3,1,2,1,942,1
v3_primary_challenge,C4,1030,38614.62108135657,2,1,2,1,942,1
v3_primary_challenge,C4,1030,38730.150809639774,3,1,5,5,942,0
v3_primary_challenge,C4,1030,38748.72203609295,3,1,5,1,943,1
v3_primary_challenge,C4,1030,38758.72203609295,2,1,5,1,945,1
v3_primary_challenge,C4,1030,38828.72203609295,3,1,2,1,946,1
v3_primary_challenge,C4,1030,38866.21406177706,2,1,2,1,946,1
v3_primary_challenge,C4,1030,39143.43325708736,2,1,2,2,953,0
v3_primary_challenge,C4,1030,39180.10318876798,2,1,2,2,955,0
v3_primary_challenge,C4,1030,39250.10318876798,4,1,2,2,957,0
v3_primary_challenge,C4,1030,39268.94649292507,3,1,2,2,957,0
v3_primary_challenge,C4,1030,39278.94649292507,2,1,2,2,957,0
v3_primary_challenge,C4,1030,39348.94649292507,3,1,2,1,956,1
v3_primary_challenge,C4,1030,39418.658781655584,4,1,5,4,959,1
v3_primary_challenge,C4,1030,39488.658781655584,4,1,5,4,960,1
v3_primary_challenge,C4,1030,39544.31215087524,3,1,5,4,960,1
v3_primary_challenge,C4,1030,39560.40572532616,2,1,4,4,960,0
v3_primary_challenge,C4,1030,39571.05001729543,2,1,4,4,961,0
v3_primary_challenge,C4,1030,39641.05001729543,2,1,4,4,961,0
v3_primary_challenge,C4,1030,39749.01867587962,2,1,2,1,963,1
v3_primary_challenge,C4,1030,39844.3626401893,2,1,4,4,965,0
v3_primary_challenge,C4,1030,40028.423061515925,2,1,5,5,970,0
v3_primary_challenge,C4,1030,40681.56350541035,2,1,5,5,989,0
v3_primary_challenge,C4,1030,40736.11365934095,2,1,5,5,990,0
v3_primary_challenge,C4,1030,40772.51743183111,2,1,5,4,991,1
v3_primary_challenge,C4,1030,40842.51743183111,2,1,5,5,991,0
v3_primary_challenge,C4,1030,41560.437351628876,2,1,2,2,1014,0
v3_primary_challenge,C4,1030,41630.437351628876,5,1,2,5,1017,1
v3_primary_challenge,C4,1030,41661.011187071286,4,1,2,2,1017,0
v3_primary_challenge,C4,1030,41705.79044534112,3,1,2,5,1017,1
v3_primary_challenge,C4,1030,41766.29508214581,2,1,2,2,1017,0
v3_primary_challenge,C4,1030,41805.15671244747,2,1,2,2,1019,0
v3_primary_challenge,C4,1030,41848.505760597014,2,1,2,2,1020,0
v3_primary_challenge,C4,1030,42035.15671244747,2,1,5,5,1023,0
v3_primary_challenge,C4,1030,42081.773671370735,3,1,2,5,1025,1
v3_primary_challenge,C4,1030,42151.773671370735,4,1,2,4,1025,1
v3_primary_challenge,C4,1030,42169.54216061282,3,1,2,5,1025,1
v3_primary_challenge,C4,1030,42197.05388603321,2,1,4,4,1025,0
v3_primary_challenge,C4,1030,42241.614475609866,2,1,4,4,1027,0
v3_primary_challenge,C4,1030,42477.05388603321,3,1,2,5,1029,1
v3_primary_challenge,C4,1030,42547.05388603321,5,1,2,5,1033,1
v3_primary_challenge,C4,1030,42586.98772110637,4,1,2,5,1033,1
v3_primary_challenge,C4,1030,42649.60332792466,3,1,4,5,1033,1
v3_primary_challenge,C4,1030,42708.81369363106,2,1,1,5,1033,1
v3_primary_challenge,C4,1030,42737.4182674291,2,1,5,3,1033,1
v3_primary_challenge,C4,1030,42795.58859087173,2,1,2,3,1035,1
v3_primary_challenge,C4,1030,43295.58859087173,3,1,2,5,1050,1
v3_primary_challenge,C4,1030,43336.978123329216,2,1,5,5,1050,0
v3_primary_challenge,C4,1030,43356.1930828274,3,1,4,1,1050,1
v3_primary_challenge,C4,1030,43370.09671007622,2,1,1,1,1052,0
v3_primary_challenge,C4,1030,43676.409341062266,3,1,4,3,1059,1
v3_primary_challenge,C4,1030,43697.1155878638,2,1,4,4,1059,0
v3_primary_challenge,C4,1030,43712.921011612445,2,1,4,4,1061,0
v3_primary_challenge,C4,1030,43752.7222722872,2,1,2,4,1062,1
v3_primary_challenge,C4,1030,44225.10188786987,2,1,2,2,1074,0
v3_primary_challenge,C4,1030,44307.94389297495,2,1,2,2,1076,0
v3_primary_challenge,C4,1030,44562.025327815194,3,1,1,5,1084,1
v3_primary_challenge,C4,1030,44585.80199769055,2,1,5,5,1084,0
v3_primary_challenge,C4,1030,44595.80199769055,2,1,4,4,1084,0
v3_primary_challenge,C4,1030,44618.99089061526,2,1,2,2,1085,0
v3_primary_challenge,C4,1030,44925.829542416395,2,1,1,5,1093,1
v3_primary_challenge,C4,1030,44967.75188015968,2,1,4,5,1095,1
v3_primary_challenge,C4,1030,45101.78661279583,2,1,2,2,1096,0
v3_primary_challenge,C4,1030,45557.54192819881,2,1,4,3,1108,1
v3_primary_challenge,C4,1030,45591.43707837848,2,1,1,3,1110,1
v3_primary_challenge,C4,1030,45602.73377432664,2,1,5,5,1110,0
v3_primary_challenge,C4,1030,46039.492747591044,3,1,2,2,1122,0
v3_primary_challenge,C4,1030,46049.492747591044,2,1,2,5,1122,1
v3_primary_challenge,C4,1030,46078.12122732673,2,1,1,5,1124,1
v3_primary_challenge,C4,1030,48444.43073330652,3,1,2,1,1198,1
v3_primary_challenge,C4,1030,48465.53949701279,2,1,1,1,1200,0
v3_primary_challenge,C4,1030,48494.12847103641,3,1,1,1,1202,0
v3_primary_challenge,C4,1030,48507.71503175553,2,1,1,1,1202,0
v3_primary_challenge,C4,1030,48782.40650439379,2,1,2,2,1208,0
v3_primary_challenge,C4,1030,48819.49068337186,2,1,2,2,1210,0
v3_primary_challenge,C4,1030,48839.33806115529,2,1,2,2,1211,0
v3_primary_challenge,C4,1030,50533.7766455498,4,1,2,1,1260,1
v3_primary_challenge,C4,1030,50543.7766455498,3,1,2,5,1260,1
v3_primary_challenge,C4,1030,50553.86034252652,2,1,1,5,1262,1
v3_primary_challenge,C4,1030,51065.7931773598,3,1,1,1,1278,0
v3_primary_challenge,C4,1030,51077.69833269394,2,1,1,1,1278,0
v3_primary_challenge,C4,1030,51147.69833269394,4,1,2,2,1278,0
v3_primary_challenge,C4,1030,51157.69833269394,3,1,2,4,1278,1
v3_primary_challenge,C4,1030,51167.69833269394,2,1,2,2,1279,0
v3_primary_challenge,C4,1030,51352.69502656894,3,1,4,1,1283,1
v3_primary_challenge,C4,1030,51389.34723318561,2,1,1,1,1285,0
v3_primary_challenge,C4,1030,51459.34723318561,2,1,1,1,1285,0
v3_primary_challenge,C4,1030,51506.33605521737,2,1,1,1,1286,0
v3_primary_challenge,C4,1030,51539.7853524532,2,1,2,2,1286,0
v3_primary_challenge,C4,1030,51701.59449769608,4,1,4,3,1290,1
v3_primary_challenge,C4,1030,51717.398184697035,3,1,4,2,1290,1
v3_primary_challenge,C4,1030,51736.279809136126,3,1,2,2,1292,0
v3_primary_challenge,C4,1030,51746.279809136126,2,1,2,2,1292,0
v3_primary_challenge,C4,1030,51816.279809136126,2,1,2,2,1292,0
v3_primary_challenge,C4,1030,51872.81478907678,3,1,4,5,1293,1
v3_primary_challenge,C4,1030,51942.81478907678,4,1,4,2,1293,1
v3_primary_challenge,C4,1030,51970.09076401975,3,1,2,3,1293,1
v3_primary_challenge,C4,1030,51987.04241309765,2,1,2,2,1294,0
v3_primary_challenge,C4,1030,52057.04241309765,3,1,1,2,1296,1
v3_primary_challenge,C4,1030,52127.04241309765,3,1,1,2,1296,1
v3_primary_challenge,C4,1030,52176.73758591408,4,1,4,2,1298,1
v3_primary_challenge,C4,1030,52246.73758591408,4,1,4,2,1298,1
v3_primary_challenge,C4,1030,52295.61632410173,3,1,4,2,1298,1
v3_primary_challenge,C4,1030,52305.61632410173,2,1,2,2,1298,0
v3_primary_challenge,C4,1030,52350.98307917598,2,1,2,2,1299,0
v3_primary_challenge,C4,1030,52592.88266506636,3,1,1,1,1304,0
v3_primary_challenge,C4,1030,52602.88266506636,2,1,1,3,1304,1
v3_primary_challenge,C4,1030,52666.82467862725,2,1,4,3,1306,1
v3_primary_challenge,C4,1030,52736.82467862725,3,1,4,5,1306,1
v3_primary_challenge,C4,1030,52746.82467862725,2,1,5,3,1306,1
v3_primary_challenge,C4,1030,52764.73050860418,2,1,2,2,1307,0
v3_primary_challenge,C4,1030,52830.14638464348,2,1,1,1,1308,0
v3_primary_challenge,C4,1030,52887.600195321604,2,1,4,1,1310,1
v3_primary_challenge,C4,1030,53304.14084183515,2,1,5,5,1322,0
v3_primary_challenge,C4,1030,53314.14084183515,2,1,4,4,1322,0
v3_primary_challenge,C4,1030,53428.249639178364,2,1,1,2,1325,1
v3_primary_challenge,C4,1030,53508.249639178364,4,1,4,3,1325,1
v3_primary_challenge,C4,1030,53528.91992538448,3,1,2,2,1327,0
v3_primary_challenge,C4,1030,53598.91992538448,4,1,1,2,1329,1
v3_primary_challenge,C4,1030,53650.88348933738,3,1,1,2,1329,1
v3_primary_challenge,C4,1030,53720.88348933738,4,1,4,4,1329,0
v3_primary_challenge,C4,1030,53732.592087162644,3,1,4,2,1329,1
v3_primary_challenge,C4,1030,53752.51159573983,2,1,4,4,1329,0
v3_primary_challenge,C4,1030,53969.3400165018,3,1,1,1,1336,0
v3_primary_challenge,C4,1030,54039.3400165018,3,1,1,1,1336,0
v3_primary_challenge,C4,1030,54050.37163051382,2,1,1,1,1336,0
v3_primary_challenge,C4,1030,54277.77701931838,2,1,3,3,1340,0
v3_primary_challenge,C4,1030,54347.77701931838,4,1,4,1,1341,1
v3_primary_challenge,C4,1030,54373.47221186951,4,1,4,4,1341,0
v3_primary_challenge,C4,1030,54439.88335175019,3,1,4,4,1344,0
v3_primary_challenge,C4,1030,54487.3896760474,2,1,4,4,1344,0
v3_primary_challenge,C4,1030,54567.3896760474,2,1,4,2,1344,1
v3_primary_challenge,C4,1030,54669.09288666384,4,1,1,1,1346,0
v3_primary_challenge,C4,1030,54739.09288666384,4,1,1,5,1346,1
v3_primary_challenge,C4,1030,54809.09288666384,5,1,4,5,1349,1
v3_primary_challenge,C4,1030,54819.09288666384,4,1,4,5,1349,1
v3_primary_challenge,C4,1030,54840.75861664063,3,1,4,5,1349,1
v3_primary_challenge,C4,1030,54875.70383996321,2,1,4,5,1349,1
v3_primary_challenge,C4,1030,55563.187606057,3,1,1,3,1370,1
v3_primary_challenge,C4,1030,55603.03689615936,2,1,1,1,1370,0
v3_primary_challenge,C4,1030,55750.99811036509,2,1,1,1,1374,0
v3_primary_challenge,C4,1030,55820.99811036509,3,1,1,3,1374,1
v3_primary_challenge,C4,1030,55868.671187502114,3,1,4,1,1374,1
v3_primary_challenge,C4,1030,55899.836028354,2,1,1,3,1375,1
v3_primary_challenge,C4,1030,55913.15288609664,2,1,3,5,1376,1
v3_primary_challenge,C4,1030,55983.15288609664,2,1,3,3,1376,0
v3_primary_challenge,C4,1030,56529.77548805584,3,1,4,4,1393,0
v3_primary_challenge,C4,1030,56564.91702412906,3,1,4,4,1395,0
v3_primary_challenge,C4,1030,56634.91702412906,4,1,4,4,1396,0
v3_primary_challenge,C4,1030,56644.91702412906,3,1,4,4,1396,0
v3_primary_challenge,C4,1030,56707.17247901739,2,1,4,4,1396,0
v3_primary_challenge,C4,1030,56777.17247901739,3,1,4,4,1397,0
v3_primary_challenge,C4,1030,56789.27221097396,2,1,4,4,1397,0
v3_primary_challenge,C4,1030,57395.99246975917,3,1,1,2,1414,1
v3_primary_challenge,C4,1030,57405.99246975917,2,1,2,5,1415,1
v3_primary_challenge,C4,1030,57454.93006501395,2,1,3,3,1416,0
v3_primary_challenge,C4,1030,58242.375789478916,4,1,4,4,1438,0
v3_primary_challenge,C4,1030,58312.375789478916,5,1,4,2,1439,1
v3_primary_challenge,C4,1030,58347.87772360625,4,1,4,1,1439,1
v3_primary_challenge,C4,1030,58357.87772360625,3,1,4,2,1441,1
v3_primary_challenge,C4,1030,58370.61599392025,2,1,1,1,1441,0
v3_primary_challenge,C4,1030,58598.10618141453,2,1,1,1,1446,0
v3_primary_challenge,C4,1030,59204.12941009162,3,1,4,4,1465,0
v3_primary_challenge,C4,1030,59215.940855831315,2,1,4,4,1465,0
v3_primary_challenge,C4,1030,59443.53959240833,3,1,4,1,1470,1
v3_primary_challenge,C4,1030,59513.53959240833,4,1,4,2,1470,1
v3_primary_challenge,C4,1030,59523.53959240833,3,1,1,1,1470,0
v3_primary_challenge,C4,1030,59536.17581025796,3,1,1,3,1472,1
v3_primary_challenge,C4,1030,59606.17581025796,3,1,1,1,1472,0
v3_primary_challenge,C4,1030,59618.234734499034,2,1,1,3,1472,1
v3_primary_challenge,C4,1030,59749.25439222837,3,1,5,2,1475,1
v3_primary_challenge,C4,1030,59818.62293777605,3,1,1,3,1475,1
v3_primary_challenge,C4,1030,59862.04224181082,3,1,4,4,1477,0
v3_primary_challenge,C4,1030,59898.45594977386,2,1,4,3,1477,1
v3_primary_challenge,C4,1030,60147.919638756146,3,1,4,4,1484,0
v3_primary_challenge,C4,1030,60180.69259665494,2,1,4,4,1484,0
v3_primary_challenge,C4,1030,60250.69259665494,4,1,4,1,1484,1
v3_primary_challenge,C4,1030,60277.07313771857,3,1,4,4,1485,0
v3_primary_challenge,C4,1030,60287.07313771857,2,1,4,1,1485,1
v3_primary_challenge,C4,1030,60807.16724806082,2,1,4,4,1500,0
v3_primary_challenge,C4,1030,61812.45729809303,2,1,1,1,1528,0
v3_primary_challenge,C4,1030,61857.06567450324,2,1,1,2,1529,1
v3_primary_challenge,C4,1030,61883.32421848373,2,1,4,4,1530,0
v3_primary_challenge,C4,1030,61953.32421848373,3,1,4,4,1532,0
v3_primary_challenge,C4,1030,61965.59581068394,2,1,4,4,1532,0
v3_primary_challenge,C4,1030,62449.48616421722,2,1,4,1,1546,1
v3_primary_challenge,C4,1030,62466.02055128159,2,1,1,3,1546,1
v3_primary_challenge,C4,1030,63085.81481717634,3,1,4,4,1563,0
v3_primary_challenge,C4,1030,63155.81481717634,3,1,4,4,1564,0
v3_primary_challenge,C4,1030,63165.81481717634,3,1,4,3,1563,1
v3_primary_challenge,C4,1030,63175.81481717634,2,1,4,4,1564,0
v3_primary_challenge,C4,1030,63357.41685395738,2,1,5,5,1570,0
v3_primary_challenge,C4,1030,63448.201509134095,2,1,1,1,1570,0
v3_primary_challenge,C4,1030,63581.54173876868,2,1,1,3,1573,1
v3_primary_challenge,C4,1030,63652.17540865405,2,1,5,3,1576,1
v3_primary_challenge,C4,1030,64321.6592957563,2,1,5,5,1597,0
v3_primary_challenge,C4,1030,64409.09544017947,3,1,5,5,1599,0
v3_primary_challenge,C4,1030,64479.09544017947,5,1,4,4,1599,0
v3_primary_challenge,C4,1030,64519.4646664197,4,1,4,3,1599,1
v3_primary_challenge,C4,1030,64541.31856554828,3,1,4,5,1599,1
v3_primary_challenge,C4,1030,64561.48954646686,2,1,5,5,1601,0
v3_primary_challenge,C4,1030,64699.72246095145,3,1,1,1,1601,0
v3_primary_challenge,C4,1030,64747.917130653834,3,1,4,1,1604,1
v3_primary_challenge,C4,1030,64757.917130653834,2,1,4,1,1604,1
v3_primary_challenge,C4,1030,64839.29327369513,2,1,1,3,1604,1
v3_primary_challenge,C4,1030,64944.9340539938,3,1,4,2,1606,1
v3_primary_challenge,C4,1030,64959.099943989,2,1,2,3,1607,1
v3_primary_challenge,C4,1030,65840.41720685482,2,1,2,2,1633,0
v3_primary_challenge,C4,1030,66052.1456026154,2,1,2,2,1638,0
v3_primary_challenge,C4,1030,66218.11597949432,4,1,4,3,1644,1
v3_primary_challenge,C4,1030,66228.11597949432,2,1,1,3,1644,1
v3_primary_challenge,C4,1030,66455.03186345212,3,1,5,1,1649,1
v3_primary_challenge,C4,1030,66465.03186345212,2,1,1,1,1649,0
v3_primary_challenge,C4,1030,66563.24717946631,3,1,4,4,1649,0
v3_primary_challenge,C4,1030,66593.60353876512,3,1,4,4,1652,0
