scenario,strategy,replication,time_s,candidate_count,available_pads,c3_agv,c4_agv,c4_preview_task_id,different
v3_primary_challenge,C3,1009,46706.712795598665,5,1,5,5,1164,0
v3_primary_challenge,C3,1009,46759.58960519386,4,1,3,5,1164,1
v3_primary_challenge,C3,1009,46809.35207470879,3,1,5,3,1164,1
v3_primary_challenge,C3,1009,46843.18621368077,2,1,5,5,1164,0
v3_primary_challenge,C3,1009,47085.489857698114,2,1,4,3,1170,1
v3_primary_challenge,C3,1009,48790.851546494014,3,1,1,3,1221,1
v3_primary_challenge,C3,1009,48860.851546494014,4,1,5,2,1222,1
v3_primary_challenge,C3,1009,48870.851546494014,3,1,5,2,1222,1
v3_primary_challenge,C3,1009,48912.526245616435,3,1,4,4,1224,0
v3_primary_challenge,C3,1009,48922.526245616435,2,1,4,5,1224,1
v3_primary_challenge,C3,1009,49453.60336514838,2,1,1,1,1238,0
v3_primary_challenge,C3,1009,49505.50798235066,2,1,2,2,1239,0
v3_primary_challenge,C3,1009,49744.51615728182,4,1,5,3,1244,1
v3_primary_challenge,C3,1009,49754.51615728182,3,1,5,3,1244,1
v3_primary_challenge,C3,1009,49771.57768557684,2,1,5,2,1245,1
v3_primary_challenge,C3,1009,49841.57768557684,3,1,4,2,1245,1
v3_primary_challenge,C3,1009,49888.26098044108,2,1,4,4,1247,0
v3_primary_challenge,C3,1009,50121.71834224269,3,1,3,3,1252,0
v3_primary_challenge,C3,1009,50146.08386949104,2,1,3,4,1252,1
v3_primary_challenge,C3,1009,50175.707926354546,2,1,5,5,1253,0
v3_primary_challenge,C3,1009,50475.29721593118,2,1,5,5,1259,0
v3_primary_challenge,C3,1009,50505.78562291497,3,1,5,4,1261,1
v3_primary_challenge,C3,1009,50515.78562291497,2,1,5,4,1261,1
v3_primary_challenge,C3,1009,50577.949233661566,2,1,3,3,1262,0
v3_primary_challenge,C3,1009,50775.88283195515,2,1,1,4,1268,1
v3_primary_challenge,C3,1009,50888.30870446889,2,1,2,2,1269,0
v3_primary_challenge,C3,1009,51017.99491445177,2,1,3,4,1273,1
v3_primary_challenge,C3,1009,51250.880501069514,4,1,3,2,1279,1
v3_primary_challenge,C3,1009,51273.521397630066,3,1,3,1,1279,1
v3_primary_challenge,C3,1009,51343.521397630066,4,1,2,1,1279,1
v3_primary_challenge,C3,1009,51413.521397630066,4,1,3,4,1279,1
v3_primary_challenge,C3,1009,51425.253249414876,3,1,3,4,1279,1
v3_primary_challenge,C3,1009,51485.595825717464,3,1,5,3,1282,1
v3_primary_challenge,C3,1009,51495.595825717464,2,1,5,5,1282,0
v3_primary_challenge,C3,1009,51587.85767741094,2,1,5,1,1282,1
v3_primary_challenge,C3,1009,51699.77382919408,4,1,2,2,1283,0
v3_primary_challenge,C3,1009,51729.840361484785,3,1,2,5,1285,1
v3_primary_challenge,C3,1009,51799.840361484785,4,1,3,5,1285,1
v3_primary_challenge,C3,1009,51809.840361484785,3,1,3,3,1287,0
v3_primary_challenge,C3,1009,51833.987017512016,2,1,3,3,1287,0
v3_primary_challenge,C3,1009,51903.987017512016,3,1,4,4,1287,0
v3_primary_challenge,C3,1009,51973.987017512016,4,1,5,4,1289,1
v3_primary_challenge,C3,1009,51995.29142702543,4,1,4,1,1289,1
v3_primary_challenge,C3,1009,52005.29142702543,3,1,4,5,1289,1
v3_primary_challenge,C3,1009,52015.29142702543,2,1,4,5,1289,1
v3_primary_challenge,C3,1009,52213.738389867875,3,1,5,5,1293,0
v3_primary_challenge,C3,1009,52283.738389867875,4,1,4,1,1293,1
v3_primary_challenge,C3,1009,52301.9565266468,4,1,2,1,1293,1
v3_primary_challenge,C3,1009,52312.577772213335,3,1,2,4,1295,1
v3_primary_challenge,C3,1009,52333.50894519478,2,1,2,4,1295,1
v3_primary_challenge,C3,1009,52447.30085132022,2,1,3,2,1297,1
v3_primary_challenge,C3,1009,52485.25614240102,3,1,3,1,1297,1
v3_primary_challenge,C3,1009,52526.25886562691,2,1,5,3,1299,1
v3_primary_challenge,C3,1009,52557.0239970989,2,1,4,5,1300,1
v3_primary_challenge,C3,1009,53154.024756588326,2,1,4,4,1315,0
v3_primary_challenge,C3,1009,53202.85290657938,2,1,3,4,1317,1
v3_primary_challenge,C3,1009,53240.267848577765,2,1,2,2,1318,0
v3_primary_challenge,C3,1009,53389.15299589426,2,1,5,5,1320,0
v3_primary_challenge,C3,1009,53408.12522071397,2,1,1,1,1321,0
v3_primary_challenge,C3,1009,53478.12522071397,3,1,3,5,1321,1
v3_primary_challenge,C3,1009,53491.11197350981,2,1,3,3,1323,0
v3_primary_challenge,C3,1009,53561.11197350981,3,1,4,4,1323,0
v3_primary_challenge,C3,1009,53603.45342244294,3,1,3,3,1323,0
v3_primary_challenge,C3,1009,53673.45342244294,4,1,5,3,1326,1
v3_primary_challenge,C3,1009,53743.45342244294,5,1,1,1,1326,0
v3_primary_challenge,C3,1009,53779.35224504429,4,1,4,5,1326,1
v3_primary_challenge,C3,1009,53849.35224504429,4,1,1,1,1326,0
v3_primary_challenge,C3,1009,53859.35224504429,3,1,1,4,1326,1
v3_primary_challenge,C3,1009,53876.904410099516,2,1,1,4,1326,1
v3_primary_challenge,C3,1009,54084.427670317375,2,1,1,1,1332,0
v3_primary_challenge,C3,1009,54599.271055160156,3,1,2,3,1347,1
v3_primary_challenge,C3,1009,54642.825698062545,3,1,4,2,1348,1
v3_primary_challenge,C3,1009,54722.825698062545,2,1,5,5,1348,0
v3_primary_challenge,C3,1009,54798.04083044346,3,1,2,2,1351,0
v3_primary_challenge,C3,1009,54868.04083044346,3,1,5,5,1351,0
v3_primary_challenge,C3,1009,54938.04083044346,5,1,4,2,1351,1
v3_primary_challenge,C3,1009,54971.15745515676,4,1,1,2,1351,1
v3_primary_challenge,C3,1009,55037.40364842806,3,1,4,5,1352,1
v3_primary_challenge,C3,1009,55107.40364842806,3,1,5,5,1352,0
v3_primary_challenge,C3,1009,55177.40364842806,4,1,3,5,1355,1
v3_primary_challenge,C3,1009,55187.40364842806,3,1,3,4,1353,1
v3_primary_challenge,C3,1009,55257.40364842806,4,1,2,4,1353,1
v3_primary_challenge,C3,1009,55274.09510927064,3,1,2,3,1355,1
v3_primary_challenge,C3,1009,55334.45178760462,2,1,3,3,1355,0
v3_primary_challenge,C3,1009,55399.430661683036,2,1,1,3,1357,1
v3_primary_challenge,C3,1009,55649.430661683036,2,1,5,1,1364,1
v3_primary_challenge,C3,1009,55755.632760627355,3,1,4,3,1367,1
v3_primary_challenge,C3,1009,55775.99411252826,2,1,4,4,1367,0
v3_primary_challenge,C3,1009,55792.07949832885,2,1,4,1,1367,1
v3_primary_challenge,C3,1009,56911.80631121522,2,1,4,4,1401,0
v3_primary_challenge,C3,1009,56963.51286214211,3,1,2,2,1402,0
v3_primary_challenge,C3,1009,57033.51286214211,4,1,5,5,1402,0
v3_primary_challenge,C3,1009,57050.99968845651,3,1,5,5,1405,0
v3_primary_challenge,C3,1009,57060.99968845651,2,1,5,5,1405,0
v3_primary_challenge,C3,1009,57804.404483145525,4,1,1,4,1430,1
v3_primary_challenge,C3,1009,57874.404483145525,4,1,5,5,1428,0
v3_primary_challenge,C3,1009,57884.404483145525,3,1,5,5,1430,0
v3_primary_challenge,C3,1009,57936.02575281539,2,1,5,1,1429,1
v3_primary_challenge,C3,1009,57969.63778349884,2,1,5,5,1431,0
v3_primary_challenge,C3,1009,58827.821690752855,2,1,2,3,1457,1
v3_primary_challenge,C3,1009,58880.0084256091,2,1,4,4,1458,0
v3_primary_challenge,C3,1009,58907.404222950274,3,1,1,4,1461,1
v3_primary_challenge,C3,1009,58918.93625193176,2,1,1,1,1461,0
v3_primary_challenge,C3,1009,59063.21197078414,2,1,5,3,1464,1
v3_primary_challenge,C3,1009,59133.21197078414,3,1,4,4,1464,0
v3_primary_challenge,C3,1009,59144.42716039203,2,1,4,5,1464,1
v3_primary_challenge,C3,1009,59178.921839534574,2,1,1,4,1466,1
v3_primary_challenge,C3,1009,59522.670315304444,3,1,1,5,1474,1
v3_primary_challenge,C3,1009,59592.670315304444,5,1,5,3,1477,1
v3_primary_challenge,C3,1009,59635.0596887841,4,1,2,1,1477,1
v3_primary_challenge,C3,1009,59645.0596887841,3,1,2,5,1477,1
v3_primary_challenge,C3,1009,59715.0596887841,3,1,5,5,1477,0
v3_primary_challenge,C3,1009,59739.64007359767,2,1,5,2,1477,1
v3_primary_challenge,C3,1009,59809.64007359767,4,1,3,5,1480,1
v3_primary_challenge,C3,1009,59879.64007359767,5,1,1,1,1480,0
v3_primary_challenge,C3,1009,59949.64007359767,5,1,4,3,1480,1
v3_primary_challenge,C3,1009,59982.02760865335,4,1,1,1,1480,0
v3_primary_challenge,C3,1009,60026.3171744068,3,1,4,4,1480,0
v3_primary_challenge,C3,1009,60096.3171744068,3,1,3,1,1480,1
v3_primary_challenge,C3,1009,60106.3171744068,2,1,3,4,1480,1
v3_primary_challenge,C3,1009,60144.15434930354,2,1,2,3,1482,1
v3_primary_challenge,C3,1009,60173.863746107214,2,1,2,2,1483,0
v3_primary_challenge,C3,1009,60243.863746107214,3,1,5,5,1482,0
v3_primary_challenge,C3,1009,60275.71191620131,2,1,5,2,1483,1
v3_primary_challenge,C3,1009,60583.98578111202,2,1,4,5,1493,1
v3_primary_challenge,C3,1009,60674.52719244067,3,1,3,2,1493,1
v3_primary_challenge,C3,1009,60727.31024481951,2,1,3,4,1494,1
v3_primary_challenge,C3,1009,60797.31024481951,4,1,1,4,1494,1
v3_primary_challenge,C3,1009,60867.31024481951,4,1,1,4,1494,1
v3_primary_challenge,C3,1009,60877.86617053883,3,1,1,5,1495,1
v3_primary_challenge,C3,1009,60904.870481651604,3,1,2,2,1497,0
v3_primary_challenge,C3,1009,60916.78391214374,2,1,2,1,1497,1
v3_primary_challenge,C3,1009,61077.839411760964,2,1,2,3,1502,1
v3_primary_challenge,C3,1009,61147.839411760964,3,1,1,1,1502,0
v3_primary_challenge,C3,1009,61217.839411760964,5,1,5,1,1505,1
v3_primary_challenge,C3,1009,61283.16421455848,4,1,2,5,1505,1
v3_primary_challenge,C3,1009,61342.19123153356,3,1,5,2,1505,1
v3_primary_challenge,C3,1009,61412.19123153356,3,1,2,5,1505,1
v3_primary_challenge,C3,1009,61482.19123153356,5,1,4,4,1507,0
v3_primary_challenge,C3,1009,61502.67249302687,4,1,4,4,1507,0
v3_primary_challenge,C3,1009,61519.017667483604,3,1,4,4,1507,0
v3_primary_challenge,C3,1009,61538.58696998026,2,1,4,4,1507,0
v3_primary_challenge,C3,1009,61699.728901951225,2,1,3,4,1510,1
v3_primary_challenge,C3,1009,62542.31531835313,2,1,3,4,1534,1
v3_primary_challenge,C3,1009,62606.16699879727,2,1,1,3,1536,1
v3_primary_challenge,C3,1009,62672.81782663863,3,1,5,5,1536,0
v3_primary_challenge,C3,1009,62738.08824239276,2,1,1,1,1537,0
v3_primary_challenge,C3,1009,62758.82981045586,2,1,1,1,1539,0
v3_primary_challenge,C3,1009,62808.31278970291,2,1,1,1,1540,0
v3_primary_challenge,C3,1009,62968.08824239276,3,1,5,5,1541,0
v3_primary_challenge,C3,1009,62978.08824239276,2,1,5,5,1543,0
v3_primary_challenge,C3,1009,62988.08824239276,2,1,5,5,1544,0
v3_primary_challenge,C3,1009,63520.6703170367,2,1,1,1,1558,0
v3_primary_challenge,C3,1009,63590.6703170367,4,1,2,2,1560,0
v3_primary_challenge,C3,1009,63609.67008998877,4,1,4,1,1560,1
v3_primary_challenge,C3,1009,63679.67008998877,4,1,2,1,1560,1
v3_primary_challenge,C3,1009,63749.67008998877,4,1,5,1,1560,1
v3_primary_challenge,C3,1009,63759.67008998877,2,1,5,5,1562,0
v3_primary_challenge,C3,1009,63769.67008998877,2,1,5,5,1563,0
v3_primary_challenge,C3,1009,63959.22754739289,3,1,4,1,1566,1
v3_primary_challenge,C3,1009,64029.22754739289,5,1,3,3,1566,0
v3_primary_challenge,C3,1009,64099.22754739289,5,1,2,5,1566,1
v3_primary_challenge,C3,1009,64128.516857914285,4,1,5,4,1566,1
v3_primary_challenge,C3,1009,64138.516857914285,3,1,5,3,1566,1
v3_primary_challenge,C3,1009,64208.516857914285,3,1,2,3,1566,1
v3_primary_challenge,C3,1009,64259.99419653551,2,1,5,2,1568,1
v3_primary_challenge,C3,1009,64296.55151927069,3,1,4,1,1568,1
v3_primary_challenge,C3,1009,64306.55151927069,2,1,4,5,1569,1
v3_primary_challenge,C3,1009,64646.60658813101,2,1,4,4,1580,0
v3_primary_challenge,C3,1009,64716.60658813101,4,1,3,5,1579,1
v3_primary_challenge,C3,1009,64762.394492514686,3,1,2,2,1580,0
v3_primary_challenge,C3,1009,64783.38086358955,2,1,3,2,1582,1
v3_primary_challenge,C3,1009,64818.097994357195,2,1,1,3,1583,1
v3_primary_challenge,C3,1009,64985.53380252358,2,1,1,4,1588,1
v3_primary_challenge,C3,1009,65225.53380252358,2,1,1,1,1592,0
v3_primary_challenge,C3,1009,65311.12850658144,3,1,4,1,1596,1
v3_primary_challenge,C3,1009,65360.947222543786,2,1,4,4,1596,0
v3_primary_challenge,C3,1009,65608.94040692702,2,1,1,4,1600,1
v3_primary_challenge,C3,1009,65671.88324698676,3,1,2,2,1601,0
v3_primary_challenge,C3,1009,65741.88324698676,4,1,5,1,1601,1
v3_primary_challenge,C3,1009,65811.88324698676,5,1,2,1,1601,1
v3_primary_challenge,C3,1009,65824.89224162443,4,1,2,1,1601,1
v3_primary_challenge,C3,1009,65853.8617670612,3,1,2,2,1604,0
v3_primary_challenge,C3,1009,65898.5842082637,2,1,2,5,1603,1
v3_primary_challenge,C3,1009,66029.10566195939,2,1,2,4,1606,1
v3_primary_challenge,C3,1009,66099.10566195939,3,1,5,4,1606,1
v3_primary_challenge,C3,1009,66111.10134444282,2,1,5,2,1607,1
v3_primary_challenge,C3,1009,66331.10134444282,2,1,5,4,1613,1
v3_primary_challenge,C3,1009,66368.42863080256,2,1,3,3,1613,0
v3_primary_challenge,C3,1009,66403.3259771271,2,1,3,3,1615,0
v3_primary_challenge,C3,1009,66473.3259771271,3,1,3,1,1614,1
v3_primary_challenge,C3,1009,66489.5361139704,2,1,3,2,1615,1
v3_primary_challenge,C3,1009,66499.5361139704,2,1,3,4,1616,1
v3_primary_challenge,C3,1009,66569.5361139704,2,1,3,4,1616,1
v3_primary_challenge,C3,1009,66592.46880478006,2,1,5,3,1618,1
v3_primary_challenge,C3,1009,66790.41762808322,4,1,5,1,1623,1
v3_primary_challenge,C3,1009,66800.41762808322,3,1,5,5,1623,0
v3_primary_challenge,C3,1009,66829.2192802219,2,1,5,5,1623,0
v3_primary_challenge,C3,1009,67046.67882487834,2,1,3,3,1626,0
v3_primary_challenge,C3,1009,67078.27103104397,4,1,5,3,1630,1
v3_primary_challenge,C3,1009,67148.27103104397,4,1,2,3,1629,1
v3_primary_challenge,C3,1009,67198.27354217115,3,1,3,2,1630,1
v3_primary_challenge,C3,1009,67268.27354217115,4,1,2,3,1631,1
v3_primary_challenge,C3,1009,67337.20768804703,3,1,1,3,1630,1
v3_primary_challenge,C3,1009,67407.20768804703,4,1,3,3,1629,0
v3_primary_challenge,C3,1009,67424.68907626545,3,1,4,1,1631,1
v3_primary_challenge,C3,1009,67494.44081516606,3,1,5,3,1631,1
v3_primary_challenge,C3,1009,67528.34050089029,2,1,5,4,1632,1
v3_primary_challenge,C3,1009,68717.74422802494,2,1,1,5,1669,1
v3_primary_challenge,C3,1009,68737.8810272812,2,1,1,4,1669,1
v3_primary_challenge,C3,1009,68878.30560424144,3,1,2,1,1673,1
v3_primary_challenge,C3,1009,68888.30560424144,2,1,2,1,1672,1
v3_primary_challenge,C3,1009,69850.22739994689,3,1,4,5,1702,1
v3_primary_challenge,C3,1009,69873.20200982144,2,1,4,4,1702,0
v3_primary_challenge,C3,1009,70444.49243983028,2,1,4,4,1719,0
v3_primary_challenge,C3,1009,70957.3806978713,3,1,3,3,1733,0
v3_primary_challenge,C3,1009,71018.277508909,4,1,3,2,1733,1
v3_primary_challenge,C3,1009,71028.277508909,3,1,3,3,1736,0
v3_primary_challenge,C3,1009,71209.42332234721,3,1,4,4,1740,0
v3_primary_challenge,C3,1009,71279.42332234721,3,1,1,4,1740,1
v3_primary_challenge,C3,1009,71289.42332234721,2,1,1,1,1740,0
v3_primary_challenge,C3,1009,71317.9891596136,2,1,3,3,1740,0
v3_primary_challenge,C3,1009,71387.9891596136,3,1,5,1,1740,1
v3_primary_challenge,C3,1009,71397.9891596136,2,1,5,3,1741,1
v3_primary_challenge,C3,1009,71450.26321010194,2,1,2,5,1743,1
v3_primary_challenge,C3,1009,71495.32496400802,2,1,2,2,1744,0
v3_primary_challenge,C3,1009,71657.97673135111,2,1,5,2,1747,1
v3_primary_challenge,C3,1009,73396.85967632162,3,1,4,5,1802,1
v3_primary_challenge,C3,1009,73458.08221304421,3,1,1,4,1803,1
v3_primary_challenge,C3,1009,73468.08221304421,2,1,1,1,1803,0
v3_primary_challenge,C3,1009,73552.23323306562,2,1,1,2,1803,1
v3_primary_challenge,C3,1009,73622.23323306562,5,1,4,1,1806,1
v3_primary_challenge,C3,1009,73639.38538384107,4,1,3,1,1806,1
v3_primary_challenge,C3,1009,73709.38538384107,4,1,4,4,1806,0
v3_primary_challenge,C3,1009,73719.38538384107,3,1,4,3,1806,1
v3_primary_challenge,C3,1009,73752.54881508808,2,1,4,3,1806,1
v3_primary_challenge,C3,1009,74391.57571217521,4,1,4,4,1825,0
v3_primary_challenge,C3,1009,74454.67370473647,3,1,4,5,1825,1
v3_primary_challenge,C3,1009,74469.97216091394,3,1,4,5,1825,1
v3_primary_challenge,C3,1009,74512.18064405215,2,1,2,2,1826,0
v3_primary_challenge,C3,1009,74678.59356109302,2,1,4,2,1830,1
v3_primary_challenge,C3,1009,74748.59356109302,3,1,5,2,1830,1
v3_primary_challenge,C3,1009,74772.57347818758,3,1,5,5,1833,0
v3_primary_challenge,C3,1009,74852.57347818758,2,1,1,1,1833,0
v3_primary_challenge,C3,1009,74922.57347818758,3,1,1,5,1833,1
v3_primary_challenge,C3,1009,74984.0687614344,4,1,2,4,1835,1
v3_primary_challenge,C3,1009,74994.0687614344,3,1,2,4,1835,1
v3_primary_challenge,C3,1009,75027.67168063865,2,1,2,1,1836,1
v3_primary_challenge,C3,1009,75629.83806869989,2,1,3,3,1852,0
v3_primary_challenge,C3,1009,75688.52165948112,3,1,2,3,1856,1
v3_primary_challenge,C3,1009,75704.07567389496,2,1,2,2,1856,0
v3_primary_challenge,C3,1009,75774.07567389496,2,1,3,2,1856,1
v3_primary_challenge,C3,1009,75844.07567389496,4,1,5,4,1856,1
v3_primary_challenge,C3,1009,75862.28731812768,3,1,5,4,1856,1
v3_primary_challenge,C3,1009,75932.28731812768,4,1,1,5,1859,1
v3_primary_challenge,C3,1009,76000.82132985655,4,1,2,1,1860,1
v3_primary_challenge,C3,1009,76052.52639804904,3,1,2,1,1859,1
v3_primary_challenge,C3,1009,76063.19964684594,2,1,2,1,1859,1
v3_primary_challenge,C3,1009,76279.33285060572,2,1,2,2,1864,0
v3_primary_challenge,C3,1009,77366.30208474245,2,1,3,1,1896,1
v3_primary_challenge,C3,1009,77436.30208474245,3,1,5,5,1896,0
v3_primary_challenge,C3,1009,77446.30208474245,3,1,5,3,1896,1
v3_primary_challenge,C3,1009,77516.30208474245,4,1,4,3,1896,1
v3_primary_challenge,C3,1009,77526.30208474245,3,1,4,4,1899,0
v3_primary_challenge,C3,1009,78436.31165972771,3,1,5,1,1928,1
v3_primary_challenge,C3,1009,78446.31165972771,2,1,5,5,1928,0
v3_primary_challenge,C3,1009,78663.86928547485,3,1,4,5,1933,1
v3_primary_challenge,C3,1009,78743.86928547485,3,1,3,4,1936,1
v3_primary_challenge,C3,1009,78813.86928547485,4,1,5,5,1936,0
v3_primary_challenge,C3,1009,78838.67303143271,4,1,5,3,1936,1
v3_primary_challenge,C3,1009,78882.87741101727,3,1,5,3,1936,1
v3_primary_challenge,C3,1009,78892.87741101727,2,1,5,5,1938,0
v3_primary_challenge,C3,1009,79113.39955297828,4,1,5,3,1941,1
v3_primary_challenge,C3,1009,79128.07213634283,3,1,5,5,1944,0
v3_primary_challenge,C3,1009,79143.07863898201,2,1,5,5,1944,0
v3_primary_challenge,C3,1009,79213.07863898201,3,1,4,4,1944,0
v3_primary_challenge,C3,1009,79223.07863898201,2,1,4,5,1944,1
v3_primary_challenge,C3,1009,79499.23695602937,2,1,5,5,1953,0
v3_primary_challenge,C3,1009,80141.88789446493,2,1,2,2,1971,0
v3_primary_challenge,C3,1009,80222.45614700501,3,1,3,3,1971,0
v3_primary_challenge,C3,1009,80258.28443907744,3,1,4,3,1974,1
v3_primary_challenge,C3,1009,80290.31988312019,3,1,4,3,1973,1
v3_primary_challenge,C3,1009,80359.95201548704,2,1,4,1,1974,1
v3_primary_challenge,C3,1009,80586.84657010797,2,1,3,3,1980,0
v3_primary_challenge,C3,1009,80656.84657010797,3,1,3,3,1981,0
v3_primary_challenge,C3,1009,80666.84657010797,2,1,3,3,1981,0
v3_primary_challenge,C3,1009,80691.39071502238,2,1,3,3,1982,0
v3_primary_challenge,C3,1009,80749.93507272715,2,1,4,4,1982,0
v3_primary_challenge,C3,1009,80819.93507272715,3,1,4,3,1982,1
v3_primary_challenge,C3,1009,80865.5265554067,3,1,5,5,1984,0
v3_primary_challenge,C3,1009,80929.47273008559,3,1,4,4,1984,0
v3_primary_challenge,C3,1009,80956.74914602922,2,1,4,5,1985,1
v3_primary_challenge,C3,1009,81642.85845601348,2,1,2,4,2006,1
v3_primary_challenge,C3,1009,81732.85845601348,3,1,1,1,2007,0
v3_primary_challenge,C3,1009,81765.07868694539,2,1,1,2,2008,1
v3_primary_challenge,C3,1009,82271.6927414372,2,1,5,5,2024,0
v3_primary_challenge,C3,1009,82670.58575211772,2,1,3,3,2035,0
v3_primary_challenge,C3,1009,82826.20525544765,2,1,5,1,2038,1
v3_primary_challenge,C3,1009,83346.48098007966,3,1,4,5,2054,1
v3_primary_challenge,C3,1009,83356.48098007966,2,1,3,3,2054,0
v3_primary_challenge,C3,1009,83497.76460378614,2,1,5,1,2058,1
v3_primary_challenge,C3,1009,83549.296592737,3,1,4,4,2058,0
v3_primary_challenge,C3,1009,83599.09953572034,2,1,4,4,2060,0
v3_primary_challenge,C3,1009,83669.09953572034,3,1,2,4,2061,1
v3_primary_challenge,C3,1009,83679.09953572034,2,1,2,4,2060,1
v3_primary_challenge,C3,1009,83880.52625408681,2,1,4,4,2064,0
v3_primary_challenge,C3,1009,84667.01690282754,2,1,5,5,2088,0
v3_primary_challenge,C3,1009,84744.38376114692,2,1,3,3,2089,0
v3_primary_challenge,C3,1009,84814.38376114692,3,1,3,3,2091,0
v3_primary_challenge,C3,1009,84824.38376114692,3,1,3,3,2092,0
v3_primary_challenge,C3,1009,84836.79265445059,2,1,3,3,2092,0
v3_primary_challenge,C3,1009,85048.44625879203,3,1,1,1,2094,0
v3_primary_challenge,C3,1009,85069.32225701763,3,1,4,4,2096,0
v3_primary_challenge,C3,1009,85093.79914234944,2,1,4,1,2096,1
v3_primary_challenge,C3,1009,85141.39893917028,2,1,4,4,2098,0
v3_primary_challenge,C3,1009,85300.39565022298,4,1,3,5,2099,1
v3_primary_challenge,C3,1009,85340.37502046935,4,1,3,5,2099,1
v3_primary_challenge,C3,1009,85359.61896667641,3,1,3,4,2100,1
v3_primary_challenge,C3,1009,85370.90634786592,2,1,3,1,2101,1
v3_primary_challenge,C3,1009,85589.31328888524,2,1,1,1,2106,0
v3_primary_challenge,C3,1009,85625.94362574459,2,1,2,1,2108,1
v3_primary_challenge,C3,1009,85988.72192205077,4,1,1,4,2116,1
v3_primary_challenge,C3,1009,86052.85993921981,4,1,2,3,2116,1
v3_primary_challenge,C3,1009,86078.24114789233,3,1,2,1,2118,1
v3_primary_challenge,C3,1009,86088.24114789233,2,1,2,1,2118,1
v3_primary_challenge,C4,1009,0.0,5,1,3,2,2,1
v3_primary_challenge,C4,1009,44.467855619051626,4,1,3,3,2,0
v3_primary_challenge,C4,1009,54.467855619051626,3,1,3,3,5,0
v3_primary_challenge,C4,1009,65.72865448277592,2,1,3,3,5,0
v3_primary_challenge,C4,1009,1104.8731922360164,2,1,3,2,35,1
v3_primary_challenge,C4,1009,1174.8731922360164,5,1,1,1,35,0
v3_primary_challenge,C4,1009,1244.8731922360164,5,1,3,4,36,1
v3_primary_challenge,C4,1009,1254.8731922360164,4,1,1,2,36,1
v3_primary_challenge,C4,1009,1285.6463452548753,3,1,1,1,36,0
v3_primary_challenge,C4,1009,1322.9633489543912,2,1,1,1,38,0
v3_primary_challenge,C4,1009,1618.729982928598,2,1,3,3,43,0
v3_primary_challenge,C4,1009,1673.3159200184978,2,1,3,3,45,0
v3_primary_challenge,C4,1009,1729.043398487915,2,1,3,2,46,1
v3_primary_challenge,C4,1009,1990.356927844349,3,1,3,2,53,1
v3_primary_challenge,C4,1009,2021.6886945924903,3,1,4,5,53,1
v3_primary_challenge,C4,1009,2367.354934957648,2,1,3,3,64,0
v3_primary_challenge,C4,1009,2394.883649914435,2,1,1,1,64,0
v3_primary_challenge,C4,1009,2989.799345560763,4,1,1,3,83,1
v3_primary_challenge,C4,1009,3042.7475894308404,3,1,1,3,83,1
v3_primary_challenge,C4,1009,3052.7475894308404,3,1,3,2,83,1
v3_primary_challenge,C4,1009,3066.4520144235175,2,1,3,3,83,0
v3_primary_challenge,C4,1009,3476.440449602541,2,1,4,2,92,1
v3_primary_challenge,C4,1009,3501.5589620246215,3,1,1,2,95,1
v3_primary_challenge,C4,1009,3567.737230409059,3,1,3,2,96,1
v3_primary_challenge,C4,1009,3577.737230409059,2,1,2,2,96,0
v3_primary_challenge,C4,1009,3787.737230409059,2,1,1,1,100,0
v3_primary_challenge,C4,1009,3857.737230409059,4,1,1,2,100,1
v3_primary_challenge,C4,1009,3879.7515758023114,3,1,1,4,100,1
v3_primary_challenge,C4,1009,3896.973301602111,3,1,3,2,101,1
v3_primary_challenge,C4,1009,3921.2035989947835,2,1,4,4,102,0
v3_primary_challenge,C4,1009,3991.2035989947835,2,1,4,4,103,0
v3_primary_challenge,C4,1009,5024.054075810609,2,1,1,1,134,0
v3_primary_challenge,C4,1009,5034.054075810609,2,1,1,1,135,0
v3_primary_challenge,C4,1009,5057.1244375009155,2,1,1,1,136,0
v3_primary_challenge,C4,1009,5250.895353101975,3,1,4,4,140,0
v3_primary_challenge,C4,1009,5260.895353101975,2,1,4,4,140,0
v3_primary_challenge,C4,1009,5328.723923854136,3,1,1,4,142,1
v3_primary_challenge,C4,1009,5356.045816461847,2,1,3,4,142,1
v3_primary_challenge,C4,1009,5566.013194377379,3,1,1,4,146,1
v3_primary_challenge,C4,1009,5576.148124593843,2,1,1,1,147,0
v3_primary_challenge,C4,1009,6072.843070557831,2,1,3,3,160,0
v3_primary_challenge,C4,1009,6317.994882478863,2,1,3,3,167,0
v3_primary_challenge,C4,1009,6441.5555547415825,3,1,3,4,169,1
v3_primary_challenge,C4,1009,6510.869565283414,3,1,3,3,169,0
v3_primary_challenge,C4,1009,6580.869565283414,4,1,1,5,169,1
v3_primary_challenge,C4,1009,6650.869565283414,4,1,1,4,169,1
v3_primary_challenge,C4,1009,6662.129034090867,4,1,3,4,173,1
v3_primary_challenge,C4,1009,6732.129034090867,4,1,3,4,173,1
v3_primary_challenge,C4,1009,6755.391492469067,3,1,2,4,173,1
v3_primary_challenge,C4,1009,6810.810492743161,2,1,2,4,173,1
v3_primary_challenge,C4,1009,7140.670900951464,2,1,2,5,182,1
v3_primary_challenge,C4,1009,7256.131528389555,3,1,1,1,184,0
v3_primary_challenge,C4,1009,7280.50255505807,3,1,1,4,185,1
