scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,solver_mean_time_s,solver_median_time_s,solver_p95_time_s,solver_max_time_s,solver_mean_binary_variables,solver_mean_constraints,solver_mean_available_agv_slot_pairs,solver_mean_actual_busy_agv_slot_pairs,solver_mean_forecast_busy_agv_slot_pairs,solver_infeasible_calls,solver_time_limit_calls,solver_fallback_calls,solver_safety_slack_total,solver_reserve_slack_total,solver_task_slack_total
v3_primary_challenge,C1,1007,2167,2161,90.04166666666667,99.72311952007384,2.9397121525449643,77.80147187905392,1.3487924576903774,33.89473684210527,20.390070921985814,66.10526315789474,0.3130859964207283,10.327293100068346,0,140.0,26.06599999999989,4.518888888888884,30.58904128853781,28.13756713803625,2.4514741505015585,91.98577645053503,29.636111111110967,0.0,28.13756713803625,42.484779567413625,0.0,0,51.63646550034173,0,0.0,0,14,0.3,0.7,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C2,1007,2167,2166,90.25,99.95385325334564,1.0207818836225089,124.26106167089237,0.24277684147628223,20.21052631578948,2.1867612293144156,79.78947368421052,0.3021217124073304,9.533744392513958,0,11510.0,28.33999999999972,4.676805555555568,34.53618353336108,31.711599241703286,2.824584291657795,91.82137687874713,19.885013899302674,21.196717505970547,10.514881735732743,47.966921574112625,2.0,4,47.668721962569784,546,34.798534798534796,247,1151,,,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C3,1007,2167,2166,90.25,99.95385325334564,0.4959371279570632,4.503911062619469,0.017144303680344575,10.526315789473683,0.0,89.47368421052632,0.319469458060485,0.0,0,13960.0,28.829999999999664,4.71083333333335,28.29099509822538,25.902412978688496,2.388582119536899,91.55709401085466,31.233824356777085,25.902412978688496,0.0,39.29304874753529,2.0,4,0.0,671,55.439642324888226,293,1396,,,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C4,1007,2167,2166,90.25,99.95385325334564,0.4959371279570632,4.503911062619469,0.017144303680344575,10.526315789473683,0.0,89.47368421052632,0.319469458060485,0.0,0,13960.0,28.829999999999664,4.71083333333335,28.29099509822538,25.920128696658843,2.3708664015665617,91.61971364621509,26.736413622675215,25.920128696658843,0.0,39.29304874753529,2.0,4,0.0,671,50.670640834575266,293,1396,,,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C5,1007,2167,2166,90.25,99.95385325334564,0.4959371279570632,4.503911062619469,0.017144303680344575,10.526315789473683,0.0,89.47368421052632,0.319469458060485,0.0,0,13960.0,28.829999999999664,4.71083333333335,28.290995098225377,25.9022433667329,2.388751731492499,91.55649448455662,24.66324374847512,25.9022433667329,0.0,39.29304874753529,2.0,4,0.0,671,43.96423248882265,293,1396,,,4.649496683989128,1396,0.003330585017184189,0.0019647914996312466,0.007537569500527752,0.018061899001622805,27.722063037249285,140.19054441260744,27.722063037249285,0.0,23.58022922636103,0.0,0.0,0.0,0.0,81.9174283270176,28.24833384167959
v3_primary_challenge,C1,1008,2146,2136,89.0,99.53401677539608,2.0343244134605323,88.0907455149211,0.8497390487702603,31.662870159453306,8.611599297012306,68.3371298405467,0.33105345826287874,13.703560660375697,0,120.0,25.637999999999906,4.46291666666666,26.220755025363648,24.11012558463216,2.1106294407314867,91.9505390340978,29.66863919202129,0.0,24.11012558463216,36.41771531300507,0.0,0,68.51780330187849,0,0.0,0,12,0.3,0.7,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C2,1008,2146,2136,89.0,99.53401677539608,0.5031451253392387,77.62983650362573,0.05202039232612531,10.933940774487471,0.11716461628588082,89.06605922551253,0.3160225623733798,0.0,0,13820.0,28.3779999999997,4.653194444444457,31.631877545583244,28.973023459341043,2.6588540862422234,91.594384233403,19.86841008079063,25.46644396338057,3.5065794959604686,43.93316325775453,2.0,4,0.0,652,36.19631901840491,302,1382,,,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C3,1008,2146,2136,89.0,99.53401677539608,0.4281887237263722,3.571786913525769,0.011974988757186097,9.56719817767654,0.0,90.43280182232346,0.3216171243481278,0.0,0,14630.0,28.539999999999694,4.664444444444459,29.61783523467397,27.105210454144114,2.5126247805298787,91.51651442240352,43.19064728019878,27.105210454144114,0.0,41.13588227038054,2.0,4,0.0,699,57.36766809728183,317,1463,,,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C4,1008,2146,2136,89.0,99.53401677539608,0.4281887237263722,3.571786913525769,0.011974988757186097,9.56719817767654,0.0,90.43280182232346,0.32161712434812784,0.0,0,14630.0,28.53999999999969,4.6644444444444595,29.61783523467397,27.090108015709944,2.527727218964044,91.46552339515758,35.48681613376864,27.090108015709944,0.0,41.13588227038054,2.0,4,0.0,699,50.64377682403433,317,1463,,,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C5,1008,2146,2136,89.0,99.53401677539608,0.4281887237263722,3.571786913525769,0.011974988757186097,9.56719817767654,0.0,90.43280182232346,0.3216171243481278,0.0,0,14630.0,28.53999999999969,4.6644444444444595,29.61783523467397,27.087522263032206,2.5303129716417727,91.45679300464373,27.43856988205013,27.087522263032206,0.0,41.13588227038054,2.0,4,0.0,699,41.77396280400572,317,1463,,,3.1217028309729358,1463,0.00213376816881267,0.0015090429988049436,0.0054941475991654425,0.018679714001336833,27.477785372522213,139.21736158578264,27.477785372522213,0.0,23.493506493506494,0.0,0.0,0.0,0.0,2.715422093298468,0.8904076096179905
v3_primary_challenge,C1,1009,2120,2119,88.29166666666667,99.95283018867924,3.1738068196150033,113.90963494280568,1.694004660320682,35.87223587223587,14.886164623467602,64.12776412776412,0.3193180744331278,26.52266999461373,0,150.0,25.527999999999913,4.422777777777773,33.04549320407397,30.14397918483408,2.9015140192398947,91.21963772390548,29.62423699723408,0.0,30.14397918483408,45.89651833899163,0.0,0,132.61334997306864,0,0.0,0,15,0.3,0.7,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C2,1009,2120,2120,88.33333333333333,100.0,0.5668914428281385,76.2758260271267,0.06898901831962298,14.250614250614246,0.4086398131932234,85.74938574938575,0.3213407897622636,0.0,0,13820.0,28.26199999999972,4.612638888888903,32.317315685585086,29.658106604301146,2.6592090812839726,91.77156572298465,19.675136750934954,26.141863441847896,3.5162431624532524,44.88516067442378,2.0,4,0.0,660,37.878787878787875,298,1382,,,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C3,1009,2120,2120,88.33333333333333,100.0,0.4122889213091797,4.0288304580807255,0.011007360279188347,9.336609336609335,0.0,90.66339066339066,0.3276505622905711,0.0,0,14580.0,28.413999999999707,4.623194444444461,30.045797575394374,27.544649560839737,2.5011480145546683,91.67554794217571,34.168800944626796,27.544649560839737,0.0,41.73027441027001,2.0,4,0.0,696,60.05747126436781,320,1458,,,0.0,0,,,,,,,,,,,,,,,
v3_primary_challenge,C4,1009,2120,2120,88.33333333333333,100.0,0.4122889213091797,4.0288304580807255,0.011007360279188347,9.336609336609335,0.0,90.66339066339066,0.3276505622905711,0.0,0,14580.0,28.413999999999703,4.62319444444446,30.04579757539437,27.52013401908124,2.525663556313172,91.59395402975925,32.0860056008162,27.52013401908124,0.0,41.73027441027001,2.0,4,0.0,696,54.45402298850575,320,1458,,,0.0,0,,,,,,,,,,,,,,,
