scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,solver_mean_time_s,solver_median_time_s,solver_p95_time_s,solver_max_time_s,solver_mean_binary_variables,solver_mean_constraints,solver_mean_available_agv_slot_pairs,solver_mean_actual_busy_agv_slot_pairs,solver_mean_forecast_busy_agv_slot_pairs,solver_infeasible_calls,solver_time_limit_calls,solver_fallback_calls,solver_safety_slack_total,solver_reserve_slack_total,solver_task_slack_total
v3_base,C1,1007,1826,1818,75.75,99.5618838992333,0.9469392319466535,57.13222655583595,0.3771484278985376,0,4.381161007667034,100,0.4257064978064012,0.0,0,110.0,21.933999999999944,3.8056944444444345,24.145660789695594,22.125956026925238,2.019704762770357,91.63533033797822,29.678888888888554,0.0,22.125956026925238,16.767819992844164,0.0,0,0.0,0,0.0,0,11,0.3,0.7,0.0,0,,,,,,,,,,,,,,,
v3_base,C2,1007,1826,1818,75.75,99.5618838992333,0.17894304663765648,2.9321529450288533,0.0,0,0.0,100,0.3797855402774538,0.0,0,24470.0,26.805999999999486,4.1440277777778,40.67720550011661,37.232627882863966,3.4445776172527265,91.5319216870914,52.09397034604879,37.232627882863966,0.0,28.24805937508099,1.5,3,0.0,216,31.944444444444443,436,2447,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C3,1007,1826,1818,75.75,99.5618838992333,0.17941650424495265,2.9321529450288533,0.0,0,0.0,100,0.3796725242071236,0.0,0,24560.0,26.823999999999486,4.1452777777778,40.71789128543549,37.25187788286395,3.466013402571621,91.48773845316663,52.09397034604879,37.25187788286395,0.0,28.27631339266356,1.5,3,0.0,241,46.47302904564315,446,2456,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C4,1007,1826,1818,75.75,99.5618838992333,0.17920692418729803,2.9321529450288533,0.0,0,0.0,100,0.37978080578661266,0.0,0,24520.0,26.81599999999948,4.144722222222244,40.67890991681941,37.2433223273084,3.4355875895111043,91.55437646550479,52.09397034604879,37.2433223273084,0.0,28.249242997791292,1.5,3,0.0,229,43.23144104803494,440,2452,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C5,1007,1826,1818,75.75,99.5618838992333,0.17907751646482126,2.9321529450288533,0.0,0,0.0,100,0.38336027454572924,0.0,0,19500.0,25.8119999999996,4.075000000000012,39.39030116353746,36.053418929163726,3.3368822343737534,91.52867041935035,52.09397034604879,36.053418929163726,0.0,27.35437580801215,1.5,3,0.0,817,58.62913096695227,391,1950,,,20.95196248198772,2393,0.008755521304633397,0.007030229000520194,0.01933259119905415,0.14407252900127787,47.53238612620142,149.82783117425825,27.98161303802758,0.0,21.589218554116172,0.0,0.0,0.0,0.0,0.0,0.0
v3_base,C1,1008,1782,1778,74.08333333333333,99.77553310886644,0.8234449117242272,46.57129911235437,0.26576160847180424,0,3.8159371492704874,100,0.44352649452859955,0.0,0,100.0,21.40399999999996,3.7138888888888792,22.130461969704164,20.117764473521156,2.0126974961830095,90.90530735897731,29.678888888888554,0.0,20.117764473521156,15.368376367850114,0.0,0,0.0,0,0.0,0,10,0.3,0.7,0.0,0,,,,,,,,,,,,,,,
v3_base,C2,1008,1782,1778,74.08333333333333,99.77553310886644,0.1927398678480267,3.258089424490754,0.0,0,0.0,100,0.39740613999472163,0.0,0,24070.0,26.19799999999951,4.046805555555577,38.733789601900206,35.42347531519229,3.310314286707987,91.45367824648504,54.90784648266482,35.42347531519229,0.0,26.89846500131961,1.5,3,0.0,156,30.76923076923077,479,2407,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C3,1008,1782,1778,74.08333333333333,99.77553310886644,0.19247426119347666,3.258089424490754,0.0,0,0.0,100,0.3978068657189874,0.0,0,23610.0,26.105999999999522,4.040416666666687,38.58952834116454,35.32518829481917,3.2643400463454375,91.54086565275999,54.974804693860776,35.32518829481917,0.0,26.798283570253158,1.5,3,0.0,186,31.72043010752688,464,2361,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C4,1008,1782,1778,74.08333333333333,99.77553310886644,0.1925791532326057,3.258089424490754,0.0,0,0.0,100,0.3976484430154607,0.0,0,23760.0,26.135999999999513,4.042500000000021,38.64656051443409,35.3571845355964,3.2893759788377555,91.48856732642705,54.974804693860776,35.3571845355964,0.0,26.83788924613479,1.5,3,0.0,174,31.60919540229885,473,2376,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C5,1008,1782,1778,74.08333333333333,99.77553310886644,0.1932612019021119,3.258089424490754,0.0,0,0.0,100,0.4010409605845308,0.0,0,19010.0,25.185999999999623,3.9765277777777905,37.425254189568875,34.2266276078543,3.1986265817145902,91.45329363559514,54.722948379361505,34.2266276078543,0.0,25.98975985386729,1.5,3,0.0,937,65.31483457844183,442,1901,,,21.667536035030935,2484,0.008722840593812776,0.007111401999281952,0.018196982552399262,0.12018645100033609,47.65700483091788,151.9134460547504,28.520531400966185,0.0,21.853864734299517,0.0,0.0,0.0,0.0,0.0,0.0
