scenario,strategy,throughput_mean,throughput_std,throughput_median,throughput_p5,throughput_p95,completion_rate_mean,completion_rate_std,completion_rate_median,completion_rate_p5,completion_rate_p95,mean_delay_mean,mean_delay_std,mean_delay_median,mean_delay_p5,mean_delay_p95,max_delay_mean,max_delay_std,max_delay_median,max_delay_p5,max_delay_p95,mean_tardiness_mean,mean_tardiness_std,mean_tardiness_median,mean_tardiness_p5,mean_tardiness_p95,urgent_on_time_rate_mean,urgent_on_time_rate_std,urgent_on_time_rate_median,urgent_on_time_rate_p5,urgent_on_time_rate_p95,urgent_deadline_violation_rate_mean,urgent_deadline_violation_rate_std,urgent_deadline_violation_rate_median,urgent_deadline_violation_rate_p5,urgent_deadline_violation_rate_p95,normal_deadline_violation_rate_mean,normal_deadline_violation_rate_std,normal_deadline_violation_rate_median,normal_deadline_violation_rate_p5,normal_deadline_violation_rate_p95,charging_wait_mean,charging_wait_std,charging_wait_median,charging_wait_p5,charging_wait_p95,low_soc_stops_mean,low_soc_stops_std,low_soc_stops_median,low_soc_stops_p5,low_soc_stops_p95,wpt_loss_mean,wpt_loss_std,wpt_loss_median,wpt_loss_p5,wpt_loss_p95,pad_utilization_mean,pad_utilization_std,pad_utilization_median,pad_utilization_p5,pad_utilization_p95,charging_contention_events_mean,charging_contention_events_std,charging_contention_events_median,charging_contention_events_p5,charging_contention_events_p95,different_decision_rate_C4_vs_C3_mean,different_decision_rate_C4_vs_C3_std,different_decision_rate_C4_vs_C3_median,different_decision_rate_C4_vs_C3_p5,different_decision_rate_C4_vs_C3_p95
stress_w105_p1_kw3,C4,91.53583333333334,3.0986475041339023,91.9375,85.35208333333333,95.36458333333333,87.38807537675373,3.2560733363497167,87.71304185543657,81.53847098800664,91.22919136347012,99.03299481059956,24.216633515925977,97.9028625728325,66.89144432317465,137.60423800212416,408.1844816574654,54.91201196522273,406.2580435405895,330.4037671275941,495.88220590493376,95.89510380378606,24.159694375704717,94.8811258596068,64.07530739383704,134.51722967614043,29.416309874045538,6.4342062250250835,31.161425576519918,18.224332356293765,38.141033967656035,70.58369012595446,6.434206225025083,68.83857442348008,61.858966032343965,81.77566764370623,57.18776191998277,6.371546221773051,55.93774166226816,48.23077798321718,67.25160502184765,155.9212846522479,37.48636576754939,152.52791209095676,104.24739910213134,221.88682664623008,0.0,0.0,0.0,0.0,0.0,10.545960515856558,3.27451181760357,9.978207576360875,6.51761702270647,17.088783571819125,65.015614264022,6.123899746799961,65.54746007352418,54.940582605262634,75.21822537547307,150.48,39.25647743249721,153.5,87.45,209.1,38.2672290378068,8.780426495137137,39.793669871794876,23.163513701488384,49.42736887545866
stress_w105_p1_kw5,C1,101.075,2.7717011198009187,101.0625,96.28125,105.60416666666667,96.47852604104442,2.403955828110899,97.02163597013383,93.12789339689816,99.4042014529111,30.370649342448637,18.341966334736718,23.402156850290343,9.558228987956449,60.42387081205211,172.89446191799902,52.504605416778816,168.65901148565524,114.78450501134328,285.6527633671473,26.9081257434339,18.121741276728144,19.813611917832013,6.8052600725056624,56.68814232208093,22.863068903487274,7.277277922726617,22.487715273692274,13.770423922288375,35.77959183673469,77.13693109651273,7.277277922726617,77.51228472630773,64.2204081632653,86.22957607771163,64.52336137447769,11.747382692281436,67.7645716920426,41.203848641605965,77.35859435064975,51.256645948741415,27.370527125171332,43.46723351695423,13.524025250790094,101.78854981181152,0.0,0.0,0.0,0.0,0.0,11.58927512537598,4.189017361490432,10.755911043725018,6.241586229801041,19.786674801418933,38.90494508486453,3.4894500339554466,38.21154580944433,34.454246560153464,45.73502499107375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w105_p1_kw5,C2,103.54666666666667,1.8767969469405443,103.875,100.50625000000001,106.06458333333333,98.83860204707227,1.45332403782434,99.35533022250053,96.59539565533032,99.84090461913017,10.428209639332264,10.872752584366438,6.65676778754667,2.584736943593553,27.579683279892073,116.815026107834,43.00947606292748,105.34147231121653,63.7283429057171,199.3022150428833,8.044087470351341,10.537410623179458,4.055577845757615,0.8722413883264968,24.366117828167976,42.913501518843695,10.984485264432967,42.602155365963185,25.957903963325954,59.611205432937176,57.086498481156305,10.984485264432967,57.39784463403682,40.38879456706282,74.04209603667404,34.27888513125113,13.857999723584605,34.0910525139915,12.467986943614738,56.75410839140267,16.322543762461734,19.858260873588872,12.028509027518098,0.13413249781042763,46.974517650208995,0.0,0.0,0.0,0.0,0.0,9.613318876569416,3.1008835005461903,8.784406850742926,6.255249842826236,14.291953865306434,36.07802971742989,3.971017793535416,35.6334693070593,30.406493000651338,43.77772269027765,219.16,59.31939146756002,221.5,121.35000000000001,321.69999999999993,17.343876114290808,6.5371759510045635,17.91795665634675,8.139272913466462,26.02383531960996
stress_w105_p1_kw5,C3,97.145,3.151966866056265,97.35416666666666,91.53333333333333,101.67916666666667,92.7193449292522,2.5618186183219662,92.51757158356527,88.9296606669467,96.57473285342736,33.815661978287174,15.278067572705764,34.996452602168276,7.964398094831563,57.01110221756134,260.55915708585815,33.73241702422575,257.65585838167846,221.12165489841712,321.12913719275355,31.60688533053875,14.72309378030643,32.892725947286564,6.5633550697881775,54.05785976075923,46.739967571406034,13.338530034976838,47.287368339999915,26.64646122713171,67.74802773129332,53.26003242859397,13.338530034976838,52.712631660000085,32.25197226870667,73.35353877286829,32.0714856731161,14.842360006565588,31.991599023670318,8.080692533423628,53.65812010818832,96.62022398403171,15.514768186884329,93.5574148548593,77.47488521256287,121.63453150934257,0.0,0.0,0.0,0.0,0.0,9.726167608191876,3.002505932378709,9.427392188163166,5.9937146395133825,14.643177663281229,36.87661845017414,4.44426780604624,36.128885113023166,30.772339773291595,45.34137111266651,243.62,78.18812739352519,238.5,143.0,369.15,49.581053617532945,4.85163298964653,50.508413389222035,41.46952201933405,57.31311309054007
stress_w105_p1_kw5,C4,99.13416666666666,3.0427706271701083,99.41666666666666,94.45,103.96041666666666,94.62892116890461,2.8119038917638655,94.68882045684883,90.15959183929318,99.30233095065074,26.320186186903275,14.685220970517612,26.479730076523495,3.4262694882992184,47.677748035727824,215.57135825070986,44.712688186430505,208.56111904200833,161.4773950093847,279.4541147270179,24.05691969096771,14.25382197659724,23.947088843092864,2.1792218164031048,44.60871439392418,45.51613028079578,13.329265641042422,45.364663793804375,25.586260958717023,67.07892930679478,54.48386971920422,13.329265641042422,54.63533620619562,32.921070693205216,74.41373904128298,33.128157984861204,14.916498353894376,33.54171158890095,7.079509335242137,54.41221131128825,69.61488827568104,24.32664892781795,66.74792188916328,34.50073602711432,106.5684309746036,0.0,0.0,0.0,0.0,0.0,9.387232939374533,3.140296036027007,8.966996332963003,5.6280337112520264,14.056108751829854,36.28843419991233,4.426228224643541,36.48247977428042,30.143655784669832,43.536097315639545,237.18,78.6178278582082,231.0,132.5,374.75,41.97331299626207,5.100526432547375,42.33053067538235,32.452811416226055,48.69187986651835
stress_w105_p2_kw1,C1,75.56666666666666,4.977436332991069,76.5,67.20625,82.12916666666666,72.13212685002134,4.707648353223906,73.46700848203724,63.517467243914766,78.4273887142199,271.99878970968564,57.51553176801232,258.4823457832006,192.94962354292394,375.9196663900395,869.6909723480061,133.88121120409664,879.7255730190896,676.1357346824952,1119.4675637680186,268.2521402664539,57.51449578061546,254.92193962850973,189.0578487740658,372.22204754416435,18.056766874844232,3.637349141465046,17.549403107389978,12.00123051186881,23.552334885074192,81.94323312515577,3.637349141465048,82.45059689261004,76.4476651149258,87.9987694881312,73.84789569676526,3.4270068849608095,73.95862167598591,69.10322903420817,79.08557457212713,164.32115670915988,54.74833805891808,155.10218138129636,82.85641702758664,266.85004480042426,0.0,0.0,0.0,0.0,0.0,11.125067771100348,4.098944230848181,10.510090141225831,5.873490278446379,18.423140403792598,96.29767030742042,9.656702276921363,94.55843463342939,85.32858155599843,112.94416819083584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w105_p2_kw1,C2,77.575,3.647124406969042,78.20833333333333,71.44375,83.05,74.0602797934456,3.6490147768819194,74.44799002916852,67.59597622529365,78.62557689843067,240.68228432449624,42.700779010420796,242.305718964194,182.53127676016462,321.2156481952041,795.0961015654497,114.84479631084442,775.2744944075237,647.4546406479853,1013.496451368157,237.01659283326416,42.694958309149726,238.63631995553055,178.9047571279313,317.4385322622369,19.64339242359852,4.263098113381617,18.44037933532097,13.295322130719827,25.610105074893806,80.35660757640147,4.263098113381617,81.55962066467904,74.38989492510619,86.70467786928018,71.54420739510334,4.209694437949881,71.83277437542529,64.86805363170909,78.02934092482474,144.80802892069153,38.707598286324504,141.1803722598874,86.15369831525916,212.45133984192182,0.0,0.0,0.0,0.0,0.0,10.291591251588676,3.8824872385603606,9.670647266529249,5.8580336070021035,17.680813844703355,98.50972501214159,7.670961049971315,97.27856125738975,89.0605479438679,111.1502686190815,61.4,17.663521732655695,58.0,36.45,89.0,23.568889576242697,11.816208167789982,21.057207442183966,7.747543461829176,43.61538461538461
stress_w105_p2_kw1,C3,75.9975,4.658949599020485,77.25,65.38541666666666,80.8375,72.5513113869059,4.542110606038218,73.26884477489472,62.014770171583635,78.239608801956,260.39767700357606,48.98773110069488,255.92354037476963,197.05055704302842,355.3158990265861,850.6495763045717,135.2615107313271,809.6675896636913,679.1592030349519,1102.5416909237642,256.81094087776603,48.98126457683635,252.3317036878774,193.44537989165158,351.74672426281455,21.01132656738426,4.8408219543612665,20.758772195362436,13.410930644973199,27.980979051498398,78.98867343261574,4.840821954361263,79.24122780463756,72.0190209485016,86.58906935502681,69.4280004399648,4.373354852218505,69.68036262429408,61.49898113549088,75.24488624900764,172.86871795036336,38.58841517699162,170.12853028440404,107.78555700148912,243.3606242718217,0.0,0.0,0.0,0.0,0.0,10.821340711360113,3.7805619914496713,10.275526834287911,6.106254861809143,17.021352149574337,100.00297851629506,8.170244429963443,99.24764408598202,89.8623322275645,114.63037646194735,64.02,18.559875527379937,63.5,37.0,100.24999999999996,26.839298147044804,10.179269109002016,24.845679012345677,12.054545454545455,45.16866566716641
stress_w105_p2_kw1,C4,75.99166666666667,3.664056739651178,76.47916666666666,69.725,80.78125,72.54898251120264,3.6956579728505,72.99982024486292,66.40146797271717,77.6887823167375,259.6909498418529,44.90890650147253,256.49241292908187,197.7889220392791,346.01792524049927,846.7227963057142,125.5159319029934,819.6802866611458,707.4757879743021,1072.0762837405346,256.0951278867987,44.85577397457366,252.74798632736184,194.26279383340307,342.30848746780583,20.762200740390444,4.687713559869864,20.38650471129371,13.525275759318312,27.75331697564522,79.23779925960956,4.687713559869863,79.6134952887063,72.24668302435478,86.47472424068168,69.69292858200352,4.361929259545434,69.65395374073842,61.8888545532124,75.48552796023759,166.1366983430906,40.497084778936234,161.3523806482931,114.88747974770564,220.9640212249912,0.0,0.0,0.0,0.0,0.0,10.853780516719612,3.335523034257365,10.362922503025926,6.384905990101485,15.94564127954718,99.66079987005327,6.977937476684982,99.29232664364096,90.95635702763018,109.64416188624807,63.72,18.30472226347226,63.5,37.0,98.59999999999997,27.984601817514793,11.704971038309257,26.913580246913583,11.565656565656566,47.5797615211086
stress_w105_p2_kw3,C1,98.3525,2.1251952357958652,98.47916666666666,94.7375,101.52916666666667,93.88812173351263,2.1488804099375893,94.09902130109384,90.31728860256878,96.96395476176157,42.62016483860798,17.804239323524225,38.427769886720476,18.66305729040457,71.76072998477622,199.81545124424053,46.35572324235926,199.73075256691504,126.04281868940097,279.4095441580908,38.98240086511613,17.691104947345003,34.56506078435912,15.122552785812251,67.88511364144746,19.847010731294805,5.0719356435453875,20.20333946916236,12.00123051186881,27.47789210233593,80.1529892687052,5.0719356435453875,79.79666053083764,72.52210789766407,87.9987694881312,70.25448354245968,7.148403865378304,71.76575926575927,59.14125522003673,78.26457934933093,19.310629286066636,15.114664681939164,14.770267933241552,1.0630002449817562,47.23209515359707,0.0,0.0,0.0,0.0,0.0,11.121969899641277,4.384770258855056,10.570501487087451,5.169533650855376,20.11569294461041,32.09813617939233,3.0428018879568626,31.708991384813935,27.963738381441292,38.34343404386799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w105_p2_kw3,C2,101.92,1.69725000997846,102.22916666666667,99.01875,104.05,97.2961214539074,1.907360236929506,97.55944939310257,93.83911759597012,99.7392630945194,20.790270090928026,10.02126017697892,19.70509680895102,5.8754844650220726,41.542178277390214,164.78591779791847,38.927856845498795,157.0471142398815,113.07160907848835,237.8158451070935,17.94718113862845,9.767232947441727,16.962141489984525,3.472159091995738,38.58919693024707,34.35347334638421,9.264096511421474,34.96508583066628,20.960059510185395,49.37473807221148,65.6465266536158,9.264096511421474,65.03491416933372,50.62526192778852,79.0399404898146,47.92199358430489,11.912377388091615,49.44613377730718,26.243008281747237,62.99047581872828,8.618111452746776,10.721968706439755,4.926058262722896,0.0,30.291347279678963,0.0,0.0,0.0,0.0,0.0,9.263253768757208,3.135200428360725,8.194194405616914,5.6416402476230845,14.879060533983127,30.437134014149947,3.9509588546600334,29.33277061458406,25.866624040577896,37.47127554330706,107.76,36.07280619717262,103.0,55.8,169.2,20.731194073552647,8.447129510571688,18.87913223140496,9.60702727693019,37.21706081081081
stress_w105_p2_kw3,C3,97.70583333333335,3.3198644764091454,98.22916666666667,92.35208333333333,101.8375,93.25123237329767,2.6288055274554574,93.72443431533353,89.26933365758755,96.66463312687974,38.235545610505426,12.437821682940688,37.69486540762303,19.623282571538223,56.70346968851127,241.7707343268106,44.21718723620027,239.17894338639914,176.31496851575224,326.8582809789089,35.705260884665684,12.189192638673351,35.0373656576135,17.711254483101243,54.02482554972176,40.57021612799048,11.492891599617106,41.3308560418387,23.969429311895066,57.76640537513998,59.42978387200952,11.492891599617106,58.6691439581613,42.23359462486002,76.03057068810493,40.449890976284365,12.82816991153571,39.520236573129054,18.46672143841955,58.97567775049978,51.32403875074062,16.413344242424827,51.86389307093188,27.76516819187867,77.53148841238828,0.0,0.0,0.0,0.0,0.0,10.031717811904,2.783257616204446,10.503680351670567,6.311865250820538,15.184897565170253,31.01253775449158,3.850392533673152,29.89063922350678,26.314127705419985,37.37564671740087,127.62,47.224989061266434,125.5,57.15,217.04999999999995,38.20045313625835,9.475565571174963,39.44314112853439,22.35735735735736,51.834142023473866
stress_w105_p2_kw3,C4,99.01666666666667,3.2468587645191334,99.6875,92.95208333333333,102.9125,94.50579871353553,2.6621179198305773,94.98992104885431,90.17100352755381,98.57051423041393,33.64492675838598,14.08165769605065,31.048574997367517,14.345266004679543,58.005723581922204,217.52600494136584,43.10542719704443,215.75480973666242,155.07642327592285,299.5802762234409,31.055299178703937,13.809315390860716,28.55908190754166,12.582473102518168,54.927702926068825,39.375626145466256,11.378185690788388,39.11200731903135,22.225617492810013,56.64882783724054,60.624373854533744,11.378185690788388,60.88799268096865,43.35117216275946,77.77438250718998,41.94905027327413,12.859472858959805,42.720118052139696,18.724904149432454,60.21711227993279,37.948687027922034,18.261026051011434,40.17016932555387,14.10645948460169,68.46421486516,0.0,0.0,0.0,0.0,0.0,10.030653452111572,3.6361943989302525,9.803942543838966,5.715058752522193,16.210869447551797,31.02985467222663,4.7246423701144975,31.061533817415565,24.625714413836647,38.601778462887346,124.3,46.9047014744595,122.5,56.25,217.04999999999995,35.613885721739514,10.013207942282639,37.26651677620201,19.555555555555554,52.63724925616661
stress_w105_p2_kw5,C1,103.0875,1.986637796267878,103.25,100.12291666666667,105.8875,98.39170498464031,0.9137279448031986,98.38810195383262,96.66362671502475,99.74233735444633,13.360152652280883,5.2431740250500845,11.92494662747582,6.969277325819236,22.364514100734528,103.357851001048,20.366597730005534,102.91357074734314,73.08261221505724,135.07471671696138,10.350596078118551,4.9802044307194615,9.049537153270041,4.420702520421147,18.845282576530423,31.012406789307303,7.656378086744814,32.36010754495043,17.54557775543217,42.28776313675077,68.98759321069271,7.6563780867448115,67.63989245504958,57.71223686324924,82.45442224456782,51.29682573959465,10.218528821801074,51.826007789919714,34.73244169241504,69.48861788617886,5.648343967051552,6.794268060508564,3.579952591424517,0.0,19.86511992013053,0.0,0.0,0.0,0.0,0.0,10.496655345436306,3.9102420421403186,10.071936305595596,4.863295108935184,17.44104885747367,18.996626106346287,1.6292125753942777,18.824631665456778,16.648699472538105,21.893932319335907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w105_p2_kw5,C2,104.24916666666667,1.6882213751651836,104.60416666666666,101.43541666666667,106.51666666666667,99.50307724810236,0.5498750865341494,99.70051956818565,98.64403068466673,99.90075556044238,2.680253317287472,2.4477359434147092,1.4553836042538233,0.9947276763362735,7.191174346739864,41.88508801032906,35.9864818046785,46.9953430600508,6.310037768912952,103.59939145109807,1.1824370562340059,2.0057227929792507,0.23409397926650888,0.0628311800736015,4.463364490076207,59.72146321489322,12.204751619396854,64.41833203081389,36.32085561497326,74.14214468756161,40.27853678510678,12.204751619396854,35.581667969186114,25.857855312438396,63.67914438502673,11.089590923007123,11.864729003985008,5.584957586428269,0.22372821632929585,33.48895932758742,0.5493113404760278,2.274145249789169,0.0,0.0,3.8855682654438635,0.0,0.0,0.0,0.0,0.0,9.22456149132315,1.4827013747738558,9.050095970698647,7.628669444924849,12.16425803039323,18.959173586195003,1.2375340631112202,18.99141928716908,16.93747197046734,20.80841367575053,183.4,47.33208774829445,193.0,112.8,259.2,15.816698775773869,5.364819483383488,14.68836993504485,8.230994152046783,24.598435462842236
stress_w105_p2_kw5,C3,103.94833333333334,1.7103658889029865,104.02083333333333,101.43541666666667,106.45833333333333,99.22150431595797,1.2154981030979712,99.70051956818565,95.95755523822686,99.87999759490118,2.586495254147572,3.3615093151282607,1.3145406527565284,0.9947276763362735,9.5198495019836,31.41391917949712,47.90208958826766,8.920399419849431,6.071667760679611,136.27785043864216,1.27696060014227,2.9928428172108648,0.14927352878042227,0.0628311800736015,7.560165823328333,63.32478569495984,9.750000904503892,66.63313212608986,41.821027362871845,74.14214468756161,36.67521430504016,9.750000904503892,33.366867873910124,25.857855312438396,58.17897263712815,6.312641536471372,8.70967810209352,3.4456056915930233,0.22372821632929585,24.246655031995346,4.0040970670497975,9.694593026616166,0.0,0.0,25.59811668837046,0.0,0.0,0.0,0.0,0.0,8.803832869778253,1.2350487285417397,8.631660346659004,7.349191645611345,10.611188510701199,18.418362121014084,2.0219184690516814,18.38252951691183,15.689511730764005,22.232993008489423,195.18,42.501711850278234,197.0,121.35,261.29999999999995,41.30219258400357,6.845801709126885,42.10413999146393,30.02725733036943,50.8268723020829
stress_w105_p2_kw5,C4,104.0775,1.7605168680978738,104.16666666666667,101.27916666666667,106.56458333333333,99.34222443227384,1.0585935546688534,99.71618723177059,96.4066404311973,99.87999759490118,2.3102565488483857,2.5623741401034765,1.3145406527565284,0.9947276763362735,9.429695139938907,28.268437705685333,43.12670868949033,8.920399419849431,6.071667760679611,116.51227719548223,0.9998482230884279,2.194248700533453,0.1607256468303102,0.0628311800736015,7.070356120180426,63.327377533250356,9.994826243830847,66.63313212608986,39.99447635881573,74.14214468756161,36.67262246674964,9.994826243830847,33.366867873910124,25.857855312438396,60.00552364118427,6.340219113991497,8.629510715778872,3.4456056915930233,0.22372821632929585,26.401381063204308,1.9634873944259317,5.240505057310482,0.0,0.0,15.28452587009059,0.0,0.0,0.0,0.0,0.0,8.68901879644293,1.9694350943896761,8.190552582550232,6.878033502600853,11.404130774261976,18.397038462998967,2.1450106982169124,18.283947324050214,15.621725812450913,21.528361913375768,195.46,42.08795940088581,197.0,117.25,261.29999999999995,36.81047184970845,7.00603025120833,36.986825980392155,23.444376057855056,46.943478260869554
stress_w75_p1_kw1,C1,52.63833333333333,3.8996722055395368,53.1875,44.864583333333336,58.3,70.47970142864303,5.572453327443594,70.17850241499295,59.16726119923196,77.59804002951485,242.1401518508422,70.42057622892798,240.89410987546677,154.45404783893875,384.8077325401837,1376.2120584076533,228.9118093521893,1343.8220536844547,1068.5401254349056,1737.488393539782,239.24139031946254,70.33763480921941,238.02698385776523,151.91059461746372,381.77132087646714,38.56161553860351,5.078330613865025,38.96380833500509,31.419791428291212,46.62125340599455,61.43838446139649,5.078330613865026,61.03619166499491,53.37874659400545,68.58020857170878,58.64149437023903,4.811018474818963,58.96076877352883,50.846918595328454,65.43017057697342,743.3672605163978,166.7647007423366,718.3001428713386,520.7665341944497,1014.9775132401057,0.0,0.0,0.0,0.0,0.0,9.08456117317089,3.408227615736608,9.142737599458851,4.155797734695078,14.778095565473114,152.2051811790236,19.14791327881608,154.69979167040503,119.66462911061556,179.62931191268973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w75_p1_kw1,C2,56.38333333333333,3.4987850174938524,57.29166666666667,48.829166666666666,61.02291666666667,75.49630558472323,5.158605748716739,76.3873076002456,64.61784479910308,82.51702092756204,158.22608291910055,55.618800023817414,150.76611988766044,94.08142304800121,259.50428153908547,1235.9832150004288,224.87231293945257,1187.6162170665127,997.8683616880215,1595.2245852088256,155.8806718356963,55.525114809774934,148.08400358771564,91.95167506070068,257.0559743720738,49.96225130998413,7.273855340543224,49.32291666666667,40.03072196620584,62.79609870381216,50.03774869001587,7.273855340543224,50.67708333333333,37.20390129618784,59.96927803379416,45.827527465723726,6.6204602557018095,45.4565192463499,35.591147285313355,55.6111763500717,607.1241893715072,148.58996928086603,571.0358243025648,414.6783911212421,899.6153067763049,0.0,0.0,0.0,0.0,0.0,8.324413872371291,3.378810448930378,7.44442473589997,4.733291498642383,13.388131280370105,155.46275492569237,17.974817423311634,152.49584195418498,131.9044328780548,181.66768736883137,477.32,90.58279333835753,480.5,352.05,638.05,27.097620293320407,7.837519386885089,26.631270565392576,14.819547212768184,40.37814390476375
stress_w75_p1_kw1,C3,51.76166666666667,2.816804025954755,52.125,46.13125,55.15625,69.29240490781699,4.013410827256369,69.53775608921414,62.270880243628284,74.65762014222304,203.56929551616074,54.06057625849554,196.92858183732253,136.15793079084057,303.17674816077255,1424.0804753601633,196.58774698488526,1392.573776386982,1189.5040355038634,1787.6811062298505,201.68101195336615,53.86068442232792,195.080119627158,134.61426440647344,300.896886045877,60.57353218232285,5.817325886526948,61.030746609494244,51.40309343434343,68.95807000486144,39.42646781767715,5.817325886526949,38.969253390505756,31.041929995138553,48.59690656565657,37.505187171445726,5.835416241200366,37.52400843389607,28.961949339874646,46.52604017403537,699.1531293402951,118.99358834085957,706.8825658863775,550.318832971376,876.5194197472159,0.0,0.0,0.0,0.0,0.0,8.936358936620005,3.2342602555513422,8.423928082479737,4.526532770495117,14.685410370376053,159.40351445265472,15.820392721403636,157.98218766352622,136.88350380458522,183.6623835679624,646.88,72.7266730958583,655.5,520.0,749.1,58.30254912158709,4.091092003468912,58.573641227823146,51.19319687672015,64.07200201756967
stress_w75_p1_kw1,C4,52.29583333333333,2.8907896050761517,52.270833333333336,46.8125,56.295833333333334,70.00118469523039,4.00489180819616,70.2680015370122,63.50668616267392,76.20128811202345,198.06126318158553,54.579435707503684,193.2336979038305,127.83894010712332,299.77658275183245,1383.7088167935683,184.7023041943429,1347.342858681066,1151.2198464028954,1685.6219942519092,196.1401108231483,54.39659481403719,191.33100812533752,126.29520323696832,297.69402665910604,59.616474981891,6.225674733992367,59.91627848911152,49.40191511387164,68.67260061919504,40.383525018109,6.225674733992367,40.08372151088848,31.327399380804952,50.59808488612836,37.61660055958393,6.107275277728648,37.11113247452413,28.40876387769026,46.93098507151603,686.2113469152787,127.31232063827608,674.4170636974719,528.3277978929767,942.0319142185748,0.0,0.0,0.0,0.0,0.0,8.692560740201744,3.1515400873026977,8.499114119963036,4.697040787705511,13.509062425182954,158.4751863194305,15.795791095198458,157.8131742417778,137.27969311839166,187.99644401949485,619.82,77.01727609002104,624.5,486.7,740.9499999999999,49.85977234587589,4.20401620548388,50.52761808764781,42.95716940830536,55.816678395496126
stress_w75_p1_kw3,C1,74.51,1.6165193845527865,74.58333333333333,72.0375,76.85625,99.7035953994449,0.16534851603475004,99.72283737098648,99.35289710802323,99.89107927515921,14.216033568368681,11.893068100869328,11.341805069833244,1.7158536043122257,39.765774216515275,303.05218771163885,72.50494380221078,292.53559543047163,205.19436842219713,431.2601992177601,12.66951703457091,11.43100870541015,9.782281516564172,1.0529870700157118,37.406167096693125,66.4744995068247,10.52503419555468,65.89013744079386,49.959108964872655,84.69968245388824,33.525500493175294,10.525034195554678,34.109862559206135,15.300317546111748,50.04089103512733,27.269691879753605,12.231421327031292,27.960608133316754,6.475268030883965,46.5475438004357,89.14730630100289,34.08382912961277,85.74738965082307,35.84881889476933,145.86458660108704,0.0,0.0,0.0,0.0,0.0,6.625642611076149,3.093981153347119,5.794106349234685,3.0210872697358364,12.435378685391886,39.423320106147884,6.183117062776027,39.23874696661777,29.999181628817677,51.397296929484774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stress_w75_p1_kw3,C2,74.56416666666667,1.618548811467245,74.66666666666667,72.05625,76.85625,99.77596213295168,0.10842101507904245,99.77728285077951,99.60578893491271,99.94428968060267,0.208138244645731,0.043756497252540355,0.1985126977635307,0.15237059165590716,0.2845902828254788,4.980345230807076,10.458414128719452,3.4743405570511943,2.417063080082503,5.128475742864374,0.005372226791500895,0.00737530181856503,0.0032967010955369143,0.0006690058283532341,0.01461478911183528,96.36894100294855,1.7275947765051836,96.4060972629521,92.94565217391305,98.79078886156708,3.631058997051462,1.7275947765051802,3.593902737047899,1.2092111384329114,7.054347826086955,0.0027444515474845943,0.013581580341960397,0.0,0.0,0.0,1.8947806286936006e-18,8.06389894985399e-18,0.0,0.0,1.3026616822268437e-17,0.0,0.0,0.0,0.0,0.0,7.902431195879675,0.3975015215148126,7.9211759792888845,7.316180837605559,8.430443341256394,55.5049950433158,1.5660872622301953,55.6020232789177,52.64415900441411,57.35467443424163,1024.16,37.14360438808783,1026.5,963.9,1080.85,20.360852303930866,5.931763270297568,19.208222074938384,13.763388510223953,31.205371511118752
stress_w75_p1_kw3,C3,74.56416666666667,1.618548811467245,74.66666666666667,72.05625,76.85625,99.77596213295168,0.10842101507904245,99.77728285077951,99.60578893491271,99.94428968060267,0.20652113633550764,0.040329037903734266,0.1984972391477072,0.15238503585958088,0.26528080328401576,3.5143772406052562,0.819821865787113,3.4743405570511943,2.417063080082503,4.964912883579351,0.004529479333956507,0.0039961417125513,0.0032967010955369143,0.0006690058283532341,0.014272064967214835,96.3846890344446,1.708703533824536,96.4060972629521,92.94565217391305,98.79078886156708,3.615310965555399,1.708703533824537,3.593902737047899,1.2092111384329114,7.054347826086955,0.001367989056087593,0.009673143381485212,0.0,0.0,0.0,2.6053233644537007e-18,8.722046580191353e-18,0.0,0.0,2.3684757858670008e-17,0.0,0.0,0.0,0.0,0.0,7.9582143313462375,0.3072255051894674,7.94942568084535,7.5222110073068125,8.515182284479526,55.68905390586409,1.6341483657520723,55.758500996188054,52.784289777838616,57.71428185940172,1028.08,36.10632823724273,1028.0,969.25,1082.55,63.15313828410181,2.057361700655035,63.15547793474857,60.1159478569753,66.85931708012546
