scenario,metric,comparison,mean_diff,ci95_low,ci95_high,cohens_d,n
stress_w90_p1_kw5,urgent_on_time_rate,C4-C2,0.012643800002231557,-0.016967280177801095,0.042254880182264205,0.12135079775219293,50
stress_w90_p1_kw5,urgent_on_time_rate,C4-C3,0.0,0.0,0.0,0.0,50
stress_w90_p1_kw5,completion_rate,C4-C2,0.0,0.0,0.0,0.0,50
stress_w90_p1_kw5,completion_rate,C4-C3,0.0,0.0,0.0,0.0,50
stress_w90_p1_kw5,wpt_loss,C4-C2,-1.3307424502727274,-1.4349715339991311,-1.2265133665463237,-3.628476873450499,50
stress_w90_p1_kw5,wpt_loss,C4-C3,-1.371308914874246,-1.4559374859407288,-1.2866803438077634,-4.605084034969277,50
stress_w90_p1_kw5,low_soc_stops,C4-C2,0.0,0.0,0.0,0.0,50
stress_w90_p1_kw5,low_soc_stops,C4-C3,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw1,mean_delay,C4-C2,32.93287840519658,21.360902508496828,44.50485430189634,0.8088005513258402,50
stress_w90_p2_kw1,mean_delay,C4-C3,-2.55790132737142,-10.386363207016824,5.270560552273984,-0.09285955850375024,50
stress_w90_p2_kw1,urgent_on_time_rate,C4-C2,6.750107737022634,5.769010422767433,7.7312050512778345,1.955320196320741,50
stress_w90_p2_kw1,urgent_on_time_rate,C4-C3,-1.0407436939914252,-1.465329377259986,-0.6161580107228645,-0.6966228416663018,50
stress_w90_p2_kw1,completion_rate,C4-C2,-6.362244692664275,-8.312329732837068,-4.412159652491482,-0.9272056850348271,50
stress_w90_p2_kw1,completion_rate,C4-C3,0.6103097111454829,-0.7455688394888387,1.9661882617798045,0.12792303610445724,50
stress_w90_p2_kw1,wpt_loss,C4-C2,0.23987781215395837,-1.0272276996436216,1.5069833239515384,0.05380177047816432,50
stress_w90_p2_kw1,wpt_loss,C4-C3,0.7787466396401789,-0.41733588993763837,1.9748291692179962,0.18503518004875785,50
stress_w90_p2_kw1,low_soc_stops,C4-C2,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw1,low_soc_stops,C4-C3,0.0,0.0,0.0,0.0,50
stress_w90_p2_kw3,mean_delay,C4-C2,-0.004503819285021557,-0.013374681570521779,0.004367043000478664,-0.14428938668299665,50
