scenario,strategy,replication,pad_id,utilization,sessions,wait_min,input_kwh,delivered_kwh
base_original,C1,1007,1,16.886900585866506,3,15.68225934181731,12.158568421823883,10.538297219100132
base_original,C1,1007,2,17.917670472925202,3,0.0,12.900722740506144,10.521131030047263
base_original,C2,1007,1,39.735550351861235,1644,0.0,28.609596253340097,22.429024761558168
base_original,C2,1007,2,26.24620890345556,964,0.0,18.89727041048803,15.14772414953939
base_original,C3,1007,1,40.14865483469863,1615,0.0,28.907031480983044,22.805055279920182
base_original,C3,1007,2,25.80811968405578,967,0.0,18.581846172520173,14.716275165395775
base_original,C4,1007,1,39.690392314973316,1624,0.0,28.577082466780812,22.854428536491334
base_original,C4,1007,2,26.050356580828694,971,0.0,18.756256738196672,14.69470746438016
base_original,C1,1008,1,17.60415657151987,3,11.95760884432954,12.674992731494303,10.539429010276812
base_original,C1,1008,2,10.893061581305787,2,0.0,7.843004338540167,7.018974352133157
base_original,C2,1008,1,38.84261967049446,1636,0.0,27.96668616275602,21.97881906672878
base_original,C2,1008,2,24.38257517663259,909,0.0,17.55545412717548,13.733259526740081
base_original,C3,1008,1,39.24493301075845,1601,0.0,28.256351767746125,22.142756183348524
base_original,C3,1008,2,23.89066285094202,910,0.0,17.20127725267827,13.503508537806518
base_original,C4,1008,1,38.6118514224197,1631,0.0,27.80053302414222,22.342460969019513
base_original,C4,1008,2,24.03468461271808,900,0.0,17.30497292115704,13.327886007508408
base_original,C1,1009,1,11.519106109255754,2,3.1352819768997504,8.293756398664142,7.016293869825378
base_original,C1,1009,2,17.281438412862034,3,12.725851775289872,12.442635657260663,10.527990870564267
base_original,C2,1009,1,40.50182300038257,1674,0.0,29.1613125602755,23.09557120167693
base_original,C2,1009,2,25.510454610590216,949,0.0,18.367527319624962,14.762034135362603
base_original,C3,1009,1,40.52799072404365,1627,0.0,29.18015332131144,23.055078972244676
base_original,C3,1009,2,25.348195053058863,950,0.0,18.250700438202372,14.704072925432772
base_original,C4,1009,1,40.00496753709644,1653,0.0,28.80357662670941,23.42882462485643
base_original,C4,1009,2,25.1505132968785,949,0.0,18.108369573752523,14.383902711274725
base_original,C1,1010,1,18.309805063502093,3,46.41630129656551,13.183059645721507,10.526333493505946
base_original,C1,1010,2,15.898670590500597,3,0.0,11.44704282516043,10.529692970141273
base_original,C2,1010,1,38.205913499542575,1643,0.0,27.508257719670617,21.609402524781345
base_original,C2,1010,2,24.304492907102777,927,2.3684757858670006e-16,17.499234893114018,13.84905545309652
base_original,C3,1010,1,38.56680740596311,1597,0.0,27.768101332293387,22.0306666064706
base_original,C3,1010,2,23.865130956569622,934,2.3684757858670006e-16,17.182894288730125,13.389016407450267
base_original,C4,1010,1,38.29535321931022,1625,0.0,27.572654317903325,22.008447699626693
base_original,C4,1010,2,24.164054135038807,936,2.3684757858670006e-16,17.398118977227945,13.457603705018586
base_original,C1,1011,1,24.661222452071875,3,108.02097757863527,17.75608016549175,10.527004268241893
base_original,C1,1011,2,17.635747023005806,3,98.7165624425068,12.697737856564181,10.532901999346649
base_original,C2,1011,1,41.459012523574835,1629,0.0,29.85048901697393,23.72062680148152
base_original,C2,1011,2,27.15103789170772,1022,1.1842378929335003e-16,19.548747282029566,15.478867433024243
base_original,C3,1011,1,41.62043390169753,1603,0.0,29.966712409222225,23.93972819723878
base_original,C3,1011,2,26.674491828708234,1001,0.0,19.205634116669927,15.200901830353892
base_original,C4,1011,1,40.959428783923244,1624,0.0,29.490788724424743,24.04953634596991
base_original,C4,1011,2,26.618388989011173,1004,0.0,19.16524007208807,15.110118443597676
base_original,C1,1012,1,19.75070385115852,3,31.873584815891565,14.220506772834133,10.532488066125982
base_original,C1,1012,2,13.859905012748005,2,0.0,9.979131609178564,7.0213270263048635
base_original,C2,1012,1,39.36951768767255,1660,0.0,28.346052735124196,22.190078327153966
base_original,C2,1012,2,24.460898467277794,936,0.0,17.61184689644001,14.417894256358391
base_original,C3,1012,1,39.25498625407711,1616,1.1842378929335003e-16,28.26359010293547,22.34090641210489
base_original,C3,1012,2,24.612324243417746,942,0.0,17.720873455260783,14.215870615689703
base_original,C4,1012,1,38.856406511027515,1635,1.1842378929335003e-16,27.976612687939806,22.64462793723431
base_original,C4,1012,2,24.357919415513535,936,0.0,17.53770197916976,13.925552043360339
base_original,C1,1013,1,22.49855816614228,4,39.6614265533608,16.19896187962244,14.04060758828981
base_original,C1,1013,2,17.264218165258114,2,0.0,12.430237078985844,7.02492144276313
