strategy,agv_id,time_s,time_h,soc
C4,3,60863.05771670858,16.90640492130794,30.70080386278678
C4,3,60890.0287398304,16.913896872175112,31.12784506221559
C4,3,60900.0287398304,16.91667464995289,31.085067284437812
C4,3,60900.0287398304,16.91667464995289,31.085067284437812
C4,3,61030.0287398304,16.952785761064,30.888956173326697
C4,3,61160.0287398304,16.98889687217511,30.692845062215586
C4,3,61330.0287398304,17.036119094397332,30.32562283999336
C4,3,61340.0287398304,17.038896872175112,30.28284506221558
C4,3,61344.40366853614,17.040112130148927,30.352114766723187
C4,3,61484.40366853614,17.07900101903782,30.1132258778343
C4,3,61514.62067663521,17.08739463239867,30.070448100056517
C4,3,61534.11671716312,17.09281019921198,30.37913540841502
C4,3,61803.86751427005,17.167740976186124,30.011913186192796
C4,3,61904.539313065296,17.19570536474036,29.969135408415013
C4,3,61964.539313065296,17.21237203140703,30.683867774598106
C4,3,62166.55908684481,17.26848863523467,30.48775666348699
C4,3,62326.55908684481,17.312933079679116,30.16331221904255
C4,3,62476.55908684481,17.35459974634578,29.88164555237588
C4,3,62626.55908684481,17.396266413012448,29.59997888570921
C4,3,62756.55908684481,17.43237752412356,29.403867774598098
C4,3,62896.55908684481,17.471266413012447,29.164978885709207
C4,3,62906.55908684481,17.474044190790227,29.122201107931428
C4,3,62943.072984831764,17.484186940231044,29.637030630073614
C4,3,63093.072984831764,17.525853606897712,29.355363963406944
C4,3,63103.072984831764,17.52863138467549,29.312586185629165
C4,3,63104.53196374743,17.52903665659651,29.33568668512723
C4,3,63254.53196374743,17.570703323263174,29.05402001846056
C4,3,63461.137951286044,17.628093875357234,28.815131129571668
C4,3,63631.43322144777,17.675398117068823,28.533464462905002
C4,3,64022.8625998993,17.784128499972027,28.49068668512722
C4,3,64036.25596376933,17.787848878824814,28.702748279735957
C4,3,64046.25596376933,17.79062665660259,28.659970501958178
C4,3,64046.25596376933,17.79062665660259,28.659970501958178
C4,3,64069.31658455862,17.797032384599618,28.617192724180395
C4,3,64112.03346916165,17.80889818587824,29.293543397061743
C4,3,64122.03346916165,17.811675963656015,29.250765619283964
C4,3,64182.03346916165,17.82834263032268,30.200765619283963
C4,3,64192.03346916165,17.83112040810046,30.157987841506184
C4,3,64252.03346916165,17.847787074767126,31.107987841506183
C4,3,64262.03346916165,17.850564852544903,31.065210063728404
C4,3,64262.03346916165,17.850564852544903,31.065210063728404
C4,3,64272.03346916165,17.853342630322683,31.022432285950625
C4,3,64272.03346916165,17.853342630322683,31.022432285950625
C4,3,64282.03346916165,17.85612040810046,30.979654508172842
C4,3,64342.03346916165,17.872787074767125,31.929654508172845
C4,3,64352.03346916165,17.875564852544905,31.886876730395063
C4,3,64408.475020379854,17.891243061216628,32.78053462468327
C4,3,64418.475020379854,17.894020838994404,32.737756846905484
C4,3,64434.09973372613,17.898361037146145,32.98514814155484
C4,3,64444.09973372613,17.901138814923925,32.94237036377706
C4,3,64463.6901997738,17.906580611048277,33.17573603299178
C4,3,64473.6901997738,17.909358388826057,33.13295825521399
C4,3,64488.682863769034,17.913523017713622,33.370342101805164
C4,3,64498.682863769034,17.9163007954914,33.327564324027385
C4,3,64519.47735891734,17.922077044143705,33.6042954681909
C4,3,64689.47735891734,17.96929926636593,33.23707324596867
C4,3,64905.338431635086,18.02926067545419,32.86985102374645
C4,3,65059.20846660821,18.072002351835614,32.63096213485756
C4,3,65217.72657409938,18.11603515947205,32.34929546819089
C4,3,65357.72657409938,18.15492404836094,32.110406579302
C4,3,65527.72657409938,18.20214627058316,31.74318435707978
C4,3,65657.72657409939,18.238257381694275,31.547073245968665
C4,3,65797.72657409939,18.277146270583163,31.308184357079778
C4,3,65927.72657409939,18.313257381694275,31.112073245968663
C4,3,65937.72657409939,18.31603515947205,31.069295468190884
C4,3,65939.75185652112,18.316597737922535,31.096247732134906
C4,3,66089.75185652112,18.3582644045892,30.81458106546824
C4,3,66099.75185652112,18.36104218236698,30.771803287690457
C4,3,66159.75185652112,18.377708849033645,31.570277524809015
C4,3,66387.7162822107,18.441032300614086,31.20305530258679
C4,3,66535.12284540143,18.481978568167065,31.00694419147568
C4,3,66545.12284540143,18.48475634594484,30.964166413697896
C4,3,66546.96169391384,18.48526713719829,30.988637633083172
C4,3,66706.96169391384,18.529711581642733,30.664193188638727
C4,3,66953.75995942578,18.59826665539605,30.296970966416502
C4,3,67155.60745863775,18.654335405177154,29.929748744194278
C4,3,67165.60745863775,18.65711318295493,29.8869709664165
C4,3,67223.30941917327,18.67314150532591,30.80058534156217
C4,3,67433.2861724152,18.731468381226446,30.433363119339944
C4,3,67443.2861724152,18.734246159004222,30.390585341562165
C4,3,67453.70933016429,18.737141480601192,30.5147481449139
C4,3,67623.70933016429,18.784363702823413,30.147525922691678
C4,3,67793.70933016429,18.831585925045637,29.780303700469453
C4,3,67933.70933016429,18.870474813934525,29.541414811580562
C4,3,68063.70933016429,18.906585925045636,29.34530370046945
C4,3,68121.43786472206,18.92262162908946,29.302525922691668
C4,3,68172.8938097047,18.936914947140195,29.987296696278914
C4,3,68419.50174507554,19.005417151409873,29.748407807390027
C4,3,68571.34168705679,19.04759491307133,29.466741140723357
C4,3,68731.34168705679,19.092039357515773,29.142296696278912
C4,3,68861.34168705679,19.128150468626885,28.9461855851678
C4,3,69031.34168705679,19.17537269084911,28.578963362945576
C4,3,69392.68278771057,19.275745218808492,28.25451891850113
C4,3,69562.68278771057,19.322967441030713,27.887296696278906
C4,3,69611.67466917755,19.336576296993762,27.844518918501127
C4,3,69620.07442655097,19.338909562930827,27.97751507691366
C4,3,69865.52847250638,19.407091242362885,27.69584841024699
C4,3,69875.52847250638,19.40986902014066,27.653070632469213
C4,3,69882.29504259092,19.41174862294192,27.72397744930057
C4,3,70022.29504259092,19.450637511830813,27.48508856041168
C4,3,70081.31867246532,19.4670329645737,27.4423107826339
C4,3,70141.31867246532,19.483699631240366,28.3923107826339
C4,3,70151.31867246532,19.486477409018146,28.34953300485612
C4,3,70211.31867246532,19.503144075684812,29.29953300485612
C4,3,70221.31867246532,19.50592185346259,29.25675522707834
C4,3,70240.63198313538,19.511286661982048,29.562549312687548
C4,3,70260.63198313538,19.516842217537604,29.519771534909765
C4,3,70278.33724163786,19.521760344899405,29.800104794532356
C4,3,70288.33724163786,19.524538122677182,29.757327016754576
C4,3,70288.33724163786,19.524538122677182,29.757327016754576
C4,3,70298.33724163786,19.52731590045496,29.714549238976794
C4,3,70305.34101822757,19.5292613939521,29.81329933561566
C4,3,70445.34101822757,19.568150282840993,29.574410446726773
C4,3,70455.34101822757,19.57092806061877,29.531632668948994
C4,3,70505.83613220077,19.584954481166882,30.33113864019133
