lambda_soc,lambda_task,lambda_kpi,effective_soc_shortage_coefficient,effective_soc_risk_coefficient,effective_task_scale,effective_kpi_risk_coefficient,mean_delay,mean_delay_std,urgent_on_time_rate,urgent_on_time_std,completion_rate,wpt_loss_kwh,fleet_min_soc,critical_soc_event_count,safety_violation_count,mean_solver_time,max_solver_time,solver_calls,infeasible_count,simulation_failure_count,baseline_mean_delay,baseline_urgent_on_time_rate,mean_delay_improvement_vs_baseline,urgent_on_time_rate_improvement_vs_baseline
2.0,2.0,2.0,400.0,12.0,2.0,60.0,5.286773078865686,9.660641721897461,84.1340999425376,10.211704722058732,97.90008899151184,6.972585575516069,22.051538531094156,90,0,0.0024053912610940286,0.05937116703717038,68505,0,0,5.4250013303865705,83.49490346862598,0.1382282515208848,0.6391964739116247
