phase,lambda_soc,lambda_task,lambda_kpi,mean_delay,mean_delay_std,urgent_on_time_rate,urgent_on_time_std,completion_rate,wpt_loss_kwh,fleet_min_soc,critical_soc_event_count,safety_violation_count,mean_solver_time,max_solver_time,solver_calls,infeasible_count,simulation_failure_count,effective_soc_shortage_coefficient,effective_soc_risk_coefficient,effective_task_scale,effective_kpi_risk_coefficient
oat,1.0,1.5,1.5,11.839355055185376,15.915894192208864,78.42915074478384,13.975844623549348,96.40144162513656,7.079554126256523,20.846823159113868,128,0,0.00378148192452227,0.1555346249951981,62874,0,0,200.0,6.0,1.5,45.0
oat,1.5,1.0,1.5,11.839063135249368,15.909255563953565,78.4150358150377,13.971597999631621,96.40329672573286,7.08147372556117,20.790627999407434,127,0,0.0038101946129509047,0.15378966700518504,62864,0,0,300.0,9.0,1.0,45.0
oat,1.5,1.5,1.0,12.160117010773538,15.940168540260547,77.94168491429123,14.028856536441525,96.33842267970223,7.293221279465694,20.5103806813562,141,0,0.003902656762857316,0.15467541594989598,62371,0,0,300.0,9.0,1.5,30.0
oat,1.5,1.5,1.5,11.837511238684403,15.92582834004835,78.41989612002517,13.967724898104764,96.39780152162925,7.0754368923966675,20.79079314583103,127,0,0.004211482699854527,0.2539804159896448,62867,0,0,300.0,9.0,1.5,45.0
oat,1.5,1.5,2.0,11.843357443692463,15.624701369139162,78.32912149539477,14.304275945724386,96.446621258295,7.116825102846677,21.028291159347194,134,0,0.0037526562408469826,0.16886091599008068,62817,0,0,300.0,9.0,1.5,60.0
oat,1.5,2.0,1.5,11.81794617709196,15.917072722466669,78.41537123314734,13.968256329288721,96.40432224822449,7.071874063125008,20.7928426374637,127,0,0.002842472380727918,0.13504183298209682,62867,0,0,300.0,9.0,2.0,45.0
oat,2.0,1.5,1.5,11.77853136912135,15.822685871402207,78.37015138901566,14.030359247472747,96.43389992153179,7.066823294511397,20.779515690522153,126,0,0.0028418625563556644,0.11620166699867696,62840,0,0,400.0,12.0,1.5,45.0
