comparison,metric,mean_difference,median_difference,standard_error,ci95_low,ci95_high,bootstrap_ci95_low,bootstrap_ci95_high,improved_replication_rate,paired_replications
"C4_C4Parameters(w1=0.55, w2=0.225, w3=0.135, w4=0.09, w5=0.0)_minus_baseline",mean_delay,0.45144576625236593,0.0,0.2603437593538467,-0.07173460568625806,0.97462613819099,-0.02297390075591736,0.9754183455735711,24.0,50
"C4_C4Parameters(w1=0.55, w2=0.225, w3=0.135, w4=0.09, w5=0.0)_minus_baseline",urgent_on_time_rate,-0.4249808828235635,0.0,0.2277049379817182,-0.8825710875636736,0.032609321916546585,-0.8937256065014296,-0.021988331077144898,20.0,50
"C4_C4Parameters(w1=0.55, w2=0.2, w3=0.12, w4=0.08, w5=0.05)_minus_baseline",mean_delay,0.03808681315157655,0.0,0.2839845749982146,-0.5326015564915068,0.6087751827946599,-0.5035539264465766,0.5697143124768029,28.000000000000004,50
"C4_C4Parameters(w1=0.55, w2=0.2, w3=0.12, w4=0.08, w5=0.05)_minus_baseline",urgent_on_time_rate,-0.16402016058060012,0.0,0.21703488920525393,-0.6001680995205665,0.2721277783593662,-0.6056547424326814,0.25304049048542837,22.0,50
"C4_C4Parameters(w1=0.55, w2=0.175, w3=0.105, w4=0.07, w5=0.1)_minus_baseline",mean_delay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
"C4_C4Parameters(w1=0.55, w2=0.175, w3=0.105, w4=0.07, w5=0.1)_minus_baseline",urgent_on_time_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50
"C4_C4Parameters(w1=0.55, w2=0.15, w3=0.09, w4=0.06, w5=0.15)_minus_baseline",mean_delay,0.4918192306383784,0.0,0.26942887850970026,-0.04961837178221751,1.0332568330589744,0.014226344543730304,1.0676186949264388,22.0,50
"C4_C4Parameters(w1=0.55, w2=0.15, w3=0.09, w4=0.06, w5=0.15)_minus_baseline",urgent_on_time_rate,0.06786692745490897,0.0,0.28054705988445117,-0.4959134969382979,0.6316473518481158,-0.5215456824648574,0.5655449155890089,32.0,50
