scenario,strategy,replication,pad_id,utilization,sessions,wait_min,input_kwh,delivered_kwh
v3_primary_challenge,C5,1031,1,41.797413560789195,1438,0.0,30.094137763768323,24.147834586213204
v3_primary_challenge,C1,1032,1,44.20714614443541,13,94.39510864424986,31.829145223993507,26.11040268339685
v3_primary_challenge,C2,1032,1,61.539314931839705,1364,221.7456251327739,44.30830675092469,32.79071729971301
v3_primary_challenge,C3,1032,1,41.75760120206885,1489,0.0,30.065472865489678,24.090891501961483
v3_primary_challenge,C4,1032,1,41.75760120206885,1489,0.0,30.065472865489678,24.35435447635932
v3_primary_challenge,C5,1032,1,41.75760120206885,1489,0.0,30.065472865489678,23.712696839793146
v3_primary_challenge,C1,1033,1,49.18972628665979,13,388.9922736018468,35.41660292639504,26.12776866483117
v3_primary_challenge,C2,1033,1,56.55615743267444,1026,30.54738522592549,40.72043335152563,30.79146273940344
v3_primary_challenge,C3,1033,1,38.99446828735403,1413,1.1842378929335003e-16,28.07601716689503,22.32246365042197
v3_primary_challenge,C4,1033,1,38.99446828735403,1413,1.1842378929335003e-16,28.07601716689503,22.595814532305532
v3_primary_challenge,C5,1033,1,38.99446828735403,1413,0.0,28.07601716689503,22.325719088734687
v3_primary_challenge,C1,1034,1,49.25298208677482,13,151.9188868519824,35.46214710247787,26.12382624009125
v3_primary_challenge,C2,1034,1,55.261569179776295,1329,160.26185588653607,39.78832980943905,31.906662475497164
v3_primary_challenge,C3,1034,1,41.876021313081175,1484,0.0,30.150735345418592,24.211869678939717
v3_primary_challenge,C4,1034,1,41.876021313081175,1484,0.0,30.150735345418592,24.772725228130607
v3_primary_challenge,C5,1034,1,41.876021313081175,1484,0.0,30.150735345418592,24.161181489203884
v3_primary_challenge,C1,1035,1,54.63476166793809,14,241.98390585949775,39.33702840091543,28.144762316572063
v3_primary_challenge,C2,1035,1,51.42946326221471,824,208.19756710460874,37.02921354879461,30.106273346173484
v3_primary_challenge,C3,1035,1,57.65423844061704,1054,778.3795372114679,41.511051677244346,33.47687342768332
v3_primary_challenge,C4,1035,1,56.630299720634866,938,614.5699467119189,40.773815798857164,31.878373427683307
v3_primary_challenge,C5,1035,1,51.370155239031355,882,509.79382964295036,36.98651177210264,30.793262316572175
v3_primary_challenge,C1,1036,1,52.28173307461385,15,144.8960686108933,37.642847813721964,30.143605145499325
v3_primary_challenge,C2,1036,1,54.239566933686014,908,81.12910969510412,39.05248819225378,31.490491490537256
v3_primary_challenge,C3,1036,1,66.31552700483093,1090,998.3525088729332,47.74717944347833,34.22549403438834
v3_primary_challenge,C4,1036,1,60.828186485167265,943,877.395158654315,43.796294269320484,31.93924403438833
v3_primary_challenge,C5,1036,1,63.033034551770214,1024,738.0950415393872,45.38378487727461,33.286216256610544
v3_primary_challenge,C1,1037,1,45.516928076119214,14,230.4779326467359,32.77218821480583,28.14288231026542
v3_primary_challenge,C2,1037,1,50.553176118125776,1389,0.0,36.398286805050624,29.7879731919373
v3_primary_challenge,C3,1037,1,42.43427846098407,1503,0.0,30.55268049190867,24.65434269265369
v3_primary_challenge,C4,1037,1,42.43427846098407,1503,0.0,30.55268049190867,24.96844274917885
v3_primary_challenge,C5,1037,1,42.43427846098407,1503,0.0,30.55268049190867,24.499726351079687
v3_primary_challenge,C1,1038,1,56.65379357134467,15,387.8470881920692,40.79073137136816,30.158839301953734
v3_primary_challenge,C2,1038,1,55.772528190291595,920,107.64053101963255,40.15622029700997,32.011482748522766
v3_primary_challenge,C3,1038,1,62.88427385624469,1222,798.8779438839277,45.27667717649628,37.22883930195394
v3_primary_challenge,C4,1038,1,58.993929746476915,1151,588.6113723577071,42.47562941746347,35.97331152417613
v3_primary_challenge,C5,1038,1,61.989587399334845,1169,674.5958554913826,44.63250292752117,36.28581152417611
v3_primary_challenge,C1,1039,1,44.9359435458952,13,228.68355363327967,32.35387935304453,26.124679836234325
v3_primary_challenge,C2,1039,1,46.430095007512314,1415,0.0,33.429668405408954,26.94270975421424
v3_primary_challenge,C3,1039,1,42.27732023968352,1455,0.0,30.43967057257223,24.255607538340847
v3_primary_challenge,C4,1039,1,42.27732023968352,1455,0.0,30.43967057257223,24.749279550400452
