scenario,strategy,replication,agv_id,min_soc,completed_tasks,charge_h,stops,traction_energy,delivered_kwh,detour_m
v3_primary_challenge,C5,1012,4,34.267164092393436,427,2.0076800912419976,0,5.701999999999939,4.5544794091413845,3010.0
v3_primary_challenge,C5,1012,5,19.640199293610415,432,1.9083507747892297,0,5.693999999999944,4.370837011170903,2740.0
v3_primary_challenge,C1,1013,1,19.672565236963337,424,1.3023599030191975,0,4.971999999999982,3.5163717381518333,10.0
v3_primary_challenge,C1,1013,2,19.909939702783138,454,2.6917326510881554,0,5.367999999999981,7.006808570416404,20.0
v3_primary_challenge,C1,1013,3,19.729232183347428,429,3.9886544464355485,0,5.149999999999978,7.020816168610413,20.0
v3_primary_challenge,C1,1013,4,19.693721888165776,437,3.022157841061168,0,5.219999999999979,7.025452794480606,20.0
v3_primary_challenge,C1,1013,5,19.75784925657213,429,2.9354898464038452,0,5.201999999999983,7.017246426060286,20.0
v3_primary_challenge,C2,1013,1,19.66500657583229,426,2.739517838984275,0,5.451999999999955,7.1572884048185355,2400.0
v3_primary_challenge,C2,1013,2,19.895692222484954,445,2.9205509990919016,0,5.841999999999943,7.799836348194219,2390.0
v3_primary_challenge,C2,1013,3,19.906791120988284,414,2.909039169760978,0,5.435999999999948,7.310066168610446,2280.0
v3_primary_challenge,C2,1013,4,31.50476844536273,457,2.4141950947320097,0,6.097999999999932,5.496607883415453,3330.0
v3_primary_challenge,C2,1013,5,19.729219136450702,431,3.0941464667954697,0,5.6559999999999535,7.1553297593936485,2550.0
v3_primary_challenge,C3,1013,1,25.734165590043524,442,1.7051108591580373,0,5.813999999999937,4.36521890654295,2520.0
v3_primary_challenge,C3,1013,2,27.14173813560225,431,2.2039508807676156,0,5.749999999999934,5.426673254974344,3390.0
v3_primary_challenge,C3,1013,3,24.739042708553004,439,1.79348290661077,0,5.807999999999946,4.488046081815879,2800.0
v3_primary_challenge,C3,1013,4,26.02425079285336,429,2.067197702628709,0,5.697999999999945,4.759804223012202,2900.0
v3_primary_challenge,C3,1013,5,24.46118029624854,432,1.9369625756002542,0,5.717999999999939,4.309972107539425,2860.0
v3_primary_challenge,C4,1013,1,30.744928622498115,434,1.8007327000164066,0,5.677999999999938,4.576866933951097,2730.0
v3_primary_challenge,C4,1013,2,26.656234554585772,429,2.206767377191668,0,5.815999999999942,5.515297549932956,3220.0
v3_primary_challenge,C4,1013,3,25.878408638053855,441,1.8556207234663191,0,5.803999999999943,4.624034844202576,2830.0
v3_primary_challenge,C4,1013,4,26.170271489535395,431,2.057161095971976,0,5.801999999999933,4.880827480068526,3080.0
v3_primary_challenge,C4,1013,5,19.93669953915242,438,1.7864230281190163,0,5.68799999999994,4.059164736351278,2610.0
v3_primary_challenge,C5,1013,1,42.05838318211418,428,2.039346456244421,0,5.8059999999999325,5.227709293425803,3120.0
v3_primary_challenge,C5,1013,2,18.618384427470485,434,2.019763800330653,0,5.769999999999936,5.025644458456621,2990.0
v3_primary_challenge,C5,1013,3,23.286562014779022,446,1.7604557218653052,0,5.737999999999948,4.349310936016063,2630.0
v3_primary_challenge,C5,1013,4,17.70124722607697,435,1.8978125201408729,0,5.773999999999945,4.432431822451152,2810.0
v3_primary_challenge,C5,1013,5,26.293946793528818,430,1.9893264261841337,0,5.699999999999937,4.3798604324034365,2920.0
v3_primary_challenge,C1,1014,1,19.813497826461706,511,2.763838651619966,0,6.025999999999972,7.016436219788028,20.0
v3_primary_challenge,C1,1014,2,19.77222222222216,422,2.5695166818282402,0,5.037999999999983,7.022724319827164,20.0
v3_primary_challenge,C1,1014,3,19.650055320662176,455,2.6147588476041315,0,5.439999999999975,7.021219456189122,20.0
v3_primary_challenge,C1,1014,4,19.89630810140457,435,1.6347305932375884,0,5.1759999999999815,3.5051845949297715,10.0
v3_primary_challenge,C1,1014,5,19.90792283260261,412,5.507187823818628,0,4.969999999999981,7.008853858369875,20.0
v3_primary_challenge,C2,1014,1,19.648908516842344,456,2.3765816025247246,0,5.711999999999952,5.838078292298772,1550.0
