scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,solver_mean_time_s,solver_median_time_s,solver_p95_time_s,solver_max_time_s,solver_mean_binary_variables,solver_mean_constraints,solver_mean_available_agv_slot_pairs,solver_mean_actual_busy_agv_slot_pairs,solver_mean_forecast_busy_agv_slot_pairs,solver_infeasible_calls,solver_time_limit_calls,solver_fallback_calls,solver_safety_slack_total,solver_reserve_slack_total,solver_task_slack_total
v3_base,C3,1044,1807,1803,75.125,99.77863862755949,0.2108731927769813,4.22500961074802,0.0,0,0.0,100,0.3696119759877129,0.0,0,25420.0,26.767999999999482,4.117638888888911,46.23968864442338,36.91916726522439,9.320521379199029,79.8430273809314,50.328336721628276,36.91916726522439,0.0,32.11089489196068,1.5,3,0.0,309,47.249190938511326,465,2542,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C4,1044,1807,1803,75.125,99.77863862755949,0.2106398239038314,4.22500961074802,0.0,0,0.0,100,0.36911216581828626,0.0,0,25420.0,26.767999999999482,4.11763888888891,46.41962030541695,36.91916726522438,9.500453040192593,79.53353996072236,50.328336721628276,36.91916726522438,0.0,32.235847434317314,1.5,3,0.0,297,46.464646464646464,454,2542,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C5,1044,1807,1803,75.125,99.77863862755949,0.20760948023917994,4.22500961074802,0.0,0,0.0,100,0.37574026776197905,0.0,0,18400.0,25.363999999999635,4.020138888888898,44.03350360568752,35.24527161008834,8.78823199559921,80.04194243933826,50.328336721628276,35.24527161008834,0.0,30.578821948394122,1.5,3,0.0,826,53.753026634382564,333,1840,,,18.32488458987791,2371,0.007728757735081362,0.007167913019657135,0.01681373204337433,0.06127621803898364,46.39814424293547,148.73386756642768,27.722479966258962,0.0,21.501054407423027,0.0,0.0,0.0,0.0,0.0,0.0
v3_base,C1,1045,1775,1772,73.83333333333333,99.83098591549296,1.061304834716462,65.28134452614795,0.41859949973499244,0,5.577464788732389,100,0.4395226476158395,3.9517095008889735,0,100.0,21.31999999999997,3.699305555555546,24.27184685829777,20.130994833904857,4.1408520243929186,82.93969120451463,29.678888888888544,0.0,20.130994833904857,16.85544920715123,0.0,0,19.75854750444487,0,0.0,0,10,0.3,0.7,0.0,0,,,,,,,,,,,,,,,
v3_base,C2,1045,1775,1772,73.83333333333333,99.83098591549296,0.1575191859422871,2.5542658067541195,0.0,0,0.0,100,0.3817415633285891,0.0,0,25760.0,26.45199999999948,4.055694444444468,45.07303720170793,35.675300389460844,9.397736812247151,79.14998101816182,59.028697989535,35.675300389460844,0.0,31.30072027896388,1.5,3,0.0,236,33.47457627118644,486,2576,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C3,1045,1775,1772,73.83333333333333,99.83098591549296,0.15715826567971894,2.5542658067541195,0.0,0,0.0,100,0.38197315505160023,0.0,0,25170.0,26.33399999999949,4.0475000000000225,44.989664181423926,35.54910594501639,9.440558236407579,79.01616202704285,59.028697989535,35.54910594501639,0.0,31.24282234821106,1.5,3,0.0,246,52.03252032520326,474,2517,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C4,1045,1775,1772,73.83333333333333,99.83098591549296,0.15723872288062235,2.5542658067541195,0.0,0,0.0,100,0.382658571779305,0.0,0,25430.0,26.385999999999488,4.051111111111134,44.742914159450216,35.60471705612752,9.138197103322753,79.57621385420511,59.028697989535,35.60471705612752,0.0,31.071468166284873,1.5,3,0.0,249,53.01204819277109,481,2543,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C5,1045,1775,1772,73.83333333333333,99.83098591549296,0.15354670888871175,2.5542658067541195,0.0,0,0.0,100,0.38903886647772434,0.0,0,17300.0,24.75999999999967,3.938194444444453,42.44600806801921,33.715644129429066,8.730363938590202,79.43183744252265,58.90158641133373,33.715644129429066,0.0,29.476394491680043,1.5,3,0.0,829,54.644149577804576,294,1730,,,17.77711782127153,2397,0.007416402929191294,0.007041593897156417,0.015829002880491314,0.07392317801713943,46.989987484355446,150.1101376720901,28.060075093867333,0.0,21.387567793074677,0.0,0.0,0.0,0.0,0.0,0.0
v3_base,C1,1046,1848,1840,76.66666666666667,99.56709956709958,1.1345449196724298,64.60779703387476,0.32623657655062377,0,4.274891774891776,100,0.40924444877224453,0.0,0,110.0,22.197999999999933,3.8515277777777674,27.87199844199196,22.13606702252156,5.7359314194704005,79.42045156393004,29.678888888888554,0.0,22.13606702252156,19.35555447360553,0.0,0,0.0,0,0.0,0,11,0.3,0.7,0.0,0,,,,,,,,,,,,,,,
v3_base,C2,1046,1848,1845,76.875,99.83766233766234,0.2512561262660468,3.5169423944139755,0.0,0,0.0,100,0.3559991703064252,2.3684757858670008e-17,0,25500.0,27.275999999999474,4.204166666666687,47.040298689686956,37.589133230833525,9.451165458853465,79.90836427038782,52.59461985063807,37.589133230833525,0.0,32.66687409006041,1.5,3,1.1842378929335003e-16,319,30.094043887147336,504,2550,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C3,1046,1848,1845,76.875,99.83766233766234,0.2514448381177829,3.5169423944139755,0.0,0,0.0,100,0.3550082296999558,0.0,0,25150.0,27.20599999999948,4.199305555555576,47.39703730801595,37.50822678148569,9.888810526530264,79.13622646439585,52.59461985063807,37.50822678148569,0.0,32.91460924167773,1.5,3,0.0,350,53.714285714285715,498,2515,,,0.0,0,,,,,,,,,,,,,,,
v3_base,C4,1046,1848,1845,76.875,99.83766233766234,0.25130347857575586,3.5169423944139755,0.0,0,0.0,100,0.3563911658694404,0.0,0,25250.0,27.225999999999473,4.200694444444465,46.89918028700148,37.53468256296544,9.364497724036056,80.03270490714421,52.59461985063807,37.53468256296544,0.0,32.5688751993066,1.5,3,0.0,340,52.05882352941177,500,2525,,,0.0,0,,,,,,,,,,,,,,,
