scenario,metric,mean_C4,mean_C5,mean_diff_C4_minus_C5,mean_gap_percent,n
v3_primary_challenge,mean_delay,6.892359722158696,6.981384704386573,-0.08902498222787729,22.06108008430723,50
v3_primary_challenge,urgent_deadline_violation_rate,17.240591925771344,17.40396929886781,-0.16337737309647055,1.9301225242929356,50
v3_primary_challenge,wpt_loss,7.4739755710827875,7.3739283703754355,0.10004720070735175,2.3584261034526737,50
