lateral_misalignment_mm,mutual_inductance_uH,coupling_coefficient,ss_fha_efficiency_pct
0.0,28.13384724170029,0.5077056456137609,80.5537126633245
25.0,27.017643024642407,0.48756253550906803,80.55022556111406
50.0,24.04189262131273,0.43386190698398774,80.53844202236013
75.0,19.945824755933437,0.35994394040784977,80.51281547397294
100.0,15.39691354337893,0.2778539267609966,80.4571186518797
125.0,10.877562510791291,0.1962973584735925,80.31913496900125
150.0,6.691073900855151,0.1207476519474321,79.86987288407201
175.0,3.0615795596657707,0.055249508308770616,77.24502413978452
