scenario,strategy,replication,one_minus_soc_mean,one_minus_soc_std,one_minus_soc_min,one_minus_soc_max,E_next_mean,E_next_std,E_next_min,E_next_max,T_idle_mean,T_idle_std,T_idle_min,T_idle_max,eta_WPT_mean,eta_WPT_std,eta_WPT_min,eta_WPT_max,D_mean,D_std,D_min,D_max,score_mean,score_std,score_min,score_max,raw_E_next_kwh_mean,raw_E_next_kwh_std,raw_E_next_kwh_min,raw_E_next_kwh_max,raw_D_s_mean,raw_D_s_std,raw_D_s_min,raw_D_s_max
v3_primary_challenge,C4,1007,0.6496593782499769,0.17506689034464312,0.19103095012100235,0.9323249344510729,0.5195804195804195,0.3388534376812025,0.0,1.0,0.055234815377832626,0.0654938710929423,0.0,0.5463100980418595,0.7494471084066445,0.018431158174263305,0.7040837356630752,0.7592285443887419,0.011560899685049171,0.043897649822961175,0.0,0.3616483620308615,0.40571067158042745,0.10121083576320954,0.13483027908101636,0.6220795489892426,0.014250854700854701,0.0028990794112725106,0.009805555555555555,0.018361111111111113,6.936539811029503,26.338589893776657,0.0,216.9890172185169
v3_primary_challenge,C4,1008,0.5424660777511553,0.1710350045930206,0.12985635456592468,0.8705279555649286,0.5013059701492536,0.36151170983946823,0.0,1.0,0.05404908396855436,0.05782496081211882,0.0,0.3782264261796202,0.7507563577122142,0.017000909863146348,0.7040837356630752,0.7592285443887419,0.009699595260159769,0.03775304947876317,0.0,0.32944699779999004,0.36930939517713257,0.10480761031378222,0.09579045204327033,0.5921566976227132,0.014094506633499171,0.003092933517515449,0.009805555555555555,0.018361111111111113,5.819757156095862,22.6518296872579,0.0,197.66819867999402
v3_primary_challenge,C4,1009,0.6480586816075172,0.13393565982850253,0.20299498434236574,0.9327332300640349,0.5037167449139279,0.36430223948268675,0.0,1.0,0.05842289947487519,0.06705162175034908,0.0,0.4281850516822912,0.7502104292962993,0.017822679863519188,0.7040837356630752,0.7592285443887419,0.008433780433695682,0.038560236692311865,0.0,0.3783183422705527,0.4024445124748592,0.09944066771484592,0.14763827994229262,0.6133359271731025,0.014115132150930272,0.0031168080489074323,0.009805555555555555,0.018361111111111113,5.060268260217408,23.13614201538714,0.0,226.99100536233163
v3_primary_challenge,C4,1010,0.5231537960214926,0.15369467537949133,0.13062769709550004,0.8528499230906584,0.4944901008591706,0.35433532640423265,0.0,1.0,0.05370107343874227,0.06836872661786929,0.0,0.6217751611924218,0.7496274819897109,0.018136093450797478,0.7040837356630752,0.7592285443887419,0.011702175392633605,0.043600583728539144,0.0,0.37860953978796413,0.3612461381574961,0.10093529826642897,0.1006528651975174,0.6018922824727451,0.014036193085128462,0.0030315355703473285,0.009805555555555555,0.018361111111111113,7.021305235580163,26.16035023712345,0.0,227.16572387277847
v3_primary_challenge,C4,1011,0.6790474757771955,0.1432995579062783,0.26936435249276264,0.9313563597252305,0.5115459406903257,0.3492545451524329,0.0,1.0,0.056722637926866534,0.06582052389835437,0.0,0.4808120989209965,0.7498982951783002,0.018123417635490722,0.7040837356630752,0.7592285443887419,0.0066935652014090226,0.0335027115972075,0.0,0.36966519566873707,0.41376024007231826,0.09833633110196068,0.13423185258609016,0.6351955316385822,0.014182115270350565,0.002988066664081925,0.009805555555555555,0.018361111111111113,4.016139120845414,20.101626958324502,0.0,221.79911740124226
v3_primary_challenge,C4,1012,0.5700417015250183,0.18201231320409875,0.18753549556502044,0.893536578711489,0.49990483441187655,0.34513950522763265,0.0,1.0,0.05385906223399374,0.062077147515142705,0.0,0.4272497972839281,0.7504097351733853,0.017480661847507274,0.7040837356630752,0.7592285443887419,0.010821356719738924,0.03947233877027723,0.0,0.37918694442108974,0.37694428056896445,0.1028997290629389,0.123492415993075,0.6131727686061579,0.014082519138857167,0.002952860211391965,0.009805555555555555,0.018361111111111113,6.492814031843353,23.683403262166323,0.0,227.51216665265383
v3_primary_challenge,C4,1013,0.5611490567802738,0.15432732200043117,0.19488346942864565,0.9183790515034137,0.487284894837476,0.34700859733343126,0.0,1.0,0.0549289210070611,0.06713230204242493,0.0,0.57223538665797,0.7500469745497208,0.01786000584501888,0.7040837356630752,0.7592285443887419,0.010488955776968525,0.04005397196473576,0.0,0.3869427637069202,0.3713121851940887,0.10179123034926986,0.13891544903075695,0.630203576411035,0.01397454854472063,0.0029688513327415763,0.009805555555555555,0.018361111111111113,6.293373466181115,24.032383178841457,0.0,232.16565822415214
v3_primary_challenge,C4,1014,0.5482623948746059,0.16431023440549852,0.12182531120144861,0.9206104665267407,0.47761780104712037,0.35084322654835226,0.0,1.0,0.048810890874626374,0.05576221220910766,0.0,0.4132375358011187,0.7500331647798788,0.01776151865205857,0.7040837356630752,0.7592285443887419,0.008588458619337177,0.03619522542364379,0.0,0.3606892904944592,0.36449042710947627,0.10091753811968329,0.11369085365866378,0.602778337711155,0.013891841186736475,0.00300165871602479,0.009805555555555555,0.018361111111111113,5.153075171602306,21.717135254186264,0.0,216.4135742966755
v3_primary_challenge,C4,1015,0.6284020654249656,0.13004563853122192,0.2768112854062217,0.9332277743732641,0.5008463100880162,0.3634154100182689,0.0,1.0,0.05234907236939549,0.05842321650809581,0.0,0.3484560619580326,0.7499382128727392,0.017877711005400258,0.7040837356630752,0.7592285443887419,0.008018622698632752,0.033970836537319755,0.0,0.30057362807814797,0.39497465475245036,0.10020836410836483,0.14200769239829503,0.6152115637368993,0.014090573986308584,0.003109220730156305,0.009805555555555555,0.018361111111111113,4.811173619179651,20.38250192239185,0.0,180.3441768468888
v3_primary_challenge,C4,1016,0.6045030817170843,0.1491743504515,0.3010079392035922,0.9222669244156368,0.5117085050580741,0.35412095762611323,0.0,1.0,0.058987394275317274,0.08123763171262285,0.0,0.8028586485523435,0.7492499558282052,0.01849275991338836,0.7040837356630752,0.7592285443887419,0.008885901193025453,0.03632878057438105,0.0,0.35370200891737114,0.3912739752651568,0.09996915431735191,0.1591923401593691,0.6057281224155164,0.01418350609883019,0.0030297015263567495,0.009805555555555555,0.018361111111111113,5.3315407158152714,21.79726834462863,0.0,212.22120535042268
v3_primary_challenge,C4,1017,0.4709043844071416,0.1547411874713817,0.12786673725505274,0.8412015080535727,0.4998159057437407,0.35041407127203217,0.0,1.0,0.05545926746378839,0.06734042914089611,0.0,0.49666315666926997,0.7495815997495748,0.018236257017144188,0.7040837356630752,0.7592285443887419,0.00967993105019949,0.03845790127160498,0.0,0.3658869933512612,0.3475663556425635,0.09942298218975897,0.10370250192158839,0.5845248585050853,0.01408175830469645,0.0029979870542162757,0.009805555555555555,0.018361111111111113,5.8079586301196935,23.074740762962982,0.0,219.5321960107567
v3_primary_challenge,C4,1018,0.541433149281179,0.19198982568555792,0.16391095521973842,0.9324328490571611,0.49640209332751845,0.3500079887332818,0.0,1.0,0.05251140954817109,0.06580091962136317,0.0,0.550577799486762,0.7498274843628346,0.018063849390096164,0.7040837356630752,0.7592285443887419,0.008798075748176086,0.03698730609014329,0.0,0.3939056315011112,0.3676303128351072,0.10282892012176742,0.09222082377802707,0.6131090063154372,0.014052551242913216,0.0029945127924958562,0.009805555555555555,0.018361111111111113,5.278845448905653,22.192383654085994,0.0,236.34337890066672
