scenario,strategy,replication,requested_tasks,completed_tasks,throughput,completion_rate,mean_delay,max_delay,mean_tardiness,urgent_deadline_violation_rate,normal_deadline_violation_rate,urgent_on_time_rate,idle_ratio,charging_wait,low_soc_stops,detour_distance_m,traction_energy,aux_energy,wpt_input_energy,battery_delivered_energy,wpt_loss,mean_efficiency,fleet_min_soc,opportunity_charging_energy,mandatory_charging_energy,pad_utilization,mean_queue,max_queue,pad_waiting_time,charging_contention_events,different_decision_rate_C4_vs_C3,deferred_charging_requests,charging_sessions,c1_start_soc,c1_target_soc,solver_computation_time_s,solver_calls,solver_mean_time_s,solver_median_time_s,solver_p95_time_s,solver_max_time_s,solver_mean_binary_variables,solver_mean_constraints,solver_mean_available_agv_slot_pairs,solver_mean_actual_busy_agv_slot_pairs,solver_mean_forecast_busy_agv_slot_pairs,solver_infeasible_calls,solver_time_limit_calls,solver_fallback_calls,solver_safety_slack_total,solver_reserve_slack_total,solver_task_slack_total,scale_id,lambda_soc,lambda_task,lambda_kpi,simulation_failure,error
stress_near_transition,C5,5041,1721,1489,62.041666666666664,86.51946542707728,52.90305209146898,596.3810521542642,51.8043906257989,48.433048433048434,28.175182481751825,51.566951566951566,0.5305901908052332,262.94483743784724,0,12720.0,46.90999999999973,5.408888888888893,64.48254383416243,51.41506285527291,13.067480978889527,79.73485504465093,19.328901001564393,23.287898204648553,28.127164650624366,89.55908865855893,3.0,6,1840.6138620649303,908,34.691629955947135,236,1272,nan,nan,5.756024279864505,1264,0.004553816677107994,0.0034315985394641757,0.00968290582532063,0.02943697408773005,41.33306962025316,196.64556962025316,41.33306962025316,0.0,30.912974683544302,0,0,0,0.0,472.20459974387916,100.73990784960881,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5042,1661,1657,69.04166666666667,99.75918121613486,0.07826181985607993,2.1216098108587174,0.023712252625871167,25.30120481927711,0.0,74.69879518072288,0.5780442120389404,0.0,0,19140.0,46.46599999999962,5.303055555555572,46.56571713237394,37.25475088570315,9.310966246670839,80.00467549935463,22.064414001738303,37.25475088570315,0.0,64.67460712829723,3.0,6,0.0,1425,31.36842105263158,352,1914,nan,nan,8.712796832434833,1914,0.004552140455817572,0.0033088214695453644,0.009672581264749168,0.025609868112951517,41.55172413793103,197.0788923719958,41.55172413793103,0.0,29.71003134796238,0,0,0,0.0,486.68776430959684,93.45920061691497,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5043,1644,1638,68.25,99.63503649635037,0.1614387630212573,2.821254968891147,0.03355915091876631,30.14084507042254,0.0,69.85915492957746,0.5842988726438463,0.0,0,18010.0,46.35799999999963,5.274305555555575,45.1133681875014,36.09252323523876,9.020844952262696,80.00405353293515,21.17618344813917,36.09252323523876,0.0,62.65745581597425,3.0,6,0.0,1345,24.981412639405203,297,1801,nan,nan,6.891130261356011,1801,0.0038262799896479796,0.0027216190937906504,0.008802980883046985,0.02250756206922233,44.14214325374792,208.1576901721266,44.14214325374792,0.0,30.38200999444753,0,0,0,0.0,415.37230923272574,77.9858193325559,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5044,1631,1553,64.70833333333333,95.21765787860208,7.195956009746383,503.6125960515844,6.752717539809659,36.64596273291926,10.007639419404125,63.35403726708074,0.537506159244365,198.998230733597,0,16290.0,45.907999999999674,5.226805555555569,69.99689574084002,56.123376537806486,13.873519203033581,80.1798078954822,19.34229325577648,31.51650367436526,24.60687286344122,97.21791075116676,3.0,6,1392.9876151351789,1188,27.693602693602692,292,1629,nan,nan,6.069653051206842,1622,0.0037420795630128496,0.002611789503134787,0.008665246772579847,0.029212663182988763,42.012946979038226,198.94759556103577,42.012946979038226,0.0,29.744143033292232,0,0,0,0.0,170.31453263078836,39.14945158396314,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5045,1643,1638,68.25,99.6956786366403,0.13268051370954792,3.5238331491267068,0.028950549785505972,28.834355828220858,0.0,71.16564417177914,0.5823187998376124,0.0,0,18880.0,46.21799999999961,5.26333333333335,46.211324881843304,36.95545891918156,9.255865962661794,79.970567850353,20.9928380885324,36.95545891918156,0.0,64.18239566922689,3.0,6,0.0,1417,26.39378969654199,345,1888,nan,nan,8.856649422319606,1888,0.004691021939787927,0.00338501064106822,0.009865690709557383,0.036154248053207994,43.045550847457626,203.34427966101694,43.045550847457626,0.0,29.81885593220339,0,0,0,0.0,701.8876494432858,130.43219569536086,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5046,1702,1471,61.291666666666664,86.427732079906,47.64180417584089,592.0600668363223,46.61670155316235,45.87155963302752,25.090909090909086,54.12844036697248,0.5296510765041732,262.3460495599727,0,13500.0,46.743999999999716,5.373611111111117,66.85585744189667,53.633194194754225,13.222663247142465,80.22213198202708,19.294418575301478,25.51432051005118,28.118873684703047,92.85535755818988,3.0,6,1836.422346919809,984,38.109756097560975,250,1350,nan,nan,5.979390593478456,1335,0.00447894426477787,0.003481903113424778,0.009586631599813697,0.02040614397265017,41.04494382022472,195.14681647940074,41.04494382022472,0.0,30.00749063670412,0,0,0,0.0,924.3074536253439,175.05506640851246,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5047,1713,1467,61.125,85.63922942206655,45.115539091320684,590.6546576105956,44.154562222146424,44.38202247191011,24.46573323507738,55.61797752808989,0.5269021913057135,254.63107529839382,0,13440.0,47.08599999999972,5.41111111111112,67.1412955819204,53.57873136481429,13.562564217106125,79.79996647434639,19.579796390796826,25.472452557712856,28.106278807101425,93.25179941933392,3.0,6,1782.417527088757,948,35.232067510548525,232,1344,nan,nan,7.267605214845389,1336,0.005439824262608824,0.005452805431559682,0.011082661338150501,0.031437166035175323,41.76646706586826,198.37949101796409,41.76646706586826,0.0,30.480538922155688,0,0,0,0.0,682.2921482583986,140.61545105016336,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5048,1633,1627,67.79166666666667,99.63257807715861,0.12239347183602606,2.9352598757624757,0.02623680617077326,31.132075471698116,0.0,68.86792452830188,0.5847025473186115,0.0,0,18400.0,46.1739999999996,5.247777777777798,46.009916151419745,36.828504747993314,9.181411403426491,80.04471172429399,19.82196837963089,36.828504747993314,0.0,63.902661321416396,3.0,6,0.0,1393,36.53984206748026,292,1840,nan,nan,10.057598433922976,1839,0.0054690584197514824,0.005479482002556324,0.01090981557499617,0.03523541195318103,43.31973898858075,204.54975530179445,43.31973898858075,0.0,29.965742251223492,0,0,0,0.0,651.2575378264577,124.46666516332691,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5049,1673,1594,66.41666666666667,95.27794381350867,7.94231949275564,604.3279021415782,7.666796289333113,39.27492447129909,5.067064083457529,60.72507552870091,0.5229943241636041,255.70641143176996,0,17600.0,47.397999999999634,5.382777777777795,73.11086062154342,58.66943619431396,14.441424427229508,80.24722414090412,19.312172839931296,34.03674343449427,24.63269275981969,101.54286197436598,3.0,6,1789.9448800223897,1291,31.52594887683966,322,1760,nan,nan,8.89980203914456,1750,0.005085601165225463,0.005068048485554755,0.009982953057624398,0.034292482072487473,42.3,200.46457142857142,42.3,0.0,30.47714285714286,0,0,0,0.0,965.3008517274161,183.16457879830313,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5050,1711,1525,63.541666666666664,89.1291642314436,37.72993899486727,537.3546961424546,36.68086003089181,53.50877192982456,27.246165084002925,46.49122807017544,0.5309197402650565,243.94548699582472,0,13090.0,46.99999999999973,5.402638888888895,65.31645090641152,52.37776641763898,12.938684488772553,80.19077229515777,19.228990291390332,24.21218718551294,28.16557923212605,90.7172929255716,3.0,6,1707.6184089707729,905,28.397790055248617,237,1309,nan,nan,5.443847701419145,1299,0.004190798846358079,0.003168645082041621,0.009033311088569456,0.015509251039475203,39.64203233256351,189.21632024634334,39.64203233256351,0.0,29.83448806774442,0,0,0,0.0,525.5054228882611,107.14169842257206,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
stress_near_transition,C5,5051,1686,1430,59.583333333333336,84.81613285883749,56.41055420977439,596.3837427547071,55.317567193721544,46.19883040935673,28.720238095238095,53.80116959064327,0.532426894289895,264.85788694706855,0,13150.0,46.533999999999715,5.339027777777786,67.05684527789289,53.65425955848838,13.40258571940452,80.01309834385687,19.452765285868324,25.53089836679854,28.12336119168984,93.1345073304068,3.0,6,1854.0052086294795,953,33.89296956977964,237,1315,nan,nan,6.646956158336252,1307,0.005085658881665074,0.0051608330104500055,0.011070722620934252,0.02158852806314826,41.93573068094874,198.91354246365722,41.93573068094874,0.0,30.325172149961745,0,0,0,0.0,707.4132841900628,136.10727365961714,soc2.0_task1.5_kpi1.0,2.0,1.5,1.0,0,
